Q05920,PYC_MOUSE,"Pyruvate carboxylase, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0044419, GO:0008152","GO:0003824, GO:0005488","GO:0031974, GO:0043226, GO:0016020, GO:0005622"
Q91WD5,NDUS2_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)",Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0008152, GO:0009987, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0098798, GO:0005622, GO:1902494, GO:0098796"
P67778,PHB_MOUSE,Prohibitin {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0002376, GO:0008152, GO:0022414, GO:0044419, GO:0032501","GO:0005488, GO:0098772, GO:0140110","GO:0043226, GO:0031224, GO:0098798, GO:0016020, GO:0005622, GO:0019898, GO:0030054, GO:0098796"
P97807,FUMH_MOUSE,"Fumarate hydratase, mitochondrial {ECO:0000303|PubMed:17418408}",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0008152, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0090734"
P17742,PPIA_MOUSE,Peptidyl-prolyl cis-trans isomerase A,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0022610, GO:0002376, GO:0008152","GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q91YT0,NDUV1_MOUSE,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:1902494, GO:0098796"
O08749,DLDH_MOUSE,"Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase)",Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0065007, GO:0032502, GO:0009987, GO:0008152, GO:0022414","GO:0003824, GO:0005488","GO:0043226, GO:0045239, GO:0005622, GO:0031974, GO:1902494, GO:0042995"
P63101,1433Z_MOUSE,14-3-3 protein zeta/delta,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0008152",GO:0005488,"GO:0043226, GO:0005622, GO:0030054"
P12658,CALB1_MOUSE,"Calbindin (Calbindin D28) (D-28K) (PCD-29) (Spot 35 protein) (Vitamin D-dependent calcium-binding protein, avian-type)",Mus musculus (Mouse),"['Olfactory Bulb', ' Cerebellum', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cortex']","GO:0065007, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0032501",GO:0005488,"GO:0098793, GO:0043226, GO:0044297, GO:0044306, GO:0005829, GO:0098794, GO:0005622, GO:0030054, GO:0042995"
P63038,CH60_MOUSE,"60 kDa heat shock protein, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0002376, GO:0008152, GO:0044419, GO:0032501","GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0043235, GO:0031974, GO:0098796"
P62259,1433E_MOUSE,14-3-3 protein epsilon,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0040011","GO:0005488, GO:0098772","GO:0043226, GO:0016020, GO:0005622, GO:0005875, GO:0030054, GO:0042995"
Q5U410,G3P_MOUSE,Glyceraldehyde-3-phosphate dehydrogenase,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0002376, GO:0008152, GO:0044419, GO:0032501","GO:0003824, GO:0005488, GO:0098772","GO:0043226, GO:0016020, GO:0005622, GO:0030054"
Q8CHH9,SEPT8_MOUSE,Septin-8 {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0051179","GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0042995"
Q62095,DDX3Y_MOUSE,ATP-dependent RNA helicase DDX3Y,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Cerebellum', 'Cortex']","GO:0032502, GO:0009987, GO:0022414","GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0099080"
P12787,COX5A_MOUSE,"Cytochrome c oxidase subunit 5A, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987","GO:0003824, GO:0005215, GO:0005488","GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:0070069, GO:0098796"
Q9R0P9,UCHL1_MOUSE,Ubiquitin carboxyl-terminal hydrolase isozyme L1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0032501","GO:0003824, GO:0005488","GO:0016020, GO:0005737, GO:0042995, GO:0044297"
P11983,TCPA_MOUSE,T-complex protein 1 subunit alpha,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0009987, GO:0022414, GO:0044419",GO:0005488,"GO:0043226, GO:0099080, GO:0005622, GO:0005815, GO:0000785, GO:0101031"
P14206,RSSA_MOUSE,40S ribosomal protein SA {ECO:0000255|HAMAP-Rule:MF_03016},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0032502, GO:0009987, GO:0022610","GO:0005488, GO:0005198","GO:0043226, GO:0044297, GO:0016020, GO:0005622, GO:0030312, GO:1990904, GO:0030054"
Q8BMF4,ODP2_MOUSE,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987, GO:0032501","GO:0003824, GO:0005488","GO:0043226, GO:1902494, GO:0005622, GO:0098798"
P14152,MDHC_MOUSE,"Malate dehydrogenase, cytoplasmic",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q5EBJ4,ERMIN_MOUSE,Ermin (Juxtanodin) (JN),Mus musculus (Mouse),"['Olfactory Bulb', ' Cortex', ' Cerebellum', ' Medulla', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Mid_Brain']","GO:0065007, GO:0032502, GO:0009987, GO:0032501",GO:0005488,"GO:0043226, GO:0005737, GO:0044297, GO:0005622, GO:0042995"
Q9DCS9,NDUBA_MOUSE,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']",GO:0009987,nan,"GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:1902494, GO:0098796"
Q04447,KCRB_MOUSE,Creatine kinase B-type,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0032502, GO:0065007, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0042995, GO:0044297"
P07724,ALBU_MOUSE,Albumin,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0051179, GO:0050896",GO:0005488,"GO:0043226, GO:0005622, GO:0030312"
P05064,ALDOA_MOUSE,Fructose-bisphosphate aldolase A,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0008152, GO:0022414, GO:0032501","GO:0003824, GO:0005488","GO:0000785, GO:0043226, GO:0016020, GO:0005622"
P61979,HNRPK_MOUSE,Heterogeneous nuclear ribonucleoprotein K,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0022414",GO:0005488,"GO:0098793, GO:0043226, GO:0005737, GO:0044306, GO:0099080, GO:0005622, GO:0098794, GO:1990904, GO:0030054, GO:0140513, GO:1902494, GO:0042995"
P07901,HS90A_MOUSE,Heat shock protein HSP 90-alpha,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0040007, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0008152, GO:0032501","GO:0003824, GO:0005488, GO:0098772","GO:0043226, GO:0044297, GO:0016020, GO:0044292, GO:0005622, GO:0030312, GO:0030427, GO:0042995"
P10649,GSTM1_MOUSE,Glutathione S-transferase Mu 1 {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987, GO:0050896","GO:0003824, GO:0005488",nan
Q9D6J6,NDUV2_MOUSE,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)",Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0008152, GO:0032502, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0098798, GO:0005622, GO:1902494, GO:0098796"
P08553,NFM_MOUSE,Neurofilament medium polypeptide (NF-M) (160 kDa neurofilament protein) (Neurofilament 3) (Neurofilament triplet M protein),Mus musculus (Mouse),"['Cortex', ' Medulla', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0065007, GO:0009987, GO:0051179",GO:0005488,"GO:0043226, GO:0099080, GO:0005622, GO:0030054, GO:0042995"
P19157,GSTP1_MOUSE,Glutathione S-transferase P 1 {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0008152","GO:0003824, GO:0005488, GO:0016209, GO:0098772","GO:0043226, GO:0016020, GO:0005622"
P17182,ENOA_MOUSE,Alpha-enolase,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0032501","GO:0003824, GO:0005488, GO:0140110","GO:0005737, GO:0016020, GO:0019898, GO:0030427, GO:1902494, GO:0042995"
Q60864,STIP1_MOUSE,Stress-induced-phosphoprotein 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0009987, GO:0050896",GO:0005488,"GO:0043226, GO:0005622"
Q9CWF2,TBB2B_MOUSE,Tubulin beta-2B chain,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0040011","GO:0003824, GO:0005488, GO:0005198","GO:0030054, GO:0043226, GO:0005622, GO:0099080"
Q99KI0,ACON_MOUSE,"Aconitate hydratase, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0032502, GO:0009987, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q9CPU0,LGUL_MOUSE,Lactoylglutathione lyase,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0032502, GO:0009987, GO:0008152","GO:0003824, GO:0005488",GO:0016020
P61982,1433G_MOUSE,14-3-3 protein gamma,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0050896, GO:0051179",GO:0005488,"GO:0043226, GO:0030054"
P80317,TCPZ_MOUSE,T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta-1),Mus musculus (Mouse),"['Cerebellum', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0065007, GO:0022414, GO:0009987, GO:0051179",GO:0005488,"GO:0043226, GO:0099080, GO:0101031"
Q91VM9,IPYR2_MOUSE,"Inorganic pyrophosphatase 2, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0065007, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0005622"
P27773,PDIA3_MOUSE,Protein disulfide-isomerase A3,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0031974, GO:0140534, GO:0098796"
P20029,BIP_MOUSE,Endoplasmic reticulum chaperone BiP {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0048511, GO:0008152, GO:0022414","GO:0003824, GO:0005488","GO:0043226, GO:0031224, GO:0016020, GO:0005622, GO:0031974, GO:0140534, GO:0140513"
Q9D154,ILEUA_MOUSE,Leukocyte elastase inhibitor A (Serine protease inhibitor EIA) (Serpin B1a),Mus musculus (Mouse),"['Cortex', ' Medulla', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0065007, GO:0009987, GO:0050896",GO:0098772,"GO:0043226, GO:0005622, GO:0030312, GO:0099080"
P63268,ACTH_MOUSE,"Actin, gamma-enteric smooth muscle (Alpha-actin-3) (Gamma-2-actin) (Smooth muscle gamma-actin) [Cleaved into: Actin, gamma-enteric smooth muscle, intermediate form]",Mus musculus (Mouse),"['Olfactory Bulb', ' Cortex', ' Medulla', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum']","GO:0065007, GO:0032501",GO:0005488,"GO:0043226, GO:0099080, GO:0005622, GO:0005875, GO:0042995"
Q3UB69,ATPB_MOUSE,"ATP synthase subunit beta, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0008152","GO:0003824, GO:0005215, GO:0005488, GO:0038024","GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:0140534, GO:0098796, GO:0009295"
Q91VD9,NDUS1_MOUSE,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0065007, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0098798, GO:0005622, GO:0031974, GO:1902494, GO:0098796"
