,Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords,Biological Process Label,Molecular Function Label,Cellular Component Label
470,P70704,AT8A1_MOUSE,Phospholipid-transporting ATPase IA {ECO:0000305},Mus musculus (Mouse),"Golgi apparatus ISO, trans-Golgi network IBA, endoplasmic reticulum ISO, integral component of synaptic vesicle membrane ISO, plasma membrane ISO, chromaffin granule membrane IEA, intracellular membrane-bounded organelle ISO","GO:0005783, GO:0030285, GO:0005802, GO:0043231, GO:0042584, GO:0005886, GO:0005794","flippase activity IMP, ATPase activity IMP, ATP binding IEA, magnesium ion binding IEA, transmembrane transporter activity IMP, ATPase-coupled intramembrane lipid transporter activity IBA","GO:0000287, GO:0016887, GO:0140327, GO:0005524, GO:0140326, GO:0022857","positive regulation of phospholipid translocation IDA, lipid transport IMP, phospholipid translocation IBA, transmembrane transport IMP, positive regulation of cell migration IMP, learning IMP","GO:0030335, GO:0045332, GO:0061092, GO:0055085, GO:0007612, GO:0006869"," Transmembrane helix,  Translocase,  Cytoplasmic vesicle, Endoplasmic reticulum, Membrane,  Metal-binding, Alternative splicing,  ATP-binding,  Lipid transport,  Nucleotide-binding, Reference proteome, Transport,  Phosphoprotein,  Golgi apparatus,  Transmembrane,  Cell membrane,  Magnesium","GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0032501","GO:0005215, GO:0003824, GO:0005488","GO:0031984, GO:0005622, GO:0043226, GO:0031224, GO:0016020"
471,Q99PT1,GDIR1_MOUSE,Rho GDP-dissociation inhibitor 1,Mus musculus (Mouse),"synapse ISO, extracellular space ISO, membrane IDA, cytosol ISO, immunological synapse IDA, nucleus IDA","GO:0005634, GO:0005615, GO:0001772, GO:0005829, GO:0045202, GO:0016020","Rho GTPase binding ISO, Hsp90 protein binding ISO, protein kinase binding ISO, fatty acid binding ISO, Rac GTPase binding IBA, Rho GDP-dissociation inhibitor activity IDA, GTPase activator activity IEA","GO:0005504, GO:0017048, GO:0005094, GO:0019901, GO:0048365, GO:0005096, GO:0051879","Rho protein signal transduction IDA, cellular response to redox state IEA, regulation of protein localization IDA, regulation of actin cytoskeleton reorganization ISO, cellular response to mechanical stimulus ISO, regulation of cell shape ISO, regulation of Rho protein signal transduction ISO, semaphorin-plexin signaling pathway IMP, negative regulation of cell migration ISO, cellular response to organic cyclic compound IEA","GO:0035023, GO:2000249, GO:0032880, GO:0071461, GO:0030336, GO:0071526, GO:0071407, GO:0008360, GO:0071260, GO:0007266"," Reference proteome,  Acetylation, GTPase activation,  Direct protein sequencing,  Isopeptide bond,  Phosphoprotein, 3D-structure, Ubl conjugation,  Cytoplasm","GO:0050896, GO:0009987, GO:0065007","GO:0098772, GO:0005488","GO:0005622, GO:0030054, GO:0043226"
472,Q5TLK5,FT,Disintegrin and metalloproteinase domain-containing protein 22,Mus musculus (Mouse),"integral component of postsynaptic density membrane IDA, axon IDA, plasma membrane ISO, integral component of membrane IDA, glutamatergic synapse IDA","GO:0030424, GO:0098978, GO:0005886, GO:0099061, GO:0016021",metalloendopeptidase activity IEA,GO:0004222,"Schwann cell differentiation IMP, neurotransmitter receptor localization to postsynaptic specialization membrane IMP, gliogenesis IGI, adult locomotory behavior IMP, myelination in peripheral nervous system IMP","GO:0022011, GO:0014037, GO:0042063, GO:0008344, GO:0099645"," Transmembrane helix,  Receptor,  Reference proteome, Alternative splicing,  EGF-like domain, Glycoprotein,  Phosphoprotein,  Cell projection,  Membrane,  Cell membrane,  Transmembrane, Signal, Cleavage on pair of basic residues,  Disulfide bond","GO:0051179, GO:0009987, GO:0007610, GO:0065007, GO:0032501, GO:0032502",GO:0003824,"GO:0042995, GO:0030054, GO:0031224, GO:0016020"
473,Q80WL8,MADD_MOUSE,MAP kinase-activating death domain protein,Mus musculus (Mouse),"synapse ISO, axon cytoplasm IEA, nucleus ISO, synaptic vesicle ISO, cytosol ISO, integral component of membrane ISS, plasma membrane ISO","GO:1904115, GO:0005634, GO:0008021, GO:0005886, GO:0005829, GO:0016021, GO:0045202",Rab guanyl-nucleotide exchange factor activity IMP,GO:0017112,"regulation of apoptotic process ISO, regulation of extrinsic apoptotic signaling pathway ISO, regulation of extrinsic apoptotic signaling pathway via death domain receptors ISO, negative regulation of growth hormone secretion ISO, regulation of Rab protein signal transduction ISO, anterograde synaptic vesicle transport IDA, negative regulation of apoptotic signaling pathway IMP, negative regulation of pancreatic amylase secretion ISO, execution phase of apoptosis IMP, regulation of cell cycle IMP, activation of MAPK activity IMP","GO:2001234, GO:0042981, GO:0048490, GO:2001236, GO:0097194, GO:1902277, GO:0032483, GO:0000187, GO:1902041, GO:0060125, GO:0051726","Reference proteome, Alternative splicing,  Phosphoprotein,  Membrane, Guanine-nucleotide releasing factor,  Cytoplasm,  Apoptosis","GO:0051179, GO:0009987, GO:0065007",GO:0098772,"GO:0005737, GO:0005622, GO:0043226, GO:0031224, GO:0030054, GO:0016020"
474,Q8BZ98,DYN3_MOUSE,Dynamin-3,Mus musculus (Mouse),"cytoplasm ISO, Golgi apparatus ISO, postsynaptic density ISO, perinuclear region of cytoplasm ISO, presynapse IEA, membrane IBA, microtubule IEA, synapse ISO, photoreceptor inner segment IDA, cytoplasmic vesicle IBA, postsynaptic membrane IBA, dendritic spine head ISO, microtubule cytoskeleton IBA, synaptic cleft ISO, postsynaptic endocytic zone membrane ISO, dendritic spine ISO, mitochondrion HDA, plasma membrane IBA, glutamatergic synapse ISO, basal tubulobulbar complex ISO, apical tubulobulbar complex ISO, mitochondrial membrane IBA, axon ISO","GO:0014069, GO:0001917, GO:0031410, GO:0044327, GO:0045202, GO:0043197, GO:0005737, GO:0043083, GO:0031966, GO:0061828, GO:0030424, GO:0015630, GO:0005794, GO:0016020, GO:0098793, GO:0061829, GO:0005874, GO:0005739, GO:0098978, GO:0098844, GO:0045211, GO:0005886, GO:0048471","microtubule binding IBA, nitric-oxide synthase binding ISO, GTP binding IEA, structural constituent of postsynapse ISO, type 1 metabotropic glutamate receptor binding ISO, GTPase activity ISO, type 5 metabotropic glutamate receptor binding ISO, identical protein binding ISO","GO:0031802, GO:0042802, GO:0099186, GO:0005525, GO:0031798, GO:0003924, GO:0050998, GO:0008017","membrane fusion IBA, synapse assembly ISO, regulation of dendritic spine morphogenesis ISO, endocytosis ISO, negative regulation of dendritic spine morphogenesis ISO, dynamin family protein polymerization involved in mitochondrial fission IBA, filopodium assembly ISO, positive regulation of synaptic vesicle recycling ISO, synaptic vesicle endocytosis IDA, mitochondrial fission IBA, organelle fission IBA, synaptic vesicle budding from presynaptic endocytic zone membrane IGI, positive regulation of filopodium assembly ISO, regulation of synapse structure or activity IBA, postsynaptic neurotransmitter receptor internalization ISO, receptor internalization IBA","GO:0031623, GO:0048285, GO:0000266, GO:0061002, GO:0016185, GO:0007416, GO:0048488, GO:0061025, GO:0098884, GO:0061001, GO:0003374, GO:0006897, GO:1903423, GO:0046847, GO:0051491, GO:0050803","Acetylation,  Cytoskeleton,  Alternative splicing,  Nucleotide-binding,  Reference proteome,  Microtubule,  Motor protein, Phosphoprotein,  Endocytosis, GTP-binding,  Hydrolase,  Cytoplasm","GO:0009987, GO:0051179, GO:0008152, GO:0065007","GO:0003824, GO:0005488, GO:0005198","GO:0099080, GO:0098794, GO:0042995, GO:0043226, GO:0005622, GO:0036284, GO:0030054, GO:0005576, GO:0016020"
475,S6CCV8,SHAN3_MOUSE,SH3 and multiple ankyrin repeat domains protein 3,Mus musculus (Mouse),"synapse ISO, dendritic spine IBA, neuron spine IDA, extrinsic component of cytoplasmic side of plasma membrane IDA, dendrite IBA, postsynaptic density, intracellular component ISO, glutamatergic synapse IDA, neuron projection IDA, cytoplasm IEA, postsynaptic density ISS, excitatory synapse IC, ciliary membrane ISS","GO:0005737, GO:0043197, GO:0043005, GO:0031234, GO:0014069, GO:0099092, GO:0060076, GO:0030425, GO:0098978, GO:0045202, GO:0044309, GO:0060170","protein self-association ISS, ionotropic glutamate receptor binding IPI, structural constituent of postsynaptic density IDA, scaffold protein binding IPI, protein C-terminus binding IPI, zinc ion binding ISS, SH3 domain binding ISS, protein-containing complex binding ISO, synaptic receptor adaptor activity ISS, identical protein binding ISO, actin binding IEA, signaling receptor complex adaptor activity IBA","GO:0017124, GO:0097110, GO:0098919, GO:0003779, GO:0044877, GO:0042802, GO:0008022, GO:0030160, GO:0043621, GO:0008270, GO:0030159, GO:0035255","exploration behavior IMP, regulation of synapse organization ISO, postsynaptic density assembly IMP, regulation of behavioral fear response IMP, regulation of long-term synaptic potentiation IMP, positive regulation of glutamate receptor signaling pathway IMP, long-term synaptic potentiation IMP, synaptic growth at neuromuscular junction IBA, vocalization behavior IMP, striatal medium spiny neuron differentiation IMP, learning or memory IMP, learning IMP, negative regulation of actin filament bundle assembly IDA, positive regulation of synapse structural plasticity IMP, social behavior IMP, positive regulation of synaptic transmission, glutamatergic IMP, guanylate kinase-associated protein clustering IMP, positive regulation of excitatory postsynaptic potential IMP, neuromuscular process controlling balance IMP, positive regulation of long-term synaptic potentiation IMP, embryonic epithelial tube formation IGI, regulation of AMPA glutamate receptor clustering IMP, adult behavior ISO, MAPK cascade IGI, positive regulation of AMPA receptor activity IMP, positive regulation of dendritic spine development IMP, locomotion IMP, regulation of synaptic plasticity IMP, locomotory exploration behavior IMP, AMPA glutamate receptor clustering IMP, memory IMP, long-term synaptic depression IMP, regulation of AMPA receptor activity IBA, negative regulation of cell volume IMP, regulation of grooming behavior IMP, NMDA glutamate receptor clustering IMP, synapse assembly IMP, regulation of dendritic spine morphogenesis IMP, dendritic spine morphogenesis IMP, locomotory behavior IMP, positive regulation of long-term neuronal synaptic plasticity IMP, brain morphogenesis IMP, regulation of long-term synaptic depression IMP, vocal learning ISO","GO:0035641, GO:0035176, GO:0000165, GO:2000821, GO:2000463, GO:0032232, GO:0050885, GO:0097117, GO:0007626, GO:2000822, GO:1900271, GO:0097107, GO:0071625, GO:0060291, GO:0051124, GO:0001838, GO:0040011, GO:0045794, GO:0007416, GO:0048854, GO:1904717, GO:0051835, GO:0061001, GO:1900273, GO:0060997, GO:0030534, GO:2000969, GO:0060999, GO:0050807, GO:0097113, GO:1900451, GO:0048167, GO:0035640, GO:0051968, GO:1900452, GO:0060292, GO:0042297, GO:0048170, GO:2000311, GO:0097114, GO:0021773, GO:0007613, GO:0007612, GO:0007611"," SH3 domain,  Alternative promoter usage,  Reference proteome,  Actin-binding, Alternative splicing, Repeat,  Cell junction,  ANK repeat, 3D-structure, Coiled coil,  Phosphoprotein,  Synapse,  Cytoplasm,  Methylation,  Cell projection","GO:0051179, GO:0009987, GO:0065007, GO:0007610, GO:0032501, GO:0040007, GO:0051703, GO:0032502","GO:0060090, GO:0005488, GO:0005198","GO:0098794, GO:0042995, GO:0043226, GO:0019898, GO:0030054, GO:0016020"
476,Q6PDS7,H4_MOUSE,Histone H4,Mus musculus (Mouse),"nuclear chromosome ISO, protein-containing complex ISO, nucleosome ISS, nucleoplasm TAS, nuclear nucleosome ISO, nucleus IDA","GO:0005634, GO:0005654, GO:0032991, GO:0000228, GO:0000788, GO:0000786","protein heterodimerization activity IEA, DNA binding ISS, protein domain specific binding ISO","GO:0003677, GO:0046982, GO:0019904","DNA-templated transcription, initiation IEA, nucleosome assembly ISS, DNA replication-dependent nucleosome assembly ISO, negative regulation of megakaryocyte differentiation ISO, DNA replication-independent nucleosome assembly ISO","GO:0006334, GO:0045653, GO:0006352, GO:0006335, GO:0006336"," Nucleus,  Reference proteome,  Acetylation,  Ubl conjugation,  Chromosome,  Citrullination, Phosphoprotein,  Isopeptide bond, 3D-structure,  DNA-binding,  Nucleosome core, Hydroxylation,  Methylation","GO:0008152, GO:0009987, GO:0065007",GO:0005488,"GO:0005622, GO:0032993, GO:0044815, GO:0043226"
477,Q99JY9,ARP3_MOUSE,Actin-related protein 3,Mus musculus (Mouse),"cytoplasm ISS, perinuclear region of cytoplasm ISO, Arp2/3 protein complex ISS, concave side of sperm head ISO, postsynapse ISO, hemidesmosome ISO, brush border IDA, leading edge of lamellipodium ISO, basal ectoplasmic specialization ISO, site of double-strand break ISS, ruffle ISO, nucleus ISS, apical ectoplasmic specialization ISO, cell-cell junction IDA, Golgi membrane ISO, lamellipodium IDA, glutamatergic synapse ISO, excitatory synapse ISO, apical tubulobulbar complex ISO, podosome ISO, cell leading edge ISO, podosome core ISO","GO:0061830, GO:0002102, GO:0000139, GO:0005634, GO:0035861, GO:0030056, GO:0098794, GO:0030027, GO:0005911, GO:0005903, GO:0005885, GO:0061851, GO:0005737, GO:0060076, GO:0061825, GO:0061828, GO:0061832, GO:0031252, GO:0061831, GO:0098978, GO:0001726, GO:0048471","actin binding ISO, ATP binding IEA, structural constituent of cytoskeleton ISO, actin filament binding IEA, ATPase binding ISO","GO:0051015, GO:0003779, GO:0005524, GO:0005200, GO:0051117","positive regulation of protein targeting to membrane ISO, negative regulation of axon extension ISO, cellular response to transforming growth factor beta stimulus ISO, positive regulation of neuron differentiation ISO, positive regulation of protein binding ISO, meiotic cell cycle IGI, positive regulation of astrocyte differentiation ISO, meiotic cytokinesis IGI, Arp2/3 complex-mediated actin nucleation ISS, asymmetric cell division IGI, positive regulation of fibroblast migration ISO, postsynaptic actin cytoskeleton organization ISO, positive regulation of transcription by RNA polymerase II ISS, positive regulation of dendrite morphogenesis ISO, cilium assembly ISS, positive regulation of protein localization to plasma membrane ISO, cellular response to interferon-gamma IGI, positive regulation of actin filament polymerization ISO, establishment or maintenance of cell polarity IGI, meiotic chromosome movement towards spindle pole IGI, regulation of myosin II filament organization ISO, negative regulation of bleb assembly ISO, positive regulation of actin cytoskeleton reorganization ISO, astrocyte differentiation ISO, spindle localization IGI, positive regulation of filopodium assembly ISO, cellular response to tumor necrosis factor ISO, positive regulation of dendritic spine morphogenesis ISO, positive regulation of lamellipodium assembly ISS, positive regulation of synapse assembly ISO","GO:0071560, GO:0010592, GO:2000251, GO:0033206, GO:0061003, GO:0043519, GO:0030517, GO:0045944, GO:0051321, GO:0007163, GO:0050775, GO:0016344, GO:0051653, GO:0045666, GO:0051491, GO:0051965, GO:0034314, GO:0098974, GO:0010763, GO:0071356, GO:0008356, GO:1904171, GO:0071346, GO:0032092, GO:1903078, GO:0090314, GO:0060271, GO:0030838, GO:0048711, GO:0048708"," Nucleus, Acetylation,  Actin-binding,  Cytoskeleton,  Nucleotide-binding,  Reference proteome,  ATP-binding, Cilium biogenesis/degradation, Direct protein sequencing,  Cytoplasm,  Cell projection","GO:0022414, GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032502","GO:0005488, GO:0005198","GO:0042995, GO:0005622, GO:0043226, GO:0098862, GO:0031252, GO:0090734, GO:0030054, GO:0036284, GO:0016020"
478,E9Q401,RYR2_MOUSE,Ryanodine receptor 2,Mus musculus (Mouse),"cytoplasm ISO, neuron projection ISO, A band ISO, extrinsic component of cytoplasmic side of plasma membrane ISO, membrane IDA, sarcolemma ISO, sarcomere IDA, sarcoplasmic reticulum membrane IDA, cytoplasmic vesicle membrane IBA, integral component of membrane IC, Z disc IDA, endoplasmic reticulum ISO, protein-containing complex ISO, nuclear envelope ISO, sarcoplasmic reticulum IDA, plasma membrane ISO, smooth endoplasmic reticulum IDA, calcium channel complex IDA","GO:0005737, GO:0030659, GO:0043005, GO:0031234, GO:0005783, GO:0033017, GO:0042383, GO:0030018, GO:0032991, GO:0005635, GO:0005790, GO:0030017, GO:0016529, GO:0005886, GO:0031672, GO:0016021, GO:0034704, GO:0016020","calcium-induced calcium release activity ISO, protein kinase A catalytic subunit binding ISO, calcium ion binding IBA, protein kinase A regulatory subunit binding ISO, protein self-association IMP, scaffold protein binding ISO, identical protein binding IPI, suramin binding ISO, ryanodine-sensitive calcium-release channel activity IDA, calmodulin binding IDA, enzyme binding IPI, calcium-release channel activity IDA, calcium channel activity IDA, protein kinase binding IPI, organic cyclic compound binding IPI","GO:0043621, GO:0097110, GO:0034236, GO:0048763, GO:0015278, GO:0005262, GO:0097159, GO:0034237, GO:0042802, GO:0043924, GO:0019901, GO:0005219, GO:0005509, GO:0005516, GO:0019899","left ventricular cardiac muscle tissue morphogenesis IMP, calcium ion transport IDA, ion transmembrane transport ISO, positive regulation of the force of heart contraction ISO, cardiac muscle contraction ISO, response to muscle stretch ISO, sarcoplasmic reticulum calcium ion transport ISO, cellular calcium ion homeostasis IMP, cellular response to epinephrine stimulus IMP, cytosolic calcium ion transport IMP, cardiac muscle hypertrophy IMP, calcium-mediated signaling using intracellular calcium source ISO, regulation of AV node cell action potential ISO, calcium ion transport into cytosol ISO, ventricular cardiac muscle cell action potential IMP, response to hypoxia IDA, negative regulation of cytosolic calcium ion concentration ISO, regulation of SA node cell action potential ISO, response to redox state ISO, release of sequestered calcium ion into cytosol ISO, regulation of ventricular cardiac muscle cell action potential ISO, establishment of protein localization to endoplasmic reticulum ISO, response to muscle activity ISO, type B pancreatic cell apoptotic process IMP, regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion IGI, regulation of cardiac muscle contraction by calcium ion signaling ISO, regulation of atrial cardiac muscle cell action potential ISO, response to magnesium ion ISO, calcium ion transmembrane transport IMP, manganese ion transmembrane transport ISO, embryonic heart tube morphogenesis IMP, regulation of cardiac muscle contraction ISO, cellular response to caffeine IDA, release of sequestered calcium ion into cytosol by sarcoplasmic reticulum IDA, response to caffeine IDA, positive regulation of ATPase-coupled calcium transmembrane transporter activity ISO, positive regulation of heart rate IMP, Purkinje myocyte to ventricular cardiac muscle cell signaling IMP, detection of calcium ion ISO, regulation of cytosolic calcium ion concentration ISO, regulation of heart rate IMP, response to calcium ion ISO, positive regulation of sequestering of calcium ion ISO, calcium-mediated signaling IMP","GO:0005513, GO:0003300, GO:0051775, GO:0086029, GO:0051592, GO:0001666, GO:0098910, GO:0060048, GO:0002027, GO:0072599, GO:0055117, GO:0010882, GO:0070588, GO:0051209, GO:0006874, GO:0070296, GO:1901896, GO:0014808, GO:0035584, GO:0003220, GO:0034220, GO:0051481, GO:0032026, GO:0071421, GO:0098735, GO:0097050, GO:0010881, GO:0086005, GO:0098911, GO:0019722, GO:0060402, GO:0071872, GO:0035994, GO:0060401, GO:0051480, GO:0098907, GO:0010460, GO:0071313, GO:0051284, GO:0003143, GO:0098904, GO:0014850, GO:0006816, GO:0031000","Calmodulin-binding,  Transmembrane helix,  Reference proteome, Ligand-gated ion channel, Transport,  Developmental protein, Repeat,  Sarcoplasmic reticulum,  Ion channel,  Calcium channel, 3D-structure,  Ion transport,  Phosphoprotein,  Membrane,  Calcium,  Transmembrane,  Calcium transport","GO:0051179, GO:0009987, GO:0065007, GO:0050896, GO:0032501, GO:0023052, GO:0032502","GO:0005215, GO:0005488","GO:0031975, GO:0042995, GO:0005622, GO:0043226, GO:0031224, GO:0019898, GO:0098796, GO:1990351, GO:0016020"
479,Q9ESJ4,SPN90_MOUSE,NCK-interacting protein with SH3 domain,Mus musculus (Mouse),COP9 signalosome IEA,GO:0008180,SH3 domain binding IEA,GO:0017124,positive regulation of neuron projection development IMP,GO:0010976," SH3 domain,  Reference proteome, Nucleus,  Phosphoprotein,  SH3-binding",GO:0065007,GO:0005488,GO:0140513
480,P48722,HS74L_MOUSE,Heat shock 70 kDa protein 4L,Mus musculus (Mouse),"cytoplasm ISS, nucleus ISS, cytosol ISO","GO:0005737, GO:0005829, GO:0005634",ATP binding ISS,GO:0005524,"response to unfolded protein ISS, protein folding ISS","GO:0006986, GO:0006457"," Stress response,  Nucleus,  Nucleotide-binding, Alternative splicing,  ATP-binding, Reference proteome,  Chaperone,  Phosphoprotein, Direct protein sequencing,  Cytoplasm","GO:0050896, GO:0009987",GO:0005488,"GO:0005622, GO:0043226"
481,Q9Z1G3,VATC1_MOUSE,V-type proton ATPase subunit C 1,Mus musculus (Mouse),"apical part of cell ISO, cytoplasm ISO, plasma membrane IDA, cytoplasmic vesicle ISO, vacuolar proton-transporting V-type ATPase, V1 domain IBA","GO:0005737, GO:0031410, GO:0000221, GO:0045177, GO:0005886","proton-exporting ATPase activity, phosphorylative mechanism IBA, proton-transporting ATPase activity, rotational mechanism IDA","GO:0008553, GO:0046961",,,"Acetylation,  Reference proteome,  Transport,  Direct protein sequencing,  Hydrogen ion transport, Ion transport",,GO:0005215,"GO:0043226, GO:0098796, GO:0016020"
482,Q9QVP9,FAK2_MOUSE,Protein-tyrosine kinase 2-beta,Mus musculus (Mouse),"NMDA selective glutamate receptor complex ISS, perinuclear region of cytoplasm IDA, cytoskeleton IEA, dendritic spine ISO, growth cone ISS, postsynapse ISO, lamellipodium ISS, membrane raft ISO, dendrite ISS, glutamatergic synapse ISO, nucleus IDA, postsynaptic density ISS, cell cortex ISO, neuronal cell body ISS, extrinsic component of cytoplasmic side of plasma membrane IBA, cell projection ISO, axon ISO, apical dendrite ISS, cell body ISS, focal adhesion ISO","GO:0043197, GO:0044297, GO:0005938, GO:0031234, GO:0043025, GO:0014069, GO:0098794, GO:0097440, GO:0042995, GO:0045121, GO:0005634, GO:0030426, GO:0005856, GO:0030425, GO:0030424, GO:0098978, GO:0030027, GO:0005925, GO:0017146, GO:0048471","calmodulin-dependent protein kinase activity ISS, ATP binding IEA, NMDA glutamate receptor activity IEA, ubiquitin protein ligase binding ISO, 3-phosphoinositide-dependent protein kinase binding ISO, non-membrane spanning protein tyrosine kinase activity IDA, enzyme binding ISO, protein C-terminus binding ISO, signaling receptor binding IBA, protein-containing complex binding ISO, protein kinase activity IDA","GO:0043423, GO:0004683, GO:0005102, GO:0019899, GO:0044877, GO:0005524, GO:0008022, GO:0004672, GO:0031625, GO:0004715, GO:0004972","negative regulation of neuron apoptotic process ISS, response to drug IEA, integrin-mediated signaling pathway ISS, glial cell proliferation IEA, cellular defense response ISS, negative regulation of apoptotic process IMP, chemokine-mediated signaling pathway IMP, adaptive immune response IEA, regulation of nitric oxide biosynthetic process IMP, endothelin receptor signaling pathway ISS, regulation of actin cytoskeleton reorganization IMP, cell surface receptor signaling pathway ISS, MAPK cascade ISO, response to immobilization stress IEA, regulation of inositol trisphosphate biosynthetic process IMP, signal complex assembly IEA, regulation of cell population proliferation IBA, marginal zone B cell differentiation IMP, positive regulation of phosphatidylinositol 3-kinase activity IMP, epidermal growth factor receptor signaling pathway ISO, response to osmotic stress IEA, positive regulation of endothelial cell migration IMP, positive regulation of B cell chemotaxis IMP, positive regulation of JNK cascade ISS, stress fiber assembly ISO, peptidyl-tyrosine phosphorylation IDA, long-term synaptic potentiation ISS, response to hypoxia IEA, actin filament organization ISO, negative regulation of bone mineralization IMP, response to calcium ion IEA, negative regulation of potassium ion transport ISO, positive regulation of nitric oxide biosynthetic process ISO, response to mechanical stimulus IEA, cell adhesion ISO, regulation of ubiquitin-dependent protein catabolic process ISO, regulation of release of sequestered calcium ion into cytosol IMP, cell differentiation IBA, response to hydrogen peroxide ISO, regulation of macrophage chemotaxis IMP, positive regulation of cell migration ISO, negative regulation of ossification ISO, positive regulation of peptidyl-tyrosine phosphorylation ISO, positive regulation of cell-matrix adhesion ISS, regulation of cGMP-mediated signaling IMP, activation of Janus kinase activity ISO, positive regulation of cellular protein metabolic process ISO, sprouting angiogenesis IMP, cellular response to retinoic acid ISO, regulation of calcium-mediated signaling IMP, innate immune response IBA, regulation of establishment of cell polarity IMP, positive regulation of ubiquitin-dependent protein catabolic process IMP, response to lithium ion IEA, positive regulation of excitatory postsynaptic potential ISS, positive regulation of protein kinase activity IMP, positive regulation of translation ISO, response to ethanol IEA, response to cAMP IEA, regulation of NMDA receptor activity ISS, positive regulation of neuron projection development ISO, response to hormone IEA, negative regulation of cell population proliferation ISS, peptidyl-tyrosine autophosphorylation ISS, positive regulation of actin filament polymerization ISS, positive regulation of DNA biosynthetic process ISO, positive regulation of cytosolic calcium ion concentration ISO, angiogenesis ISO, tumor necrosis factor-mediated signaling pathway ISO, oocyte maturation ISO, vascular endothelial growth factor receptor signaling pathway IMP, positive regulation of ERK1 and ERK2 cascade ISS, negative regulation of myeloid cell differentiation ISO, positive regulation of JUN kinase activity ISO, response to cocaine IEA, ionotropic glutamate receptor signaling pathway ISS, neuron projection development ISO, cellular response to fluid shear stress IMP, activation of GTPase activity ISO, long-term synaptic depression ISO, bone resorption IMP, regulation of cell shape IMP, positive regulation of cell growth ISO, blood vessel endothelial cell migration ISO, transmembrane receptor protein tyrosine kinase signaling pathway IBA, positive regulation of cell population proliferation IMP, positive regulation of reactive oxygen species metabolic process ISO, response to glucose IEA, protein phosphorylation IDA, focal adhesion assembly ISO, positive regulation of nitric-oxide synthase activity IMP, positive regulation of synaptic transmission, glutamatergic ISS, regulation of cell adhesion ISS, negative regulation of muscle cell apoptotic process ISO, positive regulation of angiogenesis IMP","GO:0043552, GO:0010656, GO:0009612, GO:0035235, GO:0051592, GO:0001666, GO:0038083, GO:0035902, GO:0045429, GO:0006468, GO:2000310, GO:0009725, GO:0006968, GO:0002315, GO:0032960, GO:0051279, GO:2000573, GO:0007229, GO:0031175, GO:0030838, GO:0001556, GO:0042493, GO:0030155, GO:0042542, GO:0010752, GO:0006970, GO:2000538, GO:0045638, GO:2000114, GO:0014009, GO:0051591, GO:0007204, GO:2000060, GO:0050848, GO:0045471, GO:0043267, GO:0051000, GO:0042976, GO:0045766, GO:0007166, GO:0030307, GO:0090630, GO:0043149, GO:0009749, GO:0042220, GO:0030279, GO:0007173, GO:0045453, GO:0002250, GO:0070098, GO:0000165, GO:2000463, GO:0045087, GO:0032270, GO:0010595, GO:0043507, GO:2000379, GO:0030154, GO:0048041, GO:0007169, GO:0071300, GO:0007015, GO:0007172, GO:0048010, GO:0046330, GO:0043066, GO:0018108, GO:2000058, GO:0045428, GO:0045727, GO:0070374, GO:0002040, GO:0043534, GO:0060291, GO:0001954, GO:0043524, GO:0010226, GO:0010976, GO:0045860, GO:0033209, GO:0001525, GO:0071498, GO:0010758, GO:0008285, GO:0051968, GO:0008360, GO:0060292, GO:0030502, GO:0007155, GO:0030335, GO:2000249, GO:0008284, GO:0042127, GO:0050731, GO:0086100"," Nucleus,  Angiogenesis,  Reference proteome,  Kinase, Adaptive immunity, Membrane,  Nucleotide-binding,  ATP-binding,  Tyrosine-protein kinase, Cell projection,  Cell junction,  Direct protein sequencing, Transferase,  Phosphoprotein,  Cell membrane,  Immunity,  Cytoplasm","GO:0022610, GO:0002376, GO:0022414, GO:0009987, GO:0065007, GO:0050896, GO:0040011, GO:0032502, GO:0044419, GO:0008152","GO:0005215, GO:0003824, GO:0005488, GO:0060089","GO:0005737, GO:0044297, GO:0043235, GO:0030427, GO:0098794, GO:0042995, GO:0043226, GO:0005622, GO:0019898, GO:0098796, GO:1990351, GO:0030054, GO:0016020"
483,O35136,FT,Neural cell adhesion molecule 2,Mus musculus (Mouse),"anchored component of membrane IEA, axon IDA, integral component of membrane IEA, nuclear body ISO, plasma membrane ISO, neuron projection IBA","GO:0043005, GO:0031225, GO:0016604, GO:0030424, GO:0005886, GO:0016021",identical protein binding ISO,GO:0042802,"cell adhesion IEA, sensory perception of smell IEA, axonal fasciculation IEA","GO:0007608, GO:0007413, GO:0007155"," Signal,  Reference proteome,  Repeat, Transmembrane helix,  Lipoprotein, Alternative splicing, Glycoprotein, Phosphoprotein,  Cell adhesion,  Immunoglobulin domain,  Membrane,  Cell membrane,  Transmembrane,  GPI-anchor,  Disulfide bond","GO:0022610, GO:0032501, GO:0009987",GO:0005488,"GO:0042995, GO:0031224, GO:0016020"
