,Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords,Biological Process Label,Molecular Function Label,Cellular Component Label
338,P48758,CBR1_MOUSE,Carbonyl reductase [NADPH] 1 {ECO:0000305},Mus musculus (Mouse),"nucleus ISO, microvillus ISO, intracellular membrane-bounded organelle ISO, cytoplasm IEA, plasma membrane ISO","GO:0005737, GO:0043231, GO:0005902, GO:0005634, GO:0005886","15-hydroxyprostaglandin dehydrogenase (NADP+) activity ISS, oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor ISO, carbonyl reductase (NADPH) activity ISS, 15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity IEA, prostaglandin-E2 9-reductase activity ISS","GO:0004090, GO:0047021, GO:0050221, GO:0016655, GO:0047020","oxidation-reduction process ISO, drug metabolic process ISS, vitamin K metabolic process ISS","GO:0042373, GO:0017144, GO:0055114","Acetylation, Phosphoprotein,  NADP,  Oxidoreductase,  Cytoplasm,  Reference proteome,  Direct protein sequencing","GO:0008152, GO:0009987",GO:0003824,"GO:0043226, GO:0016020, GO:0005622, GO:0042995"
339,P48453,PP2BB_MOUSE,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform,Mus musculus (Mouse),"cytosol TAS, T-tubule IDA, Z disc IDA, cytoplasm ISO, calcineurin complex ISS, protein-containing complex ISO, plasma membrane IDA, synapse ISO, glutamatergic synapse IDA","GO:0005737, GO:0005955, GO:0005829, GO:0030018, GO:0032991, GO:0030315, GO:0098978, GO:0045202, GO:0005886","protein phosphatase 2B binding ISS, calmodulin-dependent protein phosphatase activity IMP, calcium ion binding ISS, drug binding ISO, calcium-dependent protein serine/threonine phosphatase activity ISO, protein serine/threonine phosphatase activity IDA, protein-containing complex binding ISO, protein dimerization activity ISO, enzyme binding ISS, calmodulin binding ISS","GO:0033192, GO:0004723, GO:0019899, GO:0005509, GO:0046983, GO:0005516, GO:0008144, GO:0030346, GO:0044877, GO:0004722","positive regulation of insulin secretion involved in cellular response to glucose stimulus IMP, regulation of gene expression IMP, regulation of synaptic vesicle endocytosis IDA, negative regulation of T cell mediated cytotoxicity IMP, regulation of insulin secretion ISS, positive regulation of transcription by RNA polymerase II ISO, T cell homeostasis IMP, heart development IMP, calcium-ion regulated exocytosis IDA, protein phosphorylation IMP, response to cytokine IMP, T cell differentiation IMP, lymphangiogenesis IGI, cellular response to drug ISO, protein dephosphorylation IMP, locomotion involved in locomotory behavior IMP, calcineurin-mediated signaling ISS, calcineurin-NFAT signaling cascade ISO","GO:0006468, GO:0043029, GO:0035774, GO:0010468, GO:0007507, GO:0001915, GO:0033173, GO:0006470, GO:1900242, GO:0034097, GO:0030217, GO:0001946, GO:0050796, GO:0097720, GO:0017156, GO:0031987, GO:0035690, GO:0045944","Reference proteome, Acetylation,  Metal-binding,  Phosphoprotein,  Protein phosphatase,  Iron,  Calmodulin-binding,  Cytoplasm,  Alternative splicing,  Zinc, Hydrolase","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0002376, GO:0008152","GO:0003824, GO:0005488","GO:0016020, GO:1902494, GO:0140535, GO:0030054"
340,Q99KB8,GLO2_MOUSE,"Hydroxyacylglutathione hydrolase, mitochondrial",Mus musculus (Mouse),"mitochondrion HDA, mitochondrial matrix ISO, cytoplasm ISO","GO:0005739, GO:0005737, GO:0005759","hydroxyacylglutathione hydrolase activity IDA, metal ion binding IEA","GO:0004416, GO:0046872","glutathione metabolic process ISO, glutathione biosynthetic process ISO, methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione IC, carbohydrate metabolic process ISO","GO:0019243, GO:0006750, GO:0006749, GO:0005975","Acetylation,  Metal-binding,  Reference proteome,  Cytoplasm,  Alternative splicing, Transit peptide,  Zinc,  Alternative initiation, Hydrolase,  Mitochondrion","GO:0008152, GO:0009987","GO:0003824, GO:0005488","GO:0031974, GO:0043226, GO:0005622"
341,P18872,FT,Guanine nucleotide-binding protein G(o) subunit alpha,Mus musculus (Mouse),"cell body IDA, plasma membrane TAS, dendrite IDA, neuron projection ISO, heterotrimeric G-protein complex IBA, myelin sheath HDA, protein-containing complex ISO, membrane ISO","GO:0005834, GO:0043005, GO:0044297, GO:0016020, GO:0032991, GO:0043209, GO:0030425, GO:0005886","metal ion binding IEA, G protein-coupled receptor binding IBA, protein-containing complex binding ISO, corticotropin-releasing hormone receptor 1 binding ISO, signaling receptor binding ISO, GTPase activity IDA, GTP binding IMP, G protein-coupled serotonin receptor binding ISO, mu-type opioid receptor binding ISO, G-protein beta/gamma-subunit complex binding IBA, GTPase activating protein binding ISO","GO:0005525, GO:0003924, GO:0046872, GO:0031852, GO:0001664, GO:0051430, GO:0005102, GO:0032794, GO:0044877, GO:0031821, GO:0031683","forebrain development IEA, response to hydrogen peroxide IEA, locomotory behavior IMP, odontogenesis of dentin-containing tooth IEA, cellular process IMP, neuron projection development IEA, positive regulation of GTPase activity ISO, dopamine receptor signaling pathway IMP, response to drug IEA, response to morphine IEA, negative regulation of calcium ion transport ISO, regulation of heart contraction IMP, response to cytokine IEA, adenylate cyclase-modulating G protein-coupled receptor signaling pathway IBA, aging ISO, response to organonitrogen compound ISO, G protein-coupled receptor signaling pathway IMP","GO:0042475, GO:0051926, GO:0043547, GO:0042542, GO:0030900, GO:0009987, GO:0034097, GO:0043278, GO:0007568, GO:0007188, GO:0042493, GO:0007186, GO:0007626, GO:0010243, GO:0008016, GO:0031175, GO:0007212"," GTP-binding,  Lipoprotein,  Magnesium,  Nucleotide-binding, Reference proteome,  Transducer, Direct protein sequencing, 3D-structure, Metal-binding,  Palmitate,  Cell membrane,  Alternative splicing,  Membrane,  Myristate","GO:0065007, GO:0007610, GO:0050896, GO:0032502, GO:0009987","GO:0003824, GO:0005488","GO:0016020, GO:1902494, GO:0042995, GO:0098796"
342,P27659,RL3_MOUSE,60S ribosomal protein L3,Mus musculus (Mouse),"nucleolus ISS, cytosol ISO, ribosome ISO, cytosolic large ribosomal subunit ISO, protein-containing complex ISO, synapse ISO","GO:0005829, GO:0005730, GO:0005840, GO:0032991, GO:0022625, GO:0045202","RNA binding IBA, structural constituent of ribosome IBA, 5S rRNA binding ISO","GO:0008097, GO:0003723, GO:0003735","cellular response to interleukin-4 IDA, translation IEA, ribosomal large subunit assembly IBA","GO:0000027, GO:0071353, GO:0006412"," Isopeptide bond, Reference proteome, Acetylation,  Ubl conjugation,  Phosphoprotein,  Ribonucleoprotein,  Cytoplasm,  Ribosomal protein,  Nucleus","GO:0008152, GO:0009987, GO:0050896","GO:0005488, GO:0005198","GO:0043226, GO:0005622, GO:1990904, GO:0030054"
343,Q9Z1Q9,SYVC_MOUSE,Valine--tRNA ligase,Mus musculus (Mouse),"mitochondrion HDA, cytosol ISO","GO:0005829, GO:0005739","valine-tRNA ligase activity ISO, aminoacyl-tRNA editing activity IEA, ATP binding IEA","GO:0002161, GO:0004832, GO:0005524","valyl-tRNA aminoacylation IBA, tRNA aminoacylation for protein translation IBA","GO:0006438, GO:0006418"," Aminoacyl-tRNA synthetase, Reference proteome,  Ligase, Acetylation,  Phosphoprotein,  ATP-binding, Nucleotide-binding,  Protein biosynthesis","GO:0008152, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0005622"
344,P14824,ANXA6_MOUSE,Annexin A6,Mus musculus (Mouse),"nucleus ISO, focal adhesion IBA, intercalated disc ISO, cytosol TAS, perinuclear region of cytoplasm IDA, lysosomal membrane ISO, sarcolemma ISO, membrane ISO, cytoplasm ISO, late endosome membrane ISO, protein-containing complex ISO, mitochondrion IEA, collagen-containing extracellular matrix HDA, apical plasma membrane ISO, melanosome IEA","GO:0005739, GO:0031902, GO:0005737, GO:0048471, GO:0005829, GO:0016020, GO:0042383, GO:0014704, GO:0016324, GO:0032991, GO:0042470, GO:0005925, GO:0062023, GO:0005634, GO:0005765","ligand-gated ion channel activity ISO, phosphatidylserine binding IBA, calcium ion binding IBA, chondroitin sulfate binding IBA, cholesterol binding ISO, identical protein binding ISO, lipid binding ISO, protein-containing complex binding ISO, actin filament binding IBA, calcium channel activity IBA, calcium-dependent phospholipid binding ISO, calcium-dependent protein binding ISO, GTP binding ISO","GO:0005525, GO:0035374, GO:0001786, GO:0015485, GO:0048306, GO:0015276, GO:0005544, GO:0042802, GO:0005509, GO:0005262, GO:0051015, GO:0008289, GO:0044877","plasma membrane repair IBA, mitochondrial calcium ion homeostasis IMP, apoptotic signaling pathway IMP, calcium ion transport IMP, growth plate cartilage chondrocyte differentiation IBA, regulation of muscle contraction IMP, ion transmembrane transport ISO, negative regulation of sequestering of calcium ion IBA, neural crest cell migration IBA","GO:0051283, GO:0003418, GO:0051560, GO:0001755, GO:0034220, GO:0006937, GO:0006816, GO:0097190, GO:0001778"," Calcium, Acetylation,  Phosphoprotein,  Repeat, Direct protein sequencing,  Annexin,  Calcium/phospholipid-binding,  Cytoplasm,  Reference proteome","GO:0065007, GO:0051179, GO:0032502, GO:0009987, GO:0040011","GO:0005215, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0030312, GO:0030054"
345,O35286,DHX15_MOUSE,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 {ECO:0000250|UniProtKB:O43143},Mus musculus (Mouse),"U2-type post-mRNA release spliceosomal complex IEA, spliceosomal complex IBA, U12-type spliceosomal complex ISS, nuclear speck ISO, nucleolus IEA","GO:0005681, GO:0005730, GO:0016607, GO:0005689, GO:0071008","RNA binding IBA, double-stranded RNA binding ISO, RNA helicase activity IEA, ATP binding IEA","GO:0003725, GO:0003723, GO:0003724, GO:0005524","response to alkaloid IEA, response to toxic substance IEA, mRNA processing IEA, RNA splicing IEA","GO:0043279, GO:0006397, GO:0009636, GO:0008380"," Isopeptide bond, Acetylation,  Nucleotide-binding,  Ubl conjugation, Phosphoprotein,  Reference proteome,  ATP-binding,  mRNA splicing, mRNA processing,  Nucleus,  Hydrolase,  Helicase","GO:0008152, GO:0009987, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:1990904, GO:0140513, GO:0016604"
346,Q9CPQ8,ATP5L_MOUSE,"ATP synthase subunit g, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"mitochondrial proton-transporting ATP synthase complex ISS, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) ISO, mitochondrial inner membrane HDA, mitochondrion HDA","GO:0005739, GO:0000276, GO:0005743, GO:0005753","proton-exporting ATPase activity, phosphorylative mechanism ISO",GO:0008553,"ATP synthesis coupled proton transport ISO, mitochondrial ATP synthesis coupled proton transport ISO, ATP metabolic process ISO","GO:0015986, GO:0042776, GO:0046034"," Ion transport, Acetylation, Mitochondrion inner membrane,  Reference proteome,  CF(0),  Transport,  Membrane,  ATP synthesis,  Mitochondrion, Hydrogen ion transport,  Direct protein sequencing","GO:0008152, GO:0009987, GO:0051179",GO:0005215,"GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:0098796"
347,Q91V12,BACH_MOUSE,Cytosolic acyl coenzyme A thioester hydrolase,Mus musculus (Mouse),"cytoplasm IDA, cell body IDA, nucleoplasm ISO, neuron projection IDA, cytosol IDA","GO:0043005, GO:0005737, GO:0044297, GO:0005829, GO:0005654","protein homodimerization activity ISO, fatty-acyl-CoA binding ISO, identical protein binding IPI, long-chain fatty acyl-CoA binding ISO, carboxylic ester hydrolase activity IEA, acyl-CoA hydrolase activity ISO, myristoyl-CoA hydrolase activity IEA, palmitoyl-CoA hydrolase activity IDA","GO:0102991, GO:0047617, GO:0036042, GO:0052689, GO:0000062, GO:0042802, GO:0042803, GO:0016290","fatty acid metabolic process IBA, fatty acid catabolic process IDA, palmitic acid biosynthetic process ISO, medium-chain fatty-acyl-CoA catabolic process ISO, coenzyme A biosynthetic process ISO, long-chain fatty-acyl-CoA catabolic process ISO, acyl-CoA metabolic process IBA, medium-chain fatty acid biosynthetic process ISO","GO:0006631, GO:0036116, GO:0009062, GO:0051792, GO:0006637, GO:0015937, GO:0036114, GO:1900535"," Repeat, Direct protein sequencing, 3D-structure,  Reference proteome, Lipid metabolism,  Cytoplasm,  Alternative splicing,  Fatty acid metabolism,  Hydrolase,  Acetylation,  Serine esterase","GO:0008152, GO:0009987","GO:0003824, GO:0005488",GO:0042995
348,D3YZU1,SHAN1_MOUSE,SH3 and multiple ankyrin repeat domains protein 1,Mus musculus (Mouse),"NMDA selective glutamate receptor complex IEA, postsynaptic density IDA, excitatory synapse IDA, neuron spine IBA, postsynaptic membrane IDA, dendrite IDA, neuron projection IDA, plasma membrane IDA, dendritic spine IDA, cytoplasm IEA, synapse ISO, membrane ISO, glutamatergic synapse IDA","GO:0060076, GO:0045211, GO:0005737, GO:0043005, GO:0016020, GO:0044309, GO:0017146, GO:0043197, GO:0030425, GO:0014069, GO:0098978, GO:0045202, GO:0005886","signaling receptor complex adaptor activity ISO, synaptic receptor adaptor activity IMP, SH3 domain binding ISS, protein-containing complex binding ISS, protein C-terminus binding ISS, structural constituent of postsynaptic density IC, somatostatin receptor binding ISS, scaffold protein binding ISS, identical protein binding ISS, ankyrin repeat binding ISS, ionotropic glutamate receptor binding IPI","GO:0017124, GO:0098919, GO:0035255, GO:0031877, GO:0030160, GO:0042802, GO:0071532, GO:0097110, GO:0030159, GO:0044877, GO:0008022","olfactory behavior IMP, protein-containing complex assembly ISS, synapse assembly IBA, positive regulation of synaptic transmission, glutamatergic IBA, regulation of AMPA receptor activity IMP, habituation IMP, neuromuscular process controlling balance IMP, determination of affect ISO, long-term synaptic potentiation IBA, associative learning IMP, brain morphogenesis IBA, postsynaptic density assembly IBA, negative regulation of actin filament bundle assembly IDA, dendritic spine morphogenesis IMP, positive regulation of dendritic spine development ISS, long-term memory IMP, synaptic growth at neuromuscular junction IBA, vocalization behavior IMP, synapse maturation ISS, adult behavior ISO, protein localization to synapse IMP, social behavior IMP, righting reflex IMP, positive regulation of excitatory postsynaptic potential IMP","GO:0060997, GO:0035418, GO:0042048, GO:0007616, GO:0097107, GO:0060999, GO:0071625, GO:0030534, GO:0051124, GO:0060013, GO:0060291, GO:0048854, GO:0007416, GO:0060074, GO:0065003, GO:2000463, GO:0032232, GO:2000311, GO:0035176, GO:0046959, GO:0008306, GO:0051968, GO:0050885, GO:0050894","Neurogenesis,  Phosphoprotein,  Repeat,  SH3 domain,  Cytoplasm,  Differentiation, Synapse,  Methylation,  Reference proteome, ANK repeat,  Cell junction","GO:0051179, GO:0065007, GO:0007610, GO:0051703, GO:0040007, GO:0050896, GO:0032502, GO:0009987, GO:0032501","GO:0005488, GO:0005198, GO:0060090","GO:0043226, GO:0016020, GO:0098794, GO:0043235, GO:0030054, GO:0042995, GO:0098796, GO:1990351"
349,Q812A2,SRGP3_MOUSE,SLIT-ROBO Rho GTPase-activating protein 3,Mus musculus (Mouse),cytoplasm IBA,GO:0005737,"GTPase activator activity IEA, Rac GTPase binding IBA","GO:0048365, GO:0005096","negative regulation of cell migration IBA, signal transduction IEA","GO:0007165, GO:0030336"," Phosphoprotein, Coiled coil, SH3 domain,  GTPase activation,  Reference proteome","GO:0065007, GO:0009987","GO:0005488, GO:0098772",
350,Q9JIS5,SV2A_MOUSE,Synaptic vesicle glycoprotein 2A,Mus musculus (Mouse),"neuronal cell body ISO, integral component of membrane ISO, presynaptic active zone IDA, integral component of synaptic vesicle membrane ISO, dendrite ISO, cell-cell junction IDA, neuron projection IDA, neuromuscular junction IDA, endoplasmic reticulum ISO, synaptic vesicle IDA, synapse ISO, synaptic vesicle membrane ISO","GO:0005783, GO:0043005, GO:0048786, GO:0030285, GO:0005911, GO:0016021, GO:0043025, GO:0030672, GO:0030425, GO:0008021, GO:0031594, GO:0045202","protein kinase binding IPI, transmembrane transporter activity IEA","GO:0022857, GO:0019901","chemical synaptic transmission TAS, cellular calcium ion homeostasis IDA, regulation of gamma-aminobutyric acid secretion ISO, neurotransmitter transport IEA","GO:0007268, GO:0014052, GO:0006874, GO:0006836"," Glycoprotein, Reference proteome,  Transmembrane helix,  Phosphoprotein,  Cytoplasmic vesicle, Membrane,  Synapse, Cell junction,  Transport,  Transmembrane,  Cell projection,  Receptor,  Neurotransmitter transport","GO:0023052, GO:0065007, GO:0009987, GO:0051179","GO:0005215, GO:0005488","GO:0043226, GO:0031224, GO:0044297, GO:0016020, GO:0005622, GO:0030054, GO:0042995"
351,Q80TL0,PPM1E_MOUSE,Protein phosphatase 1E,Mus musculus (Mouse),"nucleus ISO, nucleoplasm ISO, mitochondrion ISO, cytoplasm ISO, protein-containing complex ISO, nucleolus ISO","GO:0005739, GO:0005737, GO:0005730, GO:0032991, GO:0005634, GO:0005654","magnesium-dependent protein serine/threonine phosphatase activity IBA, protein serine/threonine phosphatase activity ISO, metal ion binding IEA","GO:0004722, GO:0046872, GO:0004724","negative regulation of protein kinase activity ISO, protein dephosphorylation IMP, peptidyl-threonine dephosphorylation ISO, cellular response to drug ISO, positive regulation of stress fiber assembly ISO","GO:0035970, GO:0006469, GO:0051496, GO:0006470, GO:0035690"," Nucleus,  Magnesium, Reference proteome,  Phosphoprotein,  Repeat, Cytoplasm, Metal-binding,  Protein phosphatase,  Hydrolase,  Manganese,  Direct protein sequencing","GO:0008152, GO:0065007, GO:0009987, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0005622"
352,P06880,FT,Somatotropin,Mus musculus (Mouse),"secretory granule IDA, extracellular space IDA, mitochondrion ISO, cytosol ISO, extracellular region TAS, collagen-containing extracellular matrix ISO, nucleus IDA, plasma membrane IDA, trans-Golgi network IDA","GO:0005739, GO:0005576, GO:0030141, GO:0005829, GO:0005802, GO:0005615, GO:0062023, GO:0005634, GO:0005886","growth factor activity IBA, hormone activity ISO, growth hormone receptor binding IPI, metal ion binding IEA","GO:0046872, GO:0005179, GO:0008083, GO:0005131","female pregnancy IEA, growth hormone receptor signaling pathway IBA, response to light stimulus ISO, cellular response to thyroid hormone stimulus IEA, lung alveolus development ISO, positive regulation of multicellular organism growth IGI, positive regulation of growth ISO, animal organ development IBA, response to cytokine IEA, response to estradiol IEA, positive regulation of steroid hormone biosynthetic process ISO, positive regulation of neurogenesis ISO, cellular response to insulin stimulus IDA, neuroblast proliferation ISO, positive regulation of tyrosine phosphorylation of STAT protein IBA, response to food IDA, positive regulation of receptor signaling pathway via JAK-STAT IBA, positive regulation of glucose transmembrane transport ISO, response to nutrient levels IBA, cellular response to alkaline pH IEA, regulation of intracellular steroid hormone receptor signaling pathway ISO, negative regulation of neuron death ISO","GO:0034097, GO:0060396, GO:0007565, GO:0040018, GO:1901215, GO:0050769, GO:0097067, GO:0032355, GO:0031667, GO:0033143, GO:0048286, GO:0071469, GO:0090031, GO:0009416, GO:0032869, GO:0010828, GO:0045927, GO:0032094, GO:0048513, GO:0046427, GO:0042531, GO:0007405"," Metal-binding,  Phosphoprotein,  Signal,  Hormone, Secreted, Disulfide bond,  Zinc,  Reference proteome","GO:0065007, GO:0050896, GO:0032502, GO:0051704, GO:0009987, GO:0022414, GO:0032501","GO:0005488, GO:0098772","GO:0043226, GO:0016020, GO:0005622, GO:0030312, GO:0031984"
353,Q99PJ0,FT,Neurotrimin,Mus musculus (Mouse),"cell surface ISO, axon ISO, perinuclear region of cytoplasm ISO, plasma membrane IEA, anchored component of membrane IEA, extracellular space ISO, excitatory synapse ISO","GO:0060076, GO:0009986, GO:0048471, GO:0030424, GO:0005615, GO:0031225, GO:0005886",,,"cell adhesion IEA, negative regulation of neuron projection development ISO","GO:0007155, GO:0010977"," Glycoprotein,  Lipoprotein, Cell adhesion,  Repeat,  Disulfide bond, Immunoglobulin domain,  Cell membrane,  Membrane,  GPI-anchor, Signal,  Reference proteome","GO:0065007, GO:0009987, GO:0022610",,"GO:0016020, GO:0042995, GO:0031224, GO:0030054"
354,P49443,FT,Protein phosphatase 1A,Mus musculus (Mouse),"membrane IDA, neuron projection ISO, cytosol IDA, nucleus IDA, plasma membrane ISO","GO:0043005, GO:0005829, GO:0016020, GO:0005634, GO:0005886","protein C-terminus binding ISO, R-SMAD binding ISS, manganese ion binding IEA, calmodulin-dependent protein phosphatase activity ISO, ion channel binding ISO, magnesium ion binding IEA, phosphoprotein phosphatase activity IDA, protein serine/threonine phosphatase activity ISO","GO:0033192, GO:0004721, GO:0044325, GO:0030145, GO:0070412, GO:0000287, GO:0004722, GO:0008022","positive regulation of protein export from nucleus IMP, negative regulation of transforming growth factor beta receptor signaling pathway ISO, positive regulation of transcription, DNA-templated ISO, protein dephosphorylation IDA, positive regulation of canonical Wnt signaling pathway ISO, negative regulation of BMP signaling pathway IMP, cellular response to transforming growth factor beta stimulus IDA, peptidyl-threonine dephosphorylation ISO, negative regulation of NIK/NF-kappaB signaling ISS, negative regulation of SMAD protein complex assembly ISO, dephosphorylation ISO, negative regulation of I-kappaB kinase/NF-kappaB signaling ISS, N-terminal protein myristoylation IDA","GO:0071560, GO:0090263, GO:0043124, GO:0035970, GO:0045893, GO:0030512, GO:0046827, GO:1901223, GO:0030514, GO:0016311, GO:0006470, GO:0006499, GO:0010991"," Lipoprotein,  Magnesium, Reference proteome,  Phosphoprotein, Cytoplasm, Metal-binding,  Protein phosphatase,  Membrane,  Hydrolase,  Manganese,  Myristate,  Nucleus","GO:0065007, GO:0009987, GO:0008152, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0042995"
355,Q8CG55,KTN1_MOUSE,Kinectin,Mus musculus (Mouse),"endoplasmic reticulum IDA, integral component of endoplasmic reticulum membrane IEA","GO:0005783, GO:0030176",kinesin binding TAS,GO:0019894,"protein transport IEA, microtubule-based movement TAS","GO:0007018, GO:0015031"," Glycoprotein, Alternative splicing,  Phosphoprotein,  Endoplasmic reticulum, Membrane,  Signal-anchor, Transmembrane helix,  Transmembrane,  Coiled coil,  Reference proteome","GO:0051179, GO:0009987",GO:0005488,"GO:0043226, GO:0005622, GO:0031224"
356,P10637,FT,Microtubule-associated protein tau {ECO:0000305},Mus musculus (Mouse),"nucleus IDA, glial cell projection IDA, axon IDA, plasma membrane ISS, cytoplasm IDA, main axon ISO, cell body IDA, microtubule ISO, neuron projection ISO, cytosol IDA, cytoplasmic ribonucleoprotein granule ISO, membrane raft IDA, dendrite ISS, cytoplasmic side of plasma membrane ISO, nuclear periphery ISO, axonal growth cone ISO, neurofibrillary tangle ISO, nuclear speck ISO, postsynaptic density IDA, somatodendritic compartment ISO, extracellular region IEA, neuronal cell body ISO, axolemma ISO, microtubule cytoskeleton IDA, tubulin complex ISS, axoneme IDA, growth cone ISS","GO:0005737, GO:0030673, GO:0009898, GO:0043005, GO:0005829, GO:0005930, GO:0097386, GO:0005634, GO:0036464, GO:0014069, GO:0044297, GO:0030424, GO:0036477, GO:0044304, GO:0044295, GO:0015630, GO:0005576, GO:0005874, GO:0043025, GO:0045121, GO:0030426, GO:0045298, GO:0097418, GO:0016607, GO:0030425, GO:0034399, GO:0005886","microtubule lateral binding ISO, SH3 domain binding ISO, apolipoprotein binding ISO, DNA binding IDA, protein phosphatase 2A binding ISO, microtubule binding IDA, identical protein binding ISO, protein-containing complex binding ISO, protein kinase binding IPI, enzyme binding IPI, Hsp90 protein binding ISO, heat shock protein binding ISO, lipoprotein particle binding ISO, chaperone binding ISO","GO:0017124, GO:0003677, GO:0099609, GO:0051721, GO:0051879, GO:0019901, GO:0034185, GO:0008017, GO:0071813, GO:0042802, GO:0019899, GO:0031072, GO:0051087, GO:0044877","positive regulation of microtubule polymerization ISS, regulation of microtubule-based movement IDA, microtubule cytoskeleton organization IMP, axonogenesis IGI, response to nutrient ISO, microtubule polymerization ISO, neuron projection development IBA, neuron migration IMP, regulation of cellular response to heat IMP, apoptotic process ISO, axon extension IMP, axo-dendritic transport IGI, synapse organization ISO, negative regulation of mitochondrial membrane potential ISO, negative regulation of tubulin deacetylation IGI, negative regulation of gene expression ISO, positive regulation of neuron death ISO, regulation of response to DNA damage stimulus IMP, regulation of microtubule cytoskeleton organization ISO, negative regulation of kinase activity ISO, mitochondrion transport along microtubule IMP, negative regulation of establishment of protein localization to mitochondrion ISO, positive regulation of superoxide anion generation ISO, intrinsic apoptotic signaling pathway in response to oxidative stress ISO, protein homooligomerization ISO, negative regulation of intracellular transport IMP, positive regulation of neuron projection development ISO, learning or memory ISO, adult walking behavior IGI, response to lead ion ISO, supramolecular fiber organization ISO, negative regulation of mitochondrial fission ISO, positive regulation of protein localization to synapse ISO, intracellular distribution of mitochondria ISO, amyloid fibril formation ISO, positive regulation of cellular protein localization ISO, regulation of autophagy ISO, regulation of microtubule polymerization or depolymerization ISO, response to organic substance ISO, positive regulation of axon extension ISS, positive regulation of long-term synaptic depression ISO, protein polymerization ISO, mRNA transport ISO, regulation of calcium-mediated signaling ISO, synapse assembly ISO, memory ISO","GO:0032387, GO:0051260, GO:0031110, GO:0060632, GO:0032930, GO:0090258, GO:1900034, GO:0070507, GO:0010288, GO:0051258, GO:0050808, GO:0046785, GO:0007584, GO:0050848, GO:0097435, GO:0007628, GO:1900454, GO:1901216, GO:0008088, GO:0007416, GO:1903748, GO:0047497, GO:0051028, GO:0007409, GO:0031175, GO:0045773, GO:0010629, GO:0000226, GO:0010917, GO:1904428, GO:1903829, GO:0006915, GO:0007613, GO:0048312, GO:0001764, GO:0007611, GO:0008631, GO:0010976, GO:0033673, GO:1902474, GO:0031116, GO:0010033, GO:2001020, GO:1990000, GO:0010506, GO:0048675"," Isopeptide bond, Ubl conjugation,  Glycoprotein,  Phosphoprotein, Cell projection,  Cytoskeleton, 3D-structure, Microtubule,  Repeat,  Cell membrane,  Alternative splicing,  Cytoplasm,  Membrane,  Secreted, Disulfide bond,  Methylation,  Reference proteome,  Acetylation,  Direct protein sequencing","GO:0065007, GO:0051179, GO:0007610, GO:0040007, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0008152, GO:0032501",GO:0005488,"GO:0043226, GO:0044297, GO:0099080, GO:0016020, GO:0005622, GO:0030427, GO:0098552, GO:0031256, GO:0016604, GO:0042995"
357,P60843,IF4A1_MOUSE,Eukaryotic initiation factor 4A-I,Mus musculus (Mouse),cytoplasm ISO,GO:0005737,"translation initiation factor activity IBA, double-stranded RNA binding ISO, RNA helicase activity IEA, ATP binding IEA","GO:0003725, GO:0003743, GO:0003724, GO:0005524",cytoplasmic translational initiation IBA,GO:0002183,"Reference proteome, Acetylation, Isopeptide bond,  Nucleotide-binding,  Phosphoprotein,  Ubl conjugation,  ATP-binding,  RNA-binding,  Protein biosynthesis,  Initiation factor,  Hydrolase,  Helicase","GO:0008152, GO:0009987","GO:0003824, GO:0005488, GO:0045182",
358,P80318,FT,T-complex protein 1 subunit gamma,Mus musculus (Mouse),"cell body IDA, microtubule ISO, chaperonin-containing T-complex IDA, cytosol ISO, zona pellucida receptor complex IDA, myelin sheath HDA, plasma membrane ISO","GO:0005832, GO:0005874, GO:0044297, GO:0005829, GO:0043209, GO:0002199, GO:0005886","unfolded protein binding IBA, ATP binding IEA","GO:0051082, GO:0005524","binding of sperm to zona pellucida IDA, positive regulation of telomere maintenance via telomerase ISO, positive regulation of establishment of protein localization to telomere ISO, protein folding IBA, protein stabilization ISO, toxin transport IMP, pore complex assembly IMP","GO:1904851, GO:0050821, GO:0046931, GO:0006457, GO:0032212, GO:1901998, GO:0007339"," Isopeptide bond,  Ubl conjugation,  Phosphoprotein, 3D-structure, Direct protein sequencing,  Disulfide bond,  ATP-binding, Nucleotide-binding,  Cytoplasm,  Chaperone,  Reference proteome,  Acetylation","GO:0065007, GO:0022414, GO:0009987, GO:0051179",GO:0005488,"GO:0016020, GO:0099080, GO:0101031"
