,Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords,Biological Process Label,Molecular Function Label,Cellular Component Label
10,B5X0E4,ABCB5_MOUSE,ATP-binding cassette sub-family B member 5,Mus musculus (Mouse),integral component of plasma membrane IDA,GO:0005887,"ATPase activity IEA, ATPase-coupled transmembrane transporter activity IBA, efflux transmembrane transporter activity ISO, ATP binding IEA","GO:0016887, GO:0005524, GO:0042626, GO:0015562","cell differentiation IEA, eye development IMP, regulation of membrane potential ISO, transmembrane transport ISO","GO:0001654, GO:0055085, GO:0030154, GO:0042391","Alternative splicing,  Repeat,  Membrane,  Cell membrane,  ATP-binding,  Transmembrane helix,  Nucleotide-binding,  Differentiation, Glycoprotein,  Transport,  Reference proteome, Transmembrane","GO:0009987, GO:0065007, GO:0032502, GO:0051179","GO:0005215, GO:0003824, GO:0005488",GO:0031224
11,D3Z6P0,FT,Protein disulfide-isomerase A2 {ECO:0000250|UniProtKB:Q13087},Mus musculus (Mouse),"endoplasmic reticulum IBA, endoplasmic reticulum lumen IEA","GO:0005783, GO:0005788","peptide disulfide oxidoreductase activity ISO, protein disulfide isomerase activity TAS, steroid binding IEA","GO:0003756, GO:0015037, GO:0005496","response to endoplasmic reticulum stress IBA, protein folding IBA","GO:0034976, GO:0006457"," Steroid-binding, Alternative splicing, Reference proteome,  Repeat,  Signal,  Disulfide bond,  Isomerase, Glycoprotein,  Lipid-binding,  Endoplasmic reticulum,  Redox-active center,  Chaperone","GO:0009987, GO:0050896","GO:0003824, GO:0005488","GO:0043227, GO:0031974, GO:0043229"
12,E1U8D0,SOGA1_MOUSE,Protein SOGA1,Mus musculus (Mouse),extracellular space IDA,GO:0005615,,,"negative regulation of gluconeogenesis IMP, insulin receptor signaling pathway IDA, regulation of autophagy IDA","GO:0010506, GO:0045721, GO:0008286","Coiled coil,  Reference proteome,  Phosphoprotein,  Secreted","GO:0065007, GO:0009987",,
13,E2JF22,FT,Piezo-type mechanosensitive ion channel component 1,Mus musculus (Mouse),"plasma membrane IDA, lamellipodium membrane IEA, endoplasmic reticulum-Golgi intermediate compartment membrane IEA, integral component of membrane IEA, endoplasmic reticulum ISS, endoplasmic reticulum membrane IEA, membrane IBA","GO:0016021, GO:0033116, GO:0005789, GO:0005886, GO:0031258, GO:0005783, GO:0016020","cation channel activity IDA, mechanosensitive ion channel activity IDA, identical protein binding IPI","GO:0042802, GO:0008381, GO:0005261","positive regulation of integrin activation ISS, cellular response to mechanical stimulus IBA, positive regulation of cell-cell adhesion mediated by integrin ISS, detection of mechanical stimulus IMP, cation transport IMP, regulation of membrane potential IMP","GO:0042391, GO:0050982, GO:0006812, GO:0033634, GO:0033625, GO:0071260"," Ion channel,  Disulfide bond, 3D-structure, Phosphoprotein,  Membrane,  Ion transport,  Cell membrane,  Cell projection,  Glycoprotein,  Transmembrane,  Coiled coil,  Transmembrane helix, Transport, Endoplasmic reticulum,  Reference proteome","GO:0065007, GO:0050896, GO:0051179, GO:0009987","GO:0005215, GO:0005488","GO:0043227, GO:0031090, GO:0043229, GO:0098590, GO:0031256, GO:0031224"
14,E9Q612,PTPRO_MOUSE,Receptor-type tyrosine-protein phosphatase O,Mus musculus (Mouse),"GABA-ergic synapse IBA, plasma membrane IDA, apical plasma membrane IDA, lateral plasma membrane IDA, glutamatergic synapse IBA, dendritic spine IDA, integral component of postsynaptic density membrane IDA","GO:0098982, GO:0099061, GO:0043197, GO:0005886, GO:0016328, GO:0016324, GO:0098978","cadherin binding ISO, Wnt-protein binding IDA, protein homodimerization activity IDA, protein tyrosine phosphatase activity IDA","GO:0017147, GO:0042803, GO:0045296, GO:0004725","negative regulation of glomerular filtration ISS, peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity IDA, peptidyl-tyrosine dephosphorylation IDA, regulation of glomerular filtration IMP, slit diaphragm assembly IMP, lamellipodium assembly IMP, cell morphogenesis IMP, axon guidance IMP, glomerular visceral epithelial cell differentiation IMP, negative regulation of canonical Wnt signaling pathway IDA, monocyte chemotaxis ISS, glomerulus development ISS","GO:0032835, GO:0090090, GO:0000902, GO:0036060, GO:0003093, GO:0002548, GO:0030032, GO:0003105, GO:0035335, GO:0072112, GO:0007411, GO:1990264"," Repeat,  Signal,  Hydrolase,  Membrane,  Transmembrane, Transmembrane helix,  Protein phosphatase, Glycoprotein,  Reference proteome, Receptor,  Phosphoprotein","GO:0009987, GO:0032501, GO:0065007, GO:0002376, GO:0040011, GO:0032502, GO:0008152","GO:0005488, GO:0003824","GO:0098794, GO:0042995, GO:0030054, GO:0098590, GO:0031224"
15,E9Q9U0,U17PB_MOUSE,Ubiquitin carboxyl-terminal hydrolase 17-like protein B {ECO:0000305},Mus musculus (Mouse),"cytosol IBA, nucleus IBA","GO:0005829, GO:0005634","thiol-dependent ubiquitin-specific protease activity IDA, cysteine-type endopeptidase activity IBA","GO:0004197, GO:0004843","protein deubiquitination IDA, ubiquitin-dependent protein catabolic process IEA, regulation of apoptotic process IBA","GO:0016579, GO:0042981, GO:0006511","Alternative splicing,  Ubl conjugation,  Hydrolase, Thiol protease,  Ubl conjugation pathway,  Reference proteome,  Protease","GO:0009987, GO:0065007, GO:0008152",GO:0003824,"GO:0043227, GO:0043229"
16,O08784,TCOF_MOUSE,Treacle protein,Mus musculus (Mouse),"fibrillar center ISO, cytosol ISO, nucleolus ISO, nucleoplasm ISO","GO:0001650, GO:0005730, GO:0005829, GO:0005654","scaffold protein binding ISO, protein heterodimerization activity ISO, RNA polymerase I core binding ISS","GO:0097110, GO:0046982, GO:0001042","neural crest formation ISS, neural crest cell development ISS, nucleolar large rRNA transcription by RNA polymerase I IMP, regulation of translation ISS","GO:0042790, GO:0014029, GO:0006417, GO:0014032"," Nucleus,  Ubl conjugation,  Reference proteome,  Isopeptide bond, Repeat, Acetylation,  Phosphoprotein","GO:0009987, GO:0065007, GO:0032502, GO:0008152",GO:0005488,"GO:0043228, GO:0043229"
17,O09044,FT,Synaptosomal-associated protein 23,Mus musculus (Mouse),"cytoplasmic vesicle IDA, specific granule ISO, plasma membrane IDA, azurophil granule ISO, nucleoplasm ISO, SNARE complex IDA, cytoplasm ISO, mitochondrion ISO, presynapse IEA, neuron projection IEA, GABA-ergic synapse ISO, adherens junction ISO, postsynapse ISO, glutamatergic synapse ISO","GO:0098982, GO:0031410, GO:0005886, GO:0031201, GO:0098794, GO:0005912, GO:0043005, GO:0005737, GO:0042582, GO:0005739, GO:0098978, GO:0098793, GO:0042581, GO:0005654","syntaxin binding ISO, SNAP receptor activity ISO","GO:0005484, GO:0019905","synaptic vesicle priming IBA, histamine secretion by mast cell ISO, synaptic vesicle fusion to presynaptic active zone membrane IBA, exocytic insertion of neurotransmitter receptor to postsynaptic membrane ISO, exocytosis IMP, vesicle-mediated transport in synapse ISO, protein-containing complex assembly ISO, regulation of exocytosis ISO, vesicle fusion IBA, protein transport ISO, membrane fusion ISO, vesicle-mediated transport ISO","GO:0017157, GO:0016082, GO:0061025, GO:0002553, GO:0015031, GO:0031629, GO:0006906, GO:0098967, GO:0006887, GO:0016192, GO:0065003, GO:0099003","Membrane,  Reference proteome,  Synapse, Repeat,  Cell membrane,  Cell junction,  Coiled coil,  Synaptosome,  Transport,  Lipoprotein,  Phosphoprotein,  Palmitate,  Protein transport, Acetylation","GO:0065007, GO:0051179, GO:0009987","GO:0005488, GO:0060090","GO:0043227, GO:0042995, GO:0030054, GO:0043229, GO:0098796"
18,O35227,FT,Disintegrin and metalloproteinase domain-containing protein 7,Mus musculus (Mouse),"apical part of cell ISO, integral component of membrane IEA, plasma membrane IDA","GO:0045177, GO:0016021, GO:0005886","metalloendopeptidase activity IEA, endopeptidase activity IDA, metallopeptidase activity IBA","GO:0004222, GO:0008237, GO:0004175",,," Signal, Disulfide bond,  Membrane,  Glycoprotein,  Transmembrane helix,  Reference proteome, Transmembrane",,GO:0003824,GO:0031224
19,O35623,BET1_MOUSE,BET1 homolog,Mus musculus (Mouse),"Golgi trans cisterna IBA, cis-Golgi network ISO, integral component of membrane ISO, endoplasmic reticulum membrane IEA, integral component of Golgi membrane IEA, Golgi cisterna ISO, SNARE complex ISO, Golgi membrane IDA, Golgi cis cisterna ISO","GO:0016021, GO:0000137, GO:0031201, GO:0000139, GO:0000138, GO:0031985, GO:0005789, GO:0005801, GO:0030173","syntaxin binding ISO, SNAP receptor activity IBA","GO:0005484, GO:0019905","vesicle-mediated transport TAS, protein transport IEA, endoplasmic reticulum to Golgi vesicle-mediated transport ISO, vesicle fusion with Golgi apparatus ISO","GO:0015031, GO:0006888, GO:0016192, GO:0048280","Coiled coil,  Golgi apparatus, Membrane,  Protein transport,  Transmembrane helix,  Transport,  ER-Golgi transport,  Reference proteome,  Phosphoprotein,  Endoplasmic reticulum, Transmembrane","GO:0051179, GO:0009987","GO:0005488, GO:0060090","GO:0043227, GO:0031984, GO:0031090, GO:0043229, GO:0031224, GO:0098796"
20,O35655,PPE1_MOUSE,Serine/threonine-protein phosphatase with EF-hands 1,Mus musculus (Mouse),"cytosol IBA, nucleus IBA","GO:0005829, GO:0005634","iron ion binding IEA, manganese ion binding IEA, protein serine/threonine phosphatase activity ISS, calcium ion binding IEA","GO:0030145, GO:0004722, GO:0005506, GO:0005509",detection of stimulus involved in sensory perception IEA,GO:0050906,"Reference proteome,  Repeat,  Magnesium,  Manganese,  Metal-binding,  Protein phosphatase, Hydrolase",GO:0050896,"GO:0005488, GO:0003824","GO:0043227, GO:0043229"
21,O35691,PININ_MOUSE,Pinin,Mus musculus (Mouse),"desmosome ISO, nuclear speck IDA, cytoplasm IDA, catalytic step 2 spliceosome ISO","GO:0030057, GO:0016607, GO:0005737, GO:0071013",DNA binding IEA,GO:0003677,"cell-cell adhesion ISO, mRNA processing IEA, RNA splicing IEA","GO:0008380, GO:0098609, GO:0006397","Transcription regulation,  mRNA splicing,  Methylation,  Nucleus,  Spliceosome,  Reference proteome,  Transcription,  Ubl conjugation, Phosphoprotein,  mRNA processing,  DNA-binding, Isopeptide bond,  Coiled coil,  Cell junction, Acetylation,  Activator","GO:0009987, GO:0022610, GO:0008152",GO:0005488,"GO:0016604, GO:0140513, GO:0030054, GO:1902494, GO:1990904"
22,O54786,DFFA_MOUSE,DNA fragmentation factor subunit alpha,Mus musculus (Mouse),"protein-containing complex ISO, nuclear chromatin ISO, nucleus ISO, cytosol ISO, plasma membrane ISO","GO:0000790, GO:0005886, GO:0005634, GO:0005829, GO:0032991","protein folding chaperone ISO, protein domain specific binding ISO, deoxyribonuclease inhibitor activity ISO","GO:0060703, GO:0044183, GO:0019904","negative regulation of execution phase of apoptosis ISO, apoptotic DNA fragmentation IEA, negative regulation of apoptotic DNA fragmentation IMP, chaperone-mediated protein folding ISO, regulation of apoptotic process IBA, negative regulation of deoxyribonuclease activity ISO, thymocyte apoptotic process IMP, positive regulation of apoptotic process IMP","GO:0042981, GO:0006309, GO:1900118, GO:0061077, GO:0070242, GO:0043065, GO:1902511, GO:0032076"," Cytoplasm, 3D-structure,  Acetylation, Phosphoprotein,  Alternative splicing,  Apoptosis,  Reference proteome","GO:0065007, GO:0009987, GO:0008152","GO:0005488, GO:0098772","GO:0043227, GO:0043229"
23,O54839,EOMES_MOUSE,Eomesodermin homolog,Mus musculus (Mouse),"nucleus IDA, nuclear chromatin IDA","GO:0000790, GO:0005634","DNA-binding transcription repressor activity, RNA polymerase II-specific IC, chromatin binding IDA, RNA polymerase II activating transcription factor binding IPI, sequence-specific DNA binding ISO, DNA binding ISS, RNA polymerase II transcription regulatory region sequence-specific DNA binding IDA, sequence-specific double-stranded DNA binding ISO, DNA-binding transcription factor activity, RNA polymerase II-specific IBA","GO:0000977, GO:1990837, GO:0001227, GO:0001102, GO:0043565, GO:0003682, GO:0003677, GO:0000981","mesodermal to mesenchymal transition involved in gastrulation IMP, trophectodermal cell differentiation IDA, regulation of transcription by RNA polymerase II IDA, adaptive immune response IEA, blastocyst development IMP, regulation of gene expression IMP, olfactory bulb development IMP, cell differentiation involved in embryonic placenta development IMP, cardioblast differentiation IMP, skeletal muscle cell differentiation IMP, neuron differentiation IMP, heart looping IBA, positive regulation of transcription by RNA polymerase II ISO, negative regulation of transcription by RNA polymerase II IDA, interferon-gamma production IDA, neurogenesis IMP, positive regulation of transcription, DNA-templated ISS, stem cell population maintenance IMP, endodermal cell fate specification IMP, cell differentiation IMP, cell fate specification IBA, cerebral cortex regionalization IMP, cerebral cortex neuron differentiation IDA, CD8-positive, alpha-beta T cell differentiation involved in immune response IDA, mesoderm formation IMP, endoderm formation IMP, brain development ISO, negative regulation of DNA-binding transcription factor activity IDA","GO:0010468, GO:0045893, GO:0019827, GO:0021796, GO:0010002, GO:0001706, GO:0022008, GO:0021895, GO:0032609, GO:0043433, GO:0060809, GO:0030182, GO:0001707, GO:0021772, GO:0000122, GO:0002250, GO:0002302, GO:0045944, GO:0060706, GO:0001947, GO:0001708, GO:0035914, GO:0001829, GO:0030154, GO:0001824, GO:0006357, GO:0001714, GO:0007420","Transcription regulation,  Developmental protein,  Nucleus, Activator,  Adaptive immunity,  Transcription, Phosphoprotein, Differentiation,  Alternative splicing,  DNA-binding,  Gastrulation,  Immunity,  Reference proteome","GO:0009987, GO:0032501, GO:0065007, GO:0002376, GO:0032502, GO:0050896, GO:0008152, GO:0022414","GO:0005488, GO:0140110","GO:0043227, GO:0043229"
24,O70362,PHLD_MOUSE,Phosphatidylinositol-glycan-specific phospholipase D,Mus musculus (Mouse),"intracellular membrane-bounded organelle IDA, extracellular region IDA, extracellular matrix IDA, cytoplasm IDA, high-density lipoprotein particle IEA, extracellular space IDA","GO:0005615, GO:0005576, GO:0043231, GO:0031012, GO:0005737, GO:0034364","sodium channel regulator activity IMP, glycosylphosphatidylinositol phospholipase D activity IDA, phospholipase D activity IDA","GO:0017080, GO:0004630, GO:0004621","cellular response to inorganic substance ISO, positive regulation of alkaline phosphatase activity ISS, cellular response to iron(II) ion ISO, insulin receptor signaling pathway ISS, complement receptor mediated signaling pathway ISS, cellular response to pH ISS, positive regulation of secretion IMP, cellular response to calcium ion ISS, phosphatidylcholine metabolic process ISS, cell migration involved in sprouting angiogenesis ISS, positive regulation of membrane protein ectodomain proteolysis IDA, cellular response to cholesterol ISS, positive regulation of glucose metabolic process IDA, positive regulation of apoptotic process ISS, cellular response to triglyceride ISS, chondrocyte differentiation IEP, GPI anchor release IDA, positive regulation of high-density lipoprotein particle clearance IMP, positive regulation of triglyceride biosynthetic process IDA, ossification IEP, negative regulation of cell population proliferation ISS, cellular response to insulin stimulus ISS, positive regulation of insulin secretion involved in cellular response to glucose stimulus IDA, negative regulation of triglyceride catabolic process IDA, cellular response to drug ISS, positive regulation of endothelial cell migration ISS, regulation of cellular response to insulin stimulus ISS, transepithelial transport IMP, response to glucose ISS","GO:0008286, GO:0070633, GO:0043065, GO:0051047, GO:0010897, GO:0008285, GO:0071467, GO:0010907, GO:0032869, GO:0046470, GO:0010595, GO:0010694, GO:0009749, GO:0002430, GO:0071282, GO:0071397, GO:0002062, GO:0071401, GO:0010983, GO:0010867, GO:0035774, GO:1900076, GO:0006507, GO:0035690, GO:0001503, GO:0002042, GO:0051044, GO:0071277, GO:0071241"," Repeat,  Signal,  Hydrolase,  HDL, Glycoprotein,  Reference proteome,  Secreted","GO:0009987, GO:0032501, GO:0065007, GO:0002376, GO:0040011, GO:0050896, GO:0032502, GO:0051179, GO:0008152","GO:0003824, GO:0098772","GO:0043227, GO:0032994, GO:0030312, GO:0043229"
25,O70475,UGDH_MOUSE,UDP-glucose 6-dehydrogenase,Mus musculus (Mouse),"nucleus IBA, cytosol ISO, nucleoplasm ISO","GO:0005634, GO:0005829, GO:0005654","UDP-glucose 6-dehydrogenase activity IDA, identical protein binding ISO, NAD binding IEA","GO:0042802, GO:0003979, GO:0051287","neuron development ISS, carbohydrate metabolic process IEA, gastrulation with mouth forming second IMP, heparan sulfate proteoglycan biosynthetic process IMP, UDP-glucuronate biosynthetic process ISS, protein hexamerization ISS, chondroitin sulfate biosynthetic process IMP, glycosaminoglycan biosynthetic process IBA","GO:0005975, GO:0006024, GO:0034214, GO:0030206, GO:0048666, GO:0015012, GO:0006065, GO:0001702"," Reference proteome, Oxidoreductase,  NAD, Acetylation,  Phosphoprotein,  Allosteric enzyme,  Carbohydrate metabolism","GO:0009987, GO:0032502, GO:0008152","GO:0005488, GO:0003824","GO:0043227, GO:0043229"
26,O70481,UBR1_MOUSE,E3 ubiquitin-protein ligase UBR1,Mus musculus (Mouse),"proteasome complex IGI, cytosol IEA, cytoplasm IBA, ubiquitin ligase complex IGI","GO:0000151, GO:0000502, GO:0005829, GO:0005737","leucine binding ISO, ubiquitin-protein transferase activity IDA, ubiquitin protein ligase activity IBA, zinc ion binding IEA","GO:0070728, GO:0008270, GO:0004842, GO:0061630","cellular response to leucine ISS, ubiquitin-dependent protein catabolic process via the N-end rule pathway IBA, negative regulation of TOR signaling ISS, protein ubiquitination IBA, ubiquitin-dependent protein catabolic process IDA","GO:0071596, GO:0071233, GO:0006511, GO:0016567, GO:0032007"," Zinc-finger,  Reference proteome,  Cytoplasm,  Zinc,  Metal-binding,  Ubl conjugation pathway, Acetylation,  Phosphoprotein, Transferase","GO:0009987, GO:0065007, GO:0050896, GO:0008152","GO:0005488, GO:0003824","GO:0140535, GO:1902494"
