,Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords,Biological Process Label,Molecular Function Label,Cellular Component Label
10,A9Z1V5,VW5B1_MOUSE,von Willebrand factor A domain-containing protein 5B1,Mus musculus (Mouse),extracellular region IEA,GO:0005576,,,,," Reference proteome,  Phosphoprotein,  Secreted, Glycoprotein,  Signal",,,GO:0110165
11,B2RX12,MRP3_MOUSE,Canalicular multispecific organic anion transporter 2,Mus musculus (Mouse),"basolateral plasma membrane ISO, membrane IBA, plasma membrane ISO, integral component of plasma membrane IDA","GO:0005886, GO:0016020, GO:0016323, GO:0005887","ATPase-coupled xenobiotic transmembrane transporter activity ISO, ATPase activity ISO, ATP binding IEA, ATPase-coupled transmembrane transporter activity ISO, xenobiotic transmembrane transporter activity ISO","GO:0042910, GO:0016887, GO:0042626, GO:0008559, GO:0005524","transmembrane transport ISO, anion transmembrane transport ISO, canalicular bile acid transport ISS, drug transmembrane transport ISO, xenobiotic transport ISO","GO:0055085, GO:0042908, GO:0098656, GO:0015722, GO:0006855"," Transmembrane helix,  Reference proteome,  Membrane,  Phosphoprotein,  Transport,  ATP-binding, Alternative splicing,  Repeat, Transmembrane, Nucleotide-binding,  Glycoprotein","GO:0051179, GO:0009987","GO:0003824, GO:0005488, GO:0005215",GO:0110165
12,B2RY04,DOCK5_MOUSE,Dedicator of cytokinesis protein 5 {ECO:0000250|UniProtKB:Q9H7D0},Mus musculus (Mouse),"plasma membrane ISS, cytosol ISO, cytoplasm IDA","GO:0005886, GO:0005829, GO:0005737","GTPase activator activity IEA, guanyl-nucleotide exchange factor activity IDA","GO:0005085, GO:0005096","small GTPase mediated signal transduction IEA, cell migration IEA, positive regulation of vascular associated smooth muscle cell migration ISO, positive regulation of epithelial cell migration ISS, negative regulation of vascular associated smooth muscle contraction ISO, positive regulation of substrate adhesion-dependent cell spreading ISS","GO:1900026, GO:1904754, GO:0016477, GO:0010634, GO:0007264, GO:1904694"," Cytoplasm,  Membrane,  Phosphoprotein, Reference proteome,  SH3 domain, Guanine-nucleotide releasing factor,  Cell membrane, Acetylation,  Cataract","GO:0009987, GO:0040011, GO:0065007, GO:0032501",GO:0098772,GO:0110165
13,B9EHT4,FT,CAP-Gly domain-containing linker protein 3,Mus musculus (Mouse),"Golgi stack IEA, nucleus IBA, early endosome membrane ISS, cytoplasm IBA, recycling endosome membrane ISS, plasma membrane IDA, trans-Golgi network IDA, trans-Golgi network membrane ISS, membrane raft ISS, microtubule plus-end IBA","GO:0005737, GO:0005634, GO:0005802, GO:0005886, GO:0035371, GO:0031901, GO:0005795, GO:0055038, GO:0032588, GO:0045121","ganglioside binding ISS, microtubule binding ISS, microtubule plus-end binding IBA","GO:0051010, GO:0035594, GO:0008017","fat cell differentiation IEP, positive regulation of glucose transmembrane transport IMP, negative regulation of microtubule polymerization ISS, membrane biogenesis ISS, chaperone-mediated protein transport ISS, positive regulation of endocytosis ISS, peptidyl-L-cysteine S-palmitoylation ISS, positive regulation of apoptotic process ISS, positive regulation of protein localization to plasma membrane IDA, positive regulation of protein phosphorylation IDA, cytoplasmic microtubule organization IBA","GO:0031122, GO:0045444, GO:1903078, GO:0072321, GO:0001934, GO:0045807, GO:0044091, GO:0018230, GO:0031115, GO:0043065, GO:0010828"," Cytoplasm, Lipoprotein,  Golgi apparatus,  Reference proteome,  Membrane,  Phosphoprotein, Repeat,  Palmitate,  Cell membrane, 3D-structure,  ANK repeat","GO:0032502, GO:0051179, GO:0008152, GO:0065007, GO:0009987",GO:0005488,GO:0110165
14,D2EAC2,ZBED6_MOUSE,Zinc finger BED domain-containing protein 6 {ECO:0000303|PubMed:20016685},Mus musculus (Mouse),"cytoplasm IEA, nucleus IDA, nucleolus IDA","GO:0005730, GO:0005634, GO:0005737","metal ion binding IEA, protein dimerization activity IEA, DNA binding IEA","GO:0046983, GO:0003677, GO:0046872","negative regulation of transcription by RNA polymerase II IDA, negative regulation of transcription, DNA-templated IMP, blastocyst hatching IMP","GO:0045892, GO:0000122, GO:0001835"," Cytoplasm, Transcription regulation,  Metal-binding,  Reference proteome,  Zinc-finger,  Zinc,  Repressor,  Nucleus, Phosphoprotein,  Repeat, Alternative initiation,  DNA-binding,  Transcription","GO:0065007, GO:0032501",GO:0005488,GO:0110165
15,D3YWJ0,SLIP_MOUSE,Nuclear GTPase SLIP-GC {ECO:0000250|UniProtKB:Q68CJ6},Mus musculus (Mouse),"nuclear speck IEA, nucleus IDA","GO:0016607, GO:0005634","GTP binding IEA, GTPase activity ISO","GO:0003924, GO:0005525","cellular response to lipopolysaccharide ISO, regulation of nuclear cell cycle DNA replication ISO, somatic hypermutation of immunoglobulin genes IMP, cellular response to DNA damage stimulus IMP, negative regulation of apoptotic process ISO","GO:0071222, GO:0016446, GO:0033262, GO:0043066, GO:0006974"," Hydrolase, Coiled coil, Reference proteome,  Nucleus,  GTP-binding,  Nucleotide-binding","GO:0050896, GO:0002376, GO:0065007, GO:0009987","GO:0003824, GO:0005488",GO:0110165
16,E9PV87,TALD3_MOUSE,Protein TALPID3,Mus musculus (Mouse),"ciliary basal body ISO, centrosome IDA, cytoplasm IEA, photoreceptor inner segment IEA, centriole IBA","GO:0005737, GO:0005813, GO:0036064, GO:0001917, GO:0005814",,,"smoothened signaling pathway IMP, regulation of establishment of protein localization ISO, cilium assembly IMP","GO:0060271, GO:0007224, GO:0070201"," Cytoplasm, Cytoskeleton,  Reference proteome,  Cilium biogenesis/degradation,  Phosphoprotein, Cell projection,  Coiled coil","GO:0065007, GO:0009987",,GO:0110165
17,E9Q2Z1,CECR2_MOUSE,Cat eye syndrome critical region protein 2 homolog,Mus musculus (Mouse),"ISWI-type complex IPI, nucleus ISO, nuclear euchromatin IDA, CERF complex ISO","GO:0090537, GO:0005719, GO:0005634, GO:0031010",,,"single fertilization IMP, neural tube development IMP, neural tube closure IMP, inner ear receptor cell stereocilium organization IMP, neural fold formation IMP, execution phase of apoptosis ISO, cochlea development IMP, ATP-dependent chromatin remodeling ISO","GO:0001843, GO:0007338, GO:0060122, GO:0021915, GO:0001842, GO:0090102, GO:0097194, GO:0043044"," Methylation,  Reference proteome,  Bromodomain, Alternative splicing, Phosphoprotein,  Chromatin regulator","GO:0032502, GO:0009987, GO:0022414",,"GO:0110165, GO:0032991"
18,E9Q3E1,FT,Aldehyde dehydrogenase family 3 member B2 {ECO:0000312|MGI:MGI:2147613},Mus musculus (Mouse),lipid droplet IDA,GO:0005811,"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity IEA, aldehyde dehydrogenase (NAD+) activity IDA, 3-chloroallyl aldehyde dehydrogenase activity IBA","GO:0004028, GO:0043878, GO:0004029","cellular aldehyde metabolic process IC, ethanol catabolic process IEA","GO:0006068, GO:0006081"," Oxidoreductase,  Methylation,  Lipoprotein, Reference proteome, Lipid droplet,  Prenylation,  NAD","GO:0009987, GO:0008152",GO:0003824,GO:0110165
19,G3XA57,RFIP2_MOUSE,Rab11 family-interacting protein 2,Mus musculus (Mouse),"phagocytic cup ISO, intracellular membrane-bounded organelle ISO, endosome ISO, recycling endosome membrane IEA, nucleoplasm ISO","GO:0043231, GO:0001891, GO:0005654, GO:0005768, GO:0055038","identical protein binding ISO, protein homodimerization activity ISO, protein kinase binding ISO, Rab GTPase binding IBA","GO:0017137, GO:0042803, GO:0042802, GO:0019901","positive regulation of GTPase activity ISO, insulin secretion involved in cellular response to glucose stimulus IMP, positive regulation of protein localization to plasma membrane ISO, establishment of cell polarity ISO, phagocytosis ISO, regulated exocytosis IMP, TRAM-dependent toll-like receptor 4 signaling pathway ISO","GO:1903078, GO:0045055, GO:0043547, GO:0006909, GO:0030010, GO:0035669, GO:0035773"," Endosome, Protein transport,  Reference proteome,  Membrane,  Phosphoprotein,  Transport, Alternative splicing,  Cell membrane,  Repeat","GO:0051179, GO:0009987, GO:0065007",GO:0005488,GO:0110165
20,O08674,RBPJL_MOUSE,Recombining binding protein suppressor of hairless-like protein,Mus musculus (Mouse),"transcription regulator complex IDA, nucleus IDA","GO:0005667, GO:0005634","chromatin binding IDA, RNA polymerase II cis-regulatory region sequence-specific DNA binding IEA, sequence-specific DNA binding IBA, RNA polymerase II transcription regulatory region sequence-specific DNA binding IDA, DNA-binding transcription activator activity, RNA polymerase II-specific IDA, DNA binding IDA","GO:0000978, GO:0003682, GO:0001228, GO:0003677, GO:0000977, GO:0043565","positive regulation of transcription by RNA polymerase II IDA, positive regulation of transcription, DNA-templated IDA","GO:0045893, GO:0045944","Activator, Transcription regulation,  Reference proteome,  Nucleus,  Transcription,  DNA-binding",GO:0065007,"GO:0005488, GO:0140110","GO:0110165, GO:0032991"
21,O35409,FOLH1_MOUSE,Glutamate carboxypeptidase 2,Mus musculus (Mouse),"cell surface IEA, integral component of membrane IDA, plasma membrane IBA, integral component of plasma membrane IDA","GO:0005886, GO:0005887, GO:0009986, GO:0016021","Ac-Asp-Glu binding IEA, metallocarboxypeptidase activity IEA, tetrahydrofolyl-poly(glutamate) polymer binding IEA, metal ion binding IEA, carboxypeptidase activity IDA, peptidase activity IDA, dipeptidase activity IDA","GO:0016805, GO:0046872, GO:0004181, GO:0004180, GO:1904492, GO:1904493, GO:0008233","proteolysis IDA, positive regulation of apoptotic process ISO, folic acid-containing compound metabolic process IDA, C-terminal protein deglutamylation IEA","GO:0035609, GO:0043065, GO:0006508, GO:0006760","Calcium,  Transmembrane helix,  Dipeptidase,  Metal-binding,  Reference proteome,  Membrane,  Zinc,  Carboxypeptidase,  Phosphoprotein,  Transmembrane, Signal-anchor,  Cell membrane,  Metalloprotease, Hydrolase, Multifunctional enzyme,  Protease,  Glycoprotein","GO:0009987, GO:0065007, GO:0008152","GO:0003824, GO:0005488",GO:0110165
22,O35490,BHMT1_MOUSE,Betaine--homocysteine S-methyltransferase 1,Mus musculus (Mouse),"cytosol ISO, extracellular exosome ISO, protein-containing complex ISO","GO:0070062, GO:0005829, GO:0032991","betaine-homocysteine S-methyltransferase activity IDA, protein-containing complex binding ISO, methyltransferase activity ISO, zinc ion binding ISO","GO:0044877, GO:0008270, GO:0008168, GO:0047150","amino-acid betaine catabolic process IEA, L-methionine salvage ISO, protein methylation ISO, amino-acid betaine metabolic process ISO, methionine biosynthetic process IDA","GO:0006479, GO:0071267, GO:0006577, GO:0006579, GO:0009086"," Metal-binding,  Zinc,  Phosphoprotein, Reference proteome,  Transferase, Cytoplasm,  Methyltransferase","GO:0009987, GO:0008152","GO:0005488, GO:0003824",GO:0110165
23,O35711,LIPB2_MOUSE,Liprin-beta-2,Mus musculus (Mouse),"presynaptic active zone IBA, presynapse ISO","GO:0048786, GO:0098793",identical protein binding ISS,GO:0042802,"neuromuscular junction development IBA, synapse organization IBA","GO:0050808, GO:0007528"," Reference proteome,  Phosphoprotein, Repeat,  Coiled coil, Alternative splicing",GO:0009987,GO:0005488,GO:0110165
24,O35739,KLF9_MOUSE,Krueppel-like factor 9,Mus musculus (Mouse),"cytosol ISO, plasma membrane ISO, nuclear chromatin IBA, nucleoplasm ISO, nucleus IDA","GO:0005829, GO:0000790, GO:0005634, GO:0005886, GO:0005654","RNA polymerase II cis-regulatory region sequence-specific DNA binding IBA, metal ion binding IEA, RNA polymerase II transcription regulatory region sequence-specific DNA binding IDA, DNA binding ISS, DNA-binding transcription factor activity, RNA polymerase II-specific IBA, DNA-binding transcription activator activity, RNA polymerase II-specific IDA","GO:0000978, GO:0046872, GO:0000981, GO:0001228, GO:0003677, GO:0000977","regulation of transcription, DNA-templated IDA, cellular response to cortisol stimulus ISS, rhythmic process IEA, cellular response to thyroid hormone stimulus ISO, positive regulation of transcription by RNA polymerase II IDA, regulation of transcription by RNA polymerase II IBA, embryo implantation IDA, progesterone receptor signaling pathway IDA, negative regulation of keratinocyte proliferation ISS","GO:0050847, GO:0006357, GO:0071387, GO:0048511, GO:0045944, GO:0097067, GO:0010839, GO:0006355, GO:0007566"," Metal-binding,  Zinc,  Phosphoprotein, Reference proteome, Biological rhythms,  Nucleus,  Repeat,  Transcription,  DNA-binding,  Transcription regulation, Zinc-finger","GO:0009987, GO:0050896, GO:0065007, GO:0022414","GO:0005488, GO:0140110",GO:0110165
25,O35988,SDC4_MOUSE,Syndecan-4,Mus musculus (Mouse),"focal adhesion ISO, costamere ISO, extracellular region IEA, Golgi lumen TAS, membrane raft ISO, integral component of membrane IEA, cell surface IDA","GO:0005576, GO:0005796, GO:0009986, GO:0016021, GO:0043034, GO:0045121, GO:0005925","identical protein binding ISO, fibronectin binding ISO, thrombospondin receptor activity ISO, protein kinase C binding ISO","GO:0001968, GO:0070053, GO:0005080, GO:0042802","positive regulation of exosomal secretion ISO, positive regulation of protein kinase activity ISO, cell migration IBA, positive regulation of stress fiber assembly ISO, wound healing IGI, neural tube closure IGI, regulation of fibroblast migration IMP, negative regulation of T cell proliferation ISO, positive regulation of focal adhesion assembly ISO, positive regulation of extracellular exosome assembly ISO, inner ear receptor cell stereocilium organization IGI, ureteric bud development IEA","GO:0010762, GO:0001843, GO:0016477, GO:0051894, GO:0045860, GO:0042060, GO:1903553, GO:0060122, GO:0051496, GO:0001657, GO:0042130, GO:1903543"," Proteoglycan,  Transmembrane helix,  Reference proteome, Secreted,  Membrane,  Transmembrane, Glycoprotein,  Signal,  Heparan sulfate","GO:0032502, GO:0050896, GO:0040011, GO:0009987, GO:0065007","GO:0005488, GO:0060089",GO:0110165
26,O54825,BYST_MOUSE,Bystin,Mus musculus (Mouse),"nucleus IBA, cell projection ISO, intracellular membrane-bounded organelle ISO, preribosome, small subunit precursor IBA, apical part of cell IDA, cytoplasmic microtubule ISO, nucleolus IDA, nucleoplasm ISO, perinuclear region of cytoplasm ISO, cytoplasm IDA","GO:0043231, GO:0005730, GO:0005737, GO:0045177, GO:0005634, GO:0048471, GO:0042995, GO:0005654, GO:0005881, GO:0030688",snoRNA binding IBA,GO:0030515,"rRNA processing IBA, blastocyst formation IMP, trophectodermal cell differentiation IMP, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) IMP, cell population proliferation IMP, in utero embryonic development IMP","GO:0006364, GO:0001701, GO:0001829, GO:0008283, GO:0001825, GO:0000462"," Methylation,  Reference proteome,  Phosphoprotein, Cytoplasm,  Nucleus, Ribosome biogenesis","GO:0032502, GO:0009987, GO:0008152, GO:0032501",GO:0005488,"GO:0110165, GO:0032991"
27,O54834,RHG06_MOUSE,Rho GTPase-activating protein 6,Mus musculus (Mouse),"actin cytoskeleton IDA, cytoplasm ISO, cytosol ISO","GO:0005829, GO:0015629, GO:0005737","SH3 domain binding IEA, phospholipase binding ISO, phospholipase activator activity ISO, GTPase activator activity IDA","GO:0043274, GO:0016004, GO:0017124, GO:0005096","focal adhesion assembly IDA, actin filament organization IDA, negative regulation of stress fiber assembly ISO, activation of phospholipase C activity ISO, regulation of GTPase activity IDA, positive regulation of phospholipase activity ISO, negative regulation of focal adhesion assembly ISO, positive regulation of GTPase activity IDA, signal transduction IEA","GO:0048041, GO:0007165, GO:0043087, GO:0007202, GO:0007015, GO:0051497, GO:0010518, GO:0051895, GO:0043547"," Cytoplasm,  GTPase activation,  Phosphoprotein, Reference proteome,  SH3-binding, Alternative splicing","GO:0065007, GO:0009987","GO:0098772, GO:0005488",GO:0110165
28,O70152,DPM1_MOUSE,Dolichol-phosphate mannosyltransferase subunit 1,Mus musculus (Mouse),"endoplasmic reticulum membrane ISS, dolichol-phosphate-mannose synthase complex ISO, endoplasmic reticulum ISO, intracellular membrane-bounded organelle ISO, membrane ISO","GO:0043231, GO:0005783, GO:0016020, GO:0033185, GO:0005789","dolichyl-phosphate-mannose-protein mannosyltransferase activity ISS, dolichyl-phosphate beta-D-mannosyltransferase activity IMP, mannose binding ISO, alcohol binding ISO","GO:0043178, GO:0005537, GO:0004169, GO:0004582","GPI anchor biosynthetic process IMP, protein O-linked mannosylation ISS, dolichol metabolic process IMP, protein mannosylation ISS, GDP-mannose metabolic process ISO","GO:0035268, GO:0006506, GO:0019348, GO:0035269, GO:0019673"," Phosphoprotein, Reference proteome,  Transferase,  Glycosyltransferase,  Endoplasmic reticulum, Acetylation","GO:0009987, GO:0008152","GO:0005488, GO:0003824","GO:0110165, GO:0032991"
29,O88520,SHOC2_MOUSE,Leucine-rich repeat protein SHOC-2,Mus musculus (Mouse),"cytosol ISO, nucleus ISS, protein phosphatase type 1 complex ISS, cytoplasm ISS, nucleoplasm ISO","GO:0005829, GO:0005737, GO:0005634, GO:0005654, GO:0000164","protein phosphatase binding ISS, protein phosphatase 1 binding ISO","GO:0019903, GO:0008157","signal transduction IBA, positive regulation of Ras protein signal transduction ISS","GO:0046579, GO:0007165"," Leucine-rich repeat,  Reference proteome, Cytoplasm,  Repeat,  Nucleus","GO:0009987, GO:0065007",GO:0005488,"GO:0110165, GO:0032991"
30,O88689,FT,Protocadherin alpha-4 {ECO:0000305},Mus musculus (Mouse),"synapse IDA, integral component of plasma membrane IBA, membrane IDA, endoplasmic reticulum IDA","GO:0005783, GO:0005887, GO:0045202, GO:0016020","identical protein binding IDA, calcium ion binding IDA","GO:0005509, GO:0042802","cell adhesion IBA, homophilic cell adhesion via plasma membrane adhesion molecules IC","GO:0007156, GO:0007155"," Alternative splicing,  Transmembrane helix,  Metal-binding,  Reference proteome,  Membrane, Repeat,  Transmembrane, Disulfide bond,  Cell membrane, 3D-structure,  Calcium,  Signal,  Glycoprotein,  Cell adhesion","GO:0009987, GO:0022610",GO:0005488,GO:0110165
31,O88947,FT,Coagulation factor X,Mus musculus (Mouse),"endoplasmic reticulum ISO, extracellular space IBA, intracellular membrane-bounded organelle ISO, membrane ISO","GO:0043231, GO:0005783, GO:0005615, GO:0016020","phospholipid binding ISO, calcium ion binding IEA, serine-type endopeptidase activity ISO","GO:0005543, GO:0004252, GO:0005509","blood coagulation ISO, positive regulation of protein kinase B signaling ISO","GO:0007596, GO:0051897","Blood coagulation,  Gamma-carboxyglutamic acid,  Hydrolase,  Zymogen,  EGF-like domain,  Reference proteome,  Cleavage on pair of basic residues,  Hydroxylation, Disulfide bond, Hemostasis,  Repeat,  Calcium,  Signal,  Protease,  Glycoprotein,  Serine protease, Secreted","GO:0065007, GO:0032501","GO:0005488, GO:0003824",GO:0110165
