Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
Q80YX1,FT,Tenascin,Mus musculus (Mouse),"extracellular matrix ISO, perisynaptic extracellular matrix IDA, basement membrane IDA, collagen-containing extracellular matrix HDA, extracellular region IDA, interstitial matrix IDA","GO:0005614, GO:0005604, GO:0062023, GO:0098966, GO:0031012, GO:0005576","syndecan binding ISO, fibronectin binding ISO","GO:0045545, GO:0001968","response to fibroblast growth factor IEA, bud outgrowth involved in lung branching ISO, cellular response to vitamin D IEA, peripheral nervous system axon regeneration IMP, response to mechanical stimulus IEA, cellular response to retinoic acid IEA, odontogenesis of dentin-containing tooth IEA, negative regulation of cell adhesion ISO, positive regulation of gene expression IDA, positive regulation of cell population proliferation IDA, response to ethanol IEA, cell adhesion IEA, mesenchymal-epithelial cell signaling involved in prostate gland development IMP, prostate gland epithelium morphogenesis IMP, wound healing IEA, cellular response to prostaglandin D stimulus IEA, neuron projection development ISO, neuromuscular junction development IMP","GO:0007155, GO:0071799, GO:0042475, GO:0045471, GO:0071300, GO:0071305, GO:0008284, GO:0009612, GO:0060447, GO:0007528, GO:0042060, GO:0060739, GO:0014012, GO:0060740, GO:0007162, GO:0031175, GO:0010628, GO:0071774"," Repeat,  Cell adhesion,  Extracellular matrix,  Signal,  Glycoprotein, EGF-like domain, Alternative splicing,  Phosphoprotein,  Coiled coil, Reference proteome,  Secreted,  Disulfide bond"
P97300,FT,Neuroplastin,Mus musculus (Mouse),"dendrite IDA, integral component of membrane IEA, presynaptic membrane ISS, axon IBA, plasma membrane IBA, immunological synapse IDA, postsynaptic density IEA","GO:0001772, GO:0030424, GO:0016021, GO:0030425, GO:0005886, GO:0014069, GO:0042734","type 1 fibroblast growth factor receptor binding ISS, cell adhesion molecule binding ISS, cell-cell adhesion mediator activity IBA","GO:0005105, GO:0098632, GO:0050839","positive regulation of cytosolic calcium ion concentration ISS, positive regulation of neuron projection development ISS, homophilic cell adhesion via plasma membrane adhesion molecules ISS, cellular calcium ion homeostasis IMP, positive regulation of fibroblast growth factor receptor signaling pathway ISS, positive regulation of protein phosphorylation ISS, negative regulation of cytokine production IMP, regulation of receptor localization to synapse IMP, positive regulation of long-term neuronal synaptic plasticity ISS, excitatory synapse assembly IMP, modulation of chemical synaptic transmission IMP, dendrite self-avoidance IBA, long-term synaptic potentiation ISS, axon guidance IBA, synapse organization IMP","GO:1904861, GO:0001934, GO:0001818, GO:0050808, GO:0050804, GO:0007156, GO:0010976, GO:0070593, GO:1902683, GO:0060291, GO:0045743, GO:0048170, GO:0006874, GO:0007411, GO:0007204"," Repeat,  Transmembrane,  Cell junction,  Cell membrane,  Synapse,  Membrane,  Glycoprotein, Immunoglobulin domain, Alternative splicing,  Neurogenesis, Direct protein sequencing,  Reference proteome, Signal,  Cell adhesion,  Transmembrane helix,  Disulfide bond"
P20152,VIME_MOUSE,Vimentin,Mus musculus (Mouse),"cell leading edge IDA, nuclear matrix IEA, intermediate filament cytoskeleton ISO, cell body ISO, axon ISO, neuron projection IDA, cell projection IDA, polysome ISO, intermediate filament IDA, perinuclear region of cytoplasm ISO, plasma membrane IDA, cytoplasm IDA, phagocytic vesicle IDA, ribonucleoprotein complex ISO, cytoskeleton ISO, type III intermediate filament TAS, peroxisome ISO, cytosol ISO","GO:0016363, GO:0030424, GO:0045111, GO:0005777, GO:0044297, GO:0005844, GO:0005882, GO:0043005, GO:0045335, GO:0031252, GO:0005886, GO:1990904, GO:0048471, GO:0005829, GO:0042995, GO:0005737, GO:0005856, GO:0045098","protein kinase binding ISO, protein domain specific binding ISO, protein phosphatase 2A binding ISO, scaffold protein binding ISO, structural constituent of cytoskeleton IMP, double-stranded RNA binding ISO, identical protein binding ISO, kinase binding ISO, keratin filament binding ISO, structural constituent of eye lens IDA","GO:0051721, GO:0019904, GO:0019901, GO:0097110, GO:0005200, GO:0003725, GO:1990254, GO:0042802, GO:0005212, GO:0019900","Bergmann glial cell differentiation IMP, intermediate filament organization IMP, regulation of axonogenesis ISO, intermediate filament-based process IMP, astrocyte development IGI, cellular response to lipopolysaccharide ISS, SMAD protein signal transduction IDA, regulation of mRNA stability ISO, cellular response to muramyl dipeptide ISS, lens fiber cell development IDA, positive regulation of gene expression IMP, positive regulation of glial cell proliferation ISO, positive regulation of translation ISO, positive regulation of collagen biosynthetic process ISO, regulation of Schwann cell migration ISO, cellular response to interferon-gamma IDA, negative regulation of neuron projection development IGI","GO:0043488, GO:0071222, GO:0071225, GO:0071346, GO:0050770, GO:0014002, GO:0045109, GO:0045727, GO:0060020, GO:0010977, GO:0032967, GO:0070307, GO:0060252, GO:0045103, GO:0010628, GO:0060395, GO:1900147"," Intermediate filament,  Nucleus,  Cytoplasm,  Ubl conjugation,  Cell membrane, S-nitrosylation,  Membrane,  Glycoprotein,  Reference proteome, Acetylation, Direct protein sequencing,  Phosphoprotein,  Coiled coil, Isopeptide bond,  Cytoskeleton"
P70404,IDHG1_MOUSE,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",Mus musculus (Mouse),"nucleolus ISO, mitochondrion HDA","GO:0005730, GO:0005739","ATP binding IEA, magnesium ion binding ISS, isocitrate dehydrogenase (NAD+) activity ISS, NAD binding IEA","GO:0004449, GO:0000287, GO:0051287, GO:0005524","NADH metabolic process ISO, negative regulation of growth ISO, isocitrate metabolic process ISS, 2-oxoglutarate metabolic process ISO, tricarboxylic acid cycle ISO","GO:0006102, GO:0006103, GO:0045926, GO:0006734, GO:0006099","Reference proteome,  Tricarboxylic acid cycle,  ATP-binding,  Transit peptide, Metal-binding,  Manganese,  Direct protein sequencing, Acetylation,  Phosphoprotein,  Magnesium,  Nucleotide-binding,  Mitochondrion"
P63325,RS10_MOUSE,40S ribosomal protein S10,Mus musculus (Mouse),"cytosolic small ribosomal subunit ISO, nucleolus ISS, cytosol ISO","GO:0022627, GO:0005730, GO:0005829","RNA binding IBA, structural constituent of ribosome ISO, tRNA binding ISO","GO:0003735, GO:0000049, GO:0003723",ribosomal small subunit assembly IBA,GO:0000028," Nucleus,  Ubl conjugation,  Ribosomal protein,  Methylation,  Isopeptide bond,  Phosphoprotein,  Ribonucleoprotein, Reference proteome, Cytoplasm"
Q8K310,MATR3_MOUSE,Matrin-3,Mus musculus (Mouse),"cytoplasm ISO, nuclear matrix ISO, nucleus IDA","GO:0016363, GO:0005634, GO:0005737","zinc ion binding IEA, mRNA binding IBA, identical protein binding ISO, miRNA binding ISS","GO:0042802, GO:0035198, GO:0008270, GO:0003729","heart valve development IMP, blastocyst formation IMP, innate immune response IEA, posttranscriptional regulation of gene expression ISO, activation of innate immune response ISO, ventricular septum development IMP, regulation of translation IBA","GO:0001825, GO:0003281, GO:0006417, GO:0045087, GO:0002218, GO:0003170, GO:0010608","Innate immunity,  Nucleus,  Repeat, Zinc-finger,  Ubl conjugation,  Acetylation,  Direct protein sequencing,  Metal-binding, 3D-structure,  Isopeptide bond,  Phosphoprotein,  Zinc, Reference proteome,  RNA-binding,  Immunity"
Q8K0T0,RTN1_MOUSE,Reticulon-1,Mus musculus (Mouse),"Golgi membrane ISO, endoplasmic reticulum membrane ISO, integral component of membrane IEA, smooth endoplasmic reticulum ISO, endoplasmic reticulum IDA","GO:0016021, GO:0005783, GO:0000139, GO:0005789, GO:0005790",,,,,"Transmembrane helix,  Transmembrane,  Golgi apparatus, Membrane,  Endoplasmic reticulum,  Reference proteome, Direct protein sequencing,  Phosphoprotein"
Q9CPQ8,ATP5L_MOUSE,"ATP synthase subunit g, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"mitochondrial proton-transporting ATP synthase complex ISS, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) ISO, mitochondrial inner membrane HDA, mitochondrion HDA","GO:0000276, GO:0005743, GO:0005739, GO:0005753","proton-exporting ATPase activity, phosphorylative mechanism ISO",GO:0008553,"ATP synthesis coupled proton transport ISO, ATP metabolic process ISO, mitochondrial ATP synthesis coupled proton transport ISO","GO:0015986, GO:0042776, GO:0046034"," ATP synthesis,  Ion transport,  CF(0),  Transport,  Direct protein sequencing,  Membrane,  Reference proteome, Acetylation, Hydrogen ion transport, Mitochondrion inner membrane,  Mitochondrion"
P63044,VAMP2_MOUSE,Vesicle-associated membrane protein 2,Mus musculus (Mouse),"neuron projection terminus ISO, secretory granule membrane TAS, voltage-gated potassium channel complex IEA, SNARE complex IDA, cytoplasmic vesicle membrane IDA, intracellular organelle ISO, integral component of synaptic vesicle membrane ISO, vesicle IDA, synaptobrevin 2-SNAP-25-syntaxin-1a complex IDA, clathrin-coated vesicle ISS, cytoplasm IDA, neuron projection ISO, membrane ISS, synaptic vesicle membrane IDA, cytoplasmic vesicle IDA, synaptic vesicle IDA, synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex ISO, synapse IDA, trans-Golgi network IDA, secretory granule IDA, perinuclear region of cytoplasm IDA, storage vacuole IDA, intracellular membrane-bounded organelle ISO, plasma membrane IDA, synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex ISO, zymogen granule membrane IDA","GO:0030667, GO:0005886, GO:0031410, GO:0008021, GO:0070044, GO:0070033, GO:0043231, GO:0008076, GO:0030672, GO:0016020, GO:0005802, GO:0048471, GO:0030659, GO:0043005, GO:0030141, GO:0044306, GO:0030136, GO:0045202, GO:0030285, GO:0042589, GO:0031201, GO:0070032, GO:0043229, GO:0031982, GO:0005737, GO:0000322","calcium-dependent protein binding ISS, protein C-terminus binding ISO, syntaxin-1 binding IDA, calmodulin binding IDA, SNAP receptor activity IBA, myosin binding ISO, identical protein binding ISO, phospholipid binding IDA, syntaxin binding IPI, SNARE binding IDA, protein-containing complex binding ISO, ion channel binding ISO","GO:0048306, GO:0005543, GO:0000149, GO:0044325, GO:0005516, GO:0017022, GO:0005484, GO:0042802, GO:0019905, GO:0017075, GO:0044877, GO:0008022","response to glucose ISO, regulation of vesicle-mediated transport IMP, regulated exocytosis IDA, regulation of synaptic vesicle recycling ISO, vesicle fusion ISS, Golgi to plasma membrane protein transport IMP, positive regulation of intracellular protein transport IMP, regulation of calcium ion-dependent exocytosis TAS, eosinophil degranulation ISO, exocytic insertion of neurotransmitter receptor to postsynaptic membrane IMP, SNARE complex assembly ISO, synaptic vesicle endocytosis IMP, long-term synaptic potentiation IMP, membrane fusion IMP, cellular response to insulin stimulus IDA, protein-containing complex assembly ISO, regulation of delayed rectifier potassium channel activity ISS, hormone secretion IDA, synaptic vesicle exocytosis IMP, regulation of exocytosis IDA, calcium-ion regulated exocytosis IDA, vesicle-mediated transport ISO, protein transport ISO","GO:0090316, GO:0060627, GO:0065003, GO:0017158, GO:0098967, GO:0046879, GO:0043308, GO:1903421, GO:0035493, GO:0017156, GO:0016079, GO:0061025, GO:1902259, GO:0043001, GO:0032869, GO:0006906, GO:0015031, GO:0016192, GO:0017157, GO:0009749, GO:0045055, GO:0060291, GO:0048488"," Transmembrane, Cytoplasmic vesicle,  Cell junction,  Cell membrane,  Synapse,  Direct protein sequencing,  Membrane, Acetylation,  Phosphoprotein,  Coiled coil, Reference proteome,  Transmembrane helix"
Q8VDQ8,SIR2_MOUSE,NAD-dependent protein deacetylase sirtuin-2,Mus musculus (Mouse),"terminal loop ISO, glutamatergic synapse ISO, mitotic spindle ISS, cytosol ISS, myelin sheath IDA, glial cell projection ISS, cytoplasm IDA, Schmidt-Lanterman incisure IDA, chromosome ISS, myelin sheath abaxonal region ISO, midbody IDA, nucleolus ISO, growth cone IEA, juxtaparanode region of axon ISS, meiotic spindle IDA, mitochondrion IDA, perikaryon IDA, plasma membrane ISO, lateral loop ISS, paranode region of axon ISS, perinuclear region of cytoplasm IDA, centriole ISS, microtubule ISS, nuclear heterochromatin ISS, spindle ISS, nucleus IDA, paranodal junction IDA, centrosome ISS","GO:0005874, GO:0005886, GO:0005813, GO:0005814, GO:0072687, GO:0005739, GO:0030426, GO:0005819, GO:0097386, GO:0033010, GO:0044224, GO:0005829, GO:0048471, GO:0005720, GO:0033270, GO:0005634, GO:0072686, GO:0005694, GO:0005730, GO:0043204, GO:0043219, GO:0043209, GO:0098978, GO:0035748, GO:0097456, GO:0030496, GO:0005737, GO:0043220","protein deacetylase activity IDA, zinc ion binding ISO, transcription factor binding IPI, tubulin deacetylase activity IMP, ubiquitin binding ISS, NAD-dependent histone deacetylase activity ISS, NAD-dependent histone deacetylase activity (H4-K16 specific) ISS, histone deacetylase binding ISS, NAD+ ADP-ribosyltransferase activity IEA, histone acetyltransferase binding ISS, histone deacetylase activity IMP, chromatin binding ISS, NAD-dependent protein deacetylase activity ISS, NAD+ binding ISO","GO:0043130, GO:0003950, GO:0017136, GO:0046970, GO:0034979, GO:0033558, GO:0070403, GO:0003682, GO:0004407, GO:0042903, GO:0008270, GO:0008134, GO:0035035, GO:0042826","cellular response to caloric restriction IDA, negative regulation of apoptotic process ISO, negative regulation of autophagy ISS, positive regulation of attachment of spindle microtubules to kinetochore IMP, protein deacetylation IDA, regulation of postsynaptic neurotransmitter receptor internalization ISO, cellular response to oxidative stress IDA, regulation of cell cycle ISS, negative regulation of peptidyl-threonine phosphorylation IMP, negative regulation of cell population proliferation IMP, negative regulation of striated muscle tissue development ISS, negative regulation of transcription by RNA polymerase II IMP, histone H3 deacetylation IMP, peptidyl-lysine deacetylation ISS, positive regulation of oocyte maturation IMP, negative regulation of protein catabolic process ISS, proteasome-mediated ubiquitin-dependent protein catabolic process ISS, cellular response to epinephrine stimulus IDA, negative regulation of fat cell differentiation IMP, negative regulation of reactive oxygen species metabolic process IMP, positive regulation of meiotic nuclear division IMP, positive regulation of cell division IMP, tubulin deacetylation IMP, cellular lipid catabolic process IMP, cellular response to hypoxia ISS, autophagy IEA, negative regulation of defense response to bacterium IMP, protein kinase B signaling ISS, negative regulation of oligodendrocyte differentiation ISO, cell division IEA, histone H4 deacetylation IMP, regulation of fat cell differentiation IMP, meiotic cell cycle IEA, positive regulation of execution phase of apoptosis IMP, negative regulation of oligodendrocyte progenitor proliferation ISS, negative regulation of NLRP3 inflammasome complex assembly IMP, phosphatidylinositol 3-kinase signaling ISS, negative regulation of transcription, DNA-templated ISS, positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia ISS, protein ADP-ribosylation IEA, positive regulation of DNA binding IDA, regulation of myelination IMP, cellular response to molecule of bacterial origin ISS, hepatocyte growth factor receptor signaling pathway ISS, positive regulation of transcription by RNA polymerase II IMP, cellular response to hepatocyte growth factor stimulus ISS, myelination in peripheral nervous system IMP, positive regulation of proteasomal ubiquitin-dependent protein catabolic process IMP, negative regulation of transcription from RNA polymerase II promoter in response to hypoxia ISS, histone deacetylation IGI","GO:0070446, GO:0044242, GO:0051726, GO:0090042, GO:0042177, GO:0099149, GO:0051301, GO:0006914, GO:0043491, GO:0048715, GO:2000378, GO:0051781, GO:0045836, GO:0010801, GO:0043388, GO:0043066, GO:0034599, GO:0016575, GO:0051987, GO:0043161, GO:0045599, GO:0070933, GO:1900226, GO:0022011, GO:0070932, GO:0045843, GO:0045944, GO:0035729, GO:0006476, GO:0034983, GO:0051321, GO:1900119, GO:0061428, GO:0006471, GO:0071456, GO:0045598, GO:0071219, GO:1900425, GO:0000122, GO:0061433, GO:0014065, GO:0008285, GO:0071872, GO:1900195, GO:2000777, GO:0048012, GO:0031641, GO:0010507, GO:0045892, GO:0032436","Differentiation,  Cell division,  Cytoplasm,  Ubl conjugation,  Meiosis,  Mitosis,  Alternative splicing, Transcription regulation,  Microtubule, Metal-binding,  Autophagy,  Cell projection,  Transferase, Acetylation,  Zinc,  Nucleus, Phosphoprotein,  Transcription,  Direct protein sequencing,  Chromosome,  Membrane,  Neurogenesis, Cell membrane,  Cell cycle,  NAD,  Reference proteome,  Cytoskeleton"
Q99K48,NONO_MOUSE,Non-POU domain-containing octamer-binding protein,Mus musculus (Mouse),"nucleoplasm ISO, nuclear matrix ISO, fibrillar center ISO, RNA polymerase II transcription regulator complex IDA, nuclear speck IEA, paraspeckles ISO, nucleus IDA","GO:0001650, GO:0016607, GO:0005654, GO:0005634, GO:0042382, GO:0090575, GO:0016363","nucleic acid binding IBA, RNA polymerase II cis-regulatory region sequence-specific DNA binding IDA, chromatin binding IDA, identical protein binding ISO, E-box binding IDA, transcription regulatory region sequence-specific DNA binding IBA, RNA binding IEA","GO:0003723, GO:0003676, GO:0000978, GO:0003682, GO:0042802, GO:0000976, GO:0070888","regulation of circadian rhythm IMP, DNA repair IEA, DNA recombination IEA, innate immune response IEA, activation of innate immune response ISO, regulation of transcription, DNA-templated IBA, mRNA splicing, via spliceosome IBA, circadian rhythm ISS, negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway ISO, negative regulation of transcription, DNA-templated IDA","GO:0006281, GO:0007623, GO:0000398, GO:0006310, GO:0042752, GO:0045087, GO:1903377, GO:0002218, GO:0006355, GO:0045892"," Transcription regulation,  Ubl conjugation,  mRNA splicing,  Activator,  Alternative splicing,  RNA-binding,  Repressor, DNA recombination,  DNA-binding,  Coiled coil,  Immunity,  Nucleus, Phosphoprotein,  Innate immunity,  DNA repair,  Acetylation,  Direct protein sequencing, Biological rhythms, 3D-structure, Transcription, Isopeptide bond,  DNA damage,  Repeat,  mRNA processing,  Reference proteome,  Methylation"
P20917,FT,Myelin-associated glycoprotein,Mus musculus (Mouse),"plasma membrane ISS, myelin sheath adaxonal region IDA, mesaxon ISO, compact myelin ISO, membrane raft IEA, myelin sheath IDA, integral component of plasma membrane IDA, cytoplasm ISO, Schmidt-Lanterman incisure IDA, paranode region of axon IDA","GO:0097453, GO:0043220, GO:0043209, GO:0043218, GO:0005886, GO:0045121, GO:0005887, GO:0033270, GO:0005737, GO:0035749","protein kinase binding ISO, carbohydrate binding IEA, sialic acid binding IDA, ganglioside GT1b binding IMP, signaling receptor binding ISO, protein homodimerization activity IPI","GO:0030246, GO:0033691, GO:0005102, GO:0019901, GO:0042803, GO:1905576","positive regulation of astrocyte differentiation ISO, negative regulation of neuron differentiation ISO, negative regulation of neuron projection development IMP, negative regulation of axon extension ISS, positive regulation of myelination IMP, axon regeneration IGI, central nervous system myelination IMP, transmission of nerve impulse IMP, negative regulation of neuron apoptotic process IMP, cell adhesion ISS, cellular response to mechanical stimulus IEA, cell-cell adhesion via plasma-membrane adhesion molecules ISS","GO:0045665, GO:0007155, GO:0098742, GO:0048711, GO:0030517, GO:0022010, GO:0043524, GO:0031643, GO:0010977, GO:0071260, GO:0019226, GO:0031103"," Reference proteome,  Signal,  Repeat,  Transmembrane helix,  Ubl conjugation,  Cell membrane,  Lipid-binding,  Membrane,  Glycoprotein, Immunoglobulin domain,  Lipoprotein, Palmitate, Direct protein sequencing, 3D-structure,  Alternative splicing,  Phosphoprotein,  Cell adhesion,  Lectin, Transmembrane,  Disulfide bond"
Q9CQV8,1433B_MOUSE,14-3-3 protein beta/alpha,Mus musculus (Mouse),"nucleus ISO, perinuclear region of cytoplasm ISO, protein-containing complex ISO, cytosol ISO, cytoplasm ISO, transcription repressor complex ISO, melanosome IEA","GO:0005634, GO:0017053, GO:0042470, GO:0048471, GO:0005829, GO:0032991, GO:0005737","protein domain specific binding IDA, phosphoprotein binding ISO, protein C-terminus binding ISO, phosphoserine residue binding ISO, enzyme binding ISO, histone deacetylase binding ISO, identical protein binding ISO, protein-containing complex binding ISO","GO:0050815, GO:0019899, GO:0019904, GO:0051219, GO:0042802, GO:0044877, GO:0008022, GO:0042826","cytoplasmic sequestering of protein ISO, protein targeting IDA, negative regulation of G protein-coupled receptor signaling pathway ISS, negative regulation of protein dephosphorylation ISO, positive regulation of catalytic activity ISO, negative regulation of transcription, DNA-templated ISO","GO:0045744, GO:0043085, GO:0051220, GO:0045892, GO:0006605, GO:0035308"," Cytoplasm,  Ubl conjugation,  Acetylation,  Alternative initiation,  Phosphoprotein,  Nitration, Direct protein sequencing, 3D-structure,  Isopeptide bond, Reference proteome"
P17742,PPIA_MOUSE,Peptidyl-prolyl cis-trans isomerase A,Mus musculus (Mouse),"cytoplasm ISS, cytosol ISS, intracellular membrane-bounded organelle IBA, nucleus ISS, myelin sheath HDA, extracellular space HDA, protein-containing complex ISO, extracellular region ISS","GO:0005615, GO:0005634, GO:0043231, GO:0043209, GO:0005829, GO:0032991, GO:0005576, GO:0005737","integrin binding IDA, heparan sulfate binding ISS, cyclosporin A binding ISS, peptidyl-prolyl cis-trans isomerase activity IMP","GO:1904399, GO:0005178, GO:0003755, GO:0016018","platelet aggregation IMP, cellular response to oxidative stress ISS, activation of MAPK activity ISS, lipid droplet organization ISO, negative regulation of protein phosphorylation ISS, activation of protein kinase B activity ISS, neutrophil chemotaxis ISS, regulation of apoptotic signaling pathway ISS, positive regulation of NF-kappaB transcription factor activity ISS, positive regulation of protein phosphorylation ISS, negative regulation of protein K48-linked ubiquitination ISS, negative regulation of protein kinase activity ISS, neuron differentiation IMP, apoptotic process ISS, leukocyte chemotaxis ISS, platelet activation IMP, endothelial cell activation ISS, positive regulation of protein dephosphorylation ISS, cell adhesion molecule production ISS, protein peptidyl-prolyl isomerization ISS, negative regulation of stress-activated MAPK cascade ISS, positive regulation of viral genome replication ISO, protein folding IBA, positive regulation of protein secretion ISO, negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway ISS, regulation of viral genome replication ISS","GO:0070527, GO:0000187, GO:0030595, GO:2001233, GO:0030593, GO:0006457, GO:0030182, GO:0034389, GO:0001934, GO:0042118, GO:0034599, GO:0006469, GO:0032873, GO:0001933, GO:0030168, GO:1902176, GO:0032148, GO:0000413, GO:0035307, GO:0060352, GO:0045069, GO:0006915, GO:0061944, GO:0045070, GO:0051092, GO:0050714"," Rotamase, Reference proteome,  Nucleus,  Cytoplasm,  Ubl conjugation,  Acetylation,  Direct protein sequencing,  Phosphoprotein, 3D-structure,  Isomerase,  Isopeptide bond,  Apoptosis, Glycoprotein,  Secreted"
Q9D855,QCR7_MOUSE,Cytochrome b-c1 complex subunit 7,Mus musculus (Mouse),"mitochondrial respiratory chain complex III IBA, mitochondrion IDA, mitochondrial inner membrane HDA","GO:0005750, GO:0005743, GO:0005739",,,"aerobic respiration IBA, mitochondrial electron transport, ubiquinol to cytochrome c IBA, mitochondrial respiratory chain complex III assembly IBA","GO:0009060, GO:0034551, GO:0006122"," Mitochondrion inner membrane, Mitochondrion,  Direct protein sequencing,  Membrane,  Reference proteome, Acetylation, Respiratory chain,  Transport,  Electron transport"
Q4KMM3,OXR1_MOUSE,Oxidation resistance protein 1,Mus musculus (Mouse),"mitochondrion HDA, nucleus IBA, nucleolus IDA","GO:0005730, GO:0005634, GO:0005739",oxidoreductase activity IDA,GO:0016491,"negative regulation of cellular response to oxidative stress IDA, neuron apoptotic process IMP, adult walking behavior IMP, cellular response to hydroperoxide IMP, negative regulation of neuron apoptotic process IMP, negative regulation of oxidative stress-induced neuron death IDA, response to oxidative stress IBA, negative regulation of peptidyl-cysteine S-nitrosylation IDA","GO:1900408, GO:1903204, GO:0043524, GO:0007628, GO:0006979, GO:0071447, GO:0051402, GO:1902083"," Nucleus, Alternative splicing,  Phosphoprotein, Reference proteome,  Mitochondrion"
Q9D0K2,SCOT1_MOUSE,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",Mus musculus (Mouse),"mitochondrial matrix IEA, mitochondrion HDA, nucleoplasm ISO","GO:0005759, GO:0005654, GO:0005739","identical protein binding ISO, 3-oxoacid CoA-transferase activity IDA, CoA-transferase activity IBA","GO:0008410, GO:0008260, GO:0042802","heart development IEA, brain development IEA, response to starvation IEA, response to activity IEA, response to nutrient IEA, response to hormone IEA, adipose tissue development IEA, positive regulation of insulin secretion involved in cellular response to glucose stimulus ISO, response to ethanol IEA, ketone body catabolic process IMP, ketone catabolic process IMP, cellular ketone body metabolic process IDA, response to drug IEA","GO:0046950, GO:0007507, GO:0035774, GO:0045471, GO:0009725, GO:0046952, GO:0042594, GO:0007420, GO:0042182, GO:0042493, GO:0060612, GO:0007584, GO:0014823"," Transit peptide,  Transferase, Direct protein sequencing,  Phosphoprotein, Reference proteome,  Mitochondrion"
P97765,WBP2_MOUSE,WW domain-binding protein 2,Mus musculus (Mouse),"cytoplasm ISS, nucleus ISS, nuclear chromatin ISO","GO:0000790, GO:0005634, GO:0005737","transcription coactivator activity ISS, estrogen receptor binding ISO, chromatin DNA binding ISO, RNA polymerase II cis-regulatory region sequence-specific DNA binding ISO","GO:0030331, GO:0031490, GO:0003713, GO:0000978","establishment of protein localization ISO, positive regulation of intracellular estrogen receptor signaling pathway ISS, positive regulation of histone H3-K14 acetylation ISO, progesterone receptor signaling pathway ISS, response to estrogen ISS, cellular response to estrogen stimulus ISO, positive regulation of gene expression, epigenetic ISO, positive regulation of transcription by RNA polymerase II ISO, positive regulation of transcription, DNA-templated IBA, response to progesterone ISS","GO:0045944, GO:0050847, GO:0071442, GO:0032570, GO:0071391, GO:0043627, GO:0045184, GO:0045815, GO:0045893, GO:0033148"," Nucleus,  Repeat,  Cytoplasm, Alternative splicing,  Phosphoprotein, Reference proteome"
P99029,FT,"Peroxiredoxin-5, mitochondrial",Mus musculus (Mouse),"cytoplasm ISS, peroxisomal matrix ISS, nucleus ISO, intracellular membrane-bounded organelle ISO, perinuclear region of cytoplasm ISO, mitochondrion HDA, cytoplasmic vesicle ISO, peroxisome ISO, cytosol ISO","GO:0005739, GO:0043231, GO:0005634, GO:0005777, GO:0031410, GO:0005782, GO:0048471, GO:0005829, GO:0005737","peroxidase activity ISO, antioxidant activity ISS, signaling receptor binding ISS, thioredoxin peroxidase activity ISO, peroxiredoxin activity ISO, cysteine-type endopeptidase inhibitor activity involved in apoptotic process ISO, RNA polymerase III transcription regulatory region sequence-specific DNA binding ISO, peroxynitrite reductase activity ISO","GO:0043027, GO:0005102, GO:0008379, GO:0072541, GO:0001016, GO:0051920, GO:0004601, GO:0016209","cell redox homeostasis IBA, regulation of apoptosis involved in tissue homeostasis ISO, negative regulation of apoptotic process ISO, negative regulation of transcription by RNA polymerase III ISO, negative regulation of oxidoreductase activity ISO, hydrogen peroxide catabolic process ISS, cellular response to reactive oxygen species ISO, cellular response to oxidative stress IBA, reactive nitrogen species metabolic process ISO, response to oxidative stress ISS, positive regulation of collagen biosynthetic process ISO, NADPH oxidation ISO","GO:0042744, GO:0043066, GO:0034599, GO:0034614, GO:0006979, GO:0070995, GO:0051354, GO:2001057, GO:0060785, GO:0032967, GO:0016480, GO:0045454"," Peroxisome,  Transit peptide,  Cytoplasm,  Antioxidant,  Alternative initiation,  Peroxidase,  Lipoprotein,  Palmitate,  Reference proteome, Direct protein sequencing, Acetylation,  Phosphoprotein, Redox-active center, Oxidoreductase,  Mitochondrion,  Disulfide bond"
