Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
O08749,FT,"Dihydrolipoyl dehydrogenase, mitochondrial",Mus musculus (Mouse),"mitochondrion IDA, mitochondrial matrix IEA, cilium IDA, pyruvate dehydrogenase complex ISO, nucleoplasm ISO, acrosomal matrix IDA, oxoglutarate dehydrogenase complex ISS, motile cilium IEA, myelin sheath HDA, nucleus ISS","GO:0045254, GO:0005759, GO:0031514, GO:0005929, GO:0043159, GO:0043209, GO:0005654, GO:0005634, GO:0045252, GO:0005739","NAD binding ISO, lipoamide binding ISO, dihydrolipoyl dehydrogenase activity IMP, pyruvate dehydrogenase (NAD+) activity IEA, flavin adenine dinucleotide binding ISO","GO:0050660, GO:0034604, GO:0043544, GO:0051287, GO:0004148","acetyl-CoA biosynthetic process from pyruvate ISO, histone succinylation ISS, aging IEA, 2-oxoglutarate metabolic process ISO, mitochondrial electron transport, NADH to ubiquinone IMP, lipoate metabolic process ISO, gastrulation IMP, mitochondrial acetyl-CoA biosynthetic process from pyruvate ISO, regulation of membrane potential IMP, sperm capacitation IDA, cell redox homeostasis IEA, oxidation-reduction process IBA, proteolysis IDA, dihydrolipoamide metabolic process ISO","GO:0045454, GO:0006508, GO:0007568, GO:0006120, GO:0009106, GO:0106077, GO:0042391, GO:0055114, GO:0061732, GO:0006103, GO:0007369, GO:0006086, GO:0051068, GO:0048240","Redox-active center,  Cell projection,  Nucleus,  Transit peptide,  NAD,  Flavoprotein,  Flagellum,  Phosphoprotein,  Oxidoreductase, Mitochondrion,  Cilium,  Cytoplasmic vesicle,  Disulfide bond, Direct protein sequencing,  Reference proteome, Acetylation,  FAD"
P63101,1433Z_MOUSE,14-3-3 protein zeta/delta,Mus musculus (Mouse),"cytosol TAS, nucleus IDA, hippocampal mossy fiber to CA3 synapse IDA, postsynaptic density ISO, melanosome IEA, mitochondrion HDA, perinuclear region of cytoplasm ISO, cell leading edge ISO, glutamatergic synapse ISO, protein-containing complex ISO","GO:0042470, GO:0005739, GO:0005829, GO:0031252, GO:0032991, GO:0098978, GO:0005634, GO:0048471, GO:0014069, GO:0098686","transcription factor binding ISO, protein domain specific binding IDA, protein-containing complex binding ISO, ubiquitin protein ligase binding ISO, identical protein binding ISO, protein kinase binding ISO, ion channel binding ISO","GO:0019904, GO:0008134, GO:0019901, GO:0044877, GO:0042802, GO:0031625, GO:0044325","protein phosphorylation ISS, establishment of Golgi localization ISO, signal transduction ISS, protein targeting IDA, protein targeting to mitochondrion ISO, histamine secretion by mast cell ISO, regulation of ERK1 and ERK2 cascade ISS, regulation of synapse maturation ISO, regulation of cell death IGI, response to drug ISO, synaptic target recognition IDA, Golgi reassembly ISO","GO:0010941, GO:0007165, GO:0002553, GO:0006468, GO:0070372, GO:0006605, GO:0090168, GO:0090128, GO:0006626, GO:0051683, GO:0008039, GO:0042493","Reference proteome,  Cytoplasm,  Phosphoprotein,  Direct protein sequencing, Acetylation"
O55023,IMPA1_MOUSE,Inositol monophosphatase 1,Mus musculus (Mouse),"neuronal cell body ISO, cytoplasm ISO, axon ISO","GO:0030424, GO:0043025, GO:0005737","protein homodimerization activity ISO, lithium ion binding ISS, inositol monophosphate 4-phosphatase activity IEA, magnesium ion binding IDA, inositol monophosphate 3-phosphatase activity IEA, identical protein binding ISO, manganese ion binding ISS, inositol monophosphate 1-phosphatase activity ISO, inositol monophosphate phosphatase activity ISS","GO:0031403, GO:0052832, GO:0030145, GO:0008934, GO:0052833, GO:0000287, GO:0042802, GO:0042803, GO:0052834","phosphate-containing compound metabolic process ISO, inositol metabolic process IBA, inositol phosphate dephosphorylation ISS, phosphatidylinositol phosphorylation IEA, inositol biosynthetic process IEA, phosphatidylinositol biosynthetic process ISO, signal transduction ISO","GO:0006661, GO:0006796, GO:0007165, GO:0006021, GO:0046854, GO:0006020, GO:0046855","Reference proteome,  Cytoplasm, 3D-structure,  Hydrolase,  Magnesium,  Lithium,  Metal-binding"
Q6PDM2,SRSF1_MOUSE,Serine/arginine-rich splicing factor 1,Mus musculus (Mouse),"nucleus IDA, catalytic step 2 spliceosome ISO, nuclear speck IDA, nucleoplasm ISS, cytoplasm ISS","GO:0005654, GO:0071013, GO:0016607, GO:0005634, GO:0005737","RS domain binding IPI, protein kinase B binding ISO, DNA topoisomerase binding ISO, RNA binding ISS, mRNA binding ISO","GO:0050733, GO:0044547, GO:0003723, GO:0043422, GO:0003729","positive regulation of RNA splicing ISO, RNA splicing IDA, mRNA cis splicing, via spliceosome IBA, in utero embryonic development IMP, mRNA transport IEA, regulation of alternative mRNA splicing, via spliceosome IBA, liver regeneration IEA, alternative mRNA splicing, via spliceosome ISO, mRNA 5'-splice site recognition ISS, oligodendrocyte differentiation IEA, cardiac muscle contraction IGI","GO:0048709, GO:0051028, GO:0033120, GO:0000381, GO:0097421, GO:0045292, GO:0008380, GO:0001701, GO:0000395, GO:0000380, GO:0060048"," Cytoplasm,  Spliceosome,  Nucleus,  mRNA transport,  Acetylation,  mRNA processing,  Transport,  Methylation,  Phosphoprotein, mRNA splicing,  RNA-binding, Repeat, 3D-structure,  Reference proteome, Direct protein sequencing,  Alternative splicing,  Isopeptide bond,  Ubl conjugation"
Q8CGK3,LONM_MOUSE,"Lon protease homolog, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03120}",Mus musculus (Mouse),"mitochondrion IDA, cytosol ISO, nucleoplasm ISO, mitochondrial nucleoid ISO, mitochondrial matrix ISO","GO:0005759, GO:0005829, GO:0042645, GO:0005654, GO:0005739","ATP binding ISO, DNA polymerase binding ISO, G-quadruplex DNA binding ISO, single-stranded RNA binding ISO, serine-type endopeptidase activity IEA, ATP-dependent peptidase activity IDA, identical protein binding ISO, mitochondrial promoter sequence-specific DNA binding IDA, ADP binding ISO, sequence-specific DNA binding ISO, ATPase activity IDA, single-stranded DNA binding IDA","GO:0001018, GO:0005524, GO:0070182, GO:0003727, GO:0004252, GO:0004176, GO:0043565, GO:0003697, GO:0043531, GO:0042802, GO:0016887, GO:0051880","proteolysis involved in cellular protein catabolic process ISO, cellular protein-containing complex assembly ISO, aging IEA, response to hormone IEA, mitochondrion organization ISO, protein quality control for misfolded or incompletely synthesized proteins IBA, response to hypoxia IEA, oxidation-dependent protein catabolic process ISO, cellular response to oxidative stress ISO, response to aluminum ion IEA, chaperone-mediated protein complex assembly IBA, proteolysis IDA","GO:0010044, GO:0007568, GO:0070407, GO:0034599, GO:0034622, GO:0009725, GO:0051131, GO:0006515, GO:0051603, GO:0006508, GO:0001666, GO:0007005"," DNA-binding,  Transit peptide,  Nucleotide-binding, Serine protease, ATP-binding,  Protease,  Direct protein sequencing, Mitochondrion,  Hydrolase,  Reference proteome"
P63038,CH60_MOUSE,"60 kDa heat shock protein, mitochondrial",Mus musculus (Mouse),"protein-containing complex ISS, intracellular membrane-bounded organelle IDA, myelin sheath HDA, extracellular space ISO, cell surface ISO, lipopolysaccharide receptor complex ISO, secretory granule IDA, mitochondrial matrix ISO, mitochondrial crista ISO, plasma membrane IDA, membrane IMP, mitochondrial inner membrane HDA, peroxisomal matrix ISO, Golgi apparatus ISO, zymogen granule ISO, cytoplasm IDA, coated vesicle ISO, clathrin-coated pit ISO, mitochondrion IDA, extracellular exosome ISO, cytosol ISO, early endosome ISO, membrane raft ISO, rough endoplasmic reticulum ISO","GO:0030141, GO:0032991, GO:0009986, GO:0005794, GO:0005886, GO:0070062, GO:0043231, GO:0016020, GO:0005737, GO:0005769, GO:0005791, GO:0005782, GO:0005759, GO:0005829, GO:0046696, GO:0045121, GO:0005743, GO:0043209, GO:0030061, GO:0005615, GO:0005905, GO:0042588, GO:0005739, GO:0030135","high-density lipoprotein particle binding ISO, chaperone binding ISO, ATP binding IEA, protein-containing complex binding ISO, modification-dependent protein binding ISO, protease binding ISO, apolipoprotein binding ISO, apolipoprotein A-I binding ISO, double-stranded RNA binding ISO, enzyme binding ISO, insulin binding ISO, isomerase activity IEA, lipopolysaccharide binding IDA, ubiquitin protein ligase binding ISO, p53 binding ISO","GO:0008035, GO:0016853, GO:0140030, GO:0005524, GO:0003725, GO:0019899, GO:0051087, GO:0043559, GO:0044877, GO:0001530, GO:0034186, GO:0002020, GO:0034185, GO:0002039, GO:0031625","positive regulation of tumor necrosis factor secretion ISO, negative regulation of neuron apoptotic process ISO, negative regulation of apoptotic process in bone marrow cell ISO, positive regulation of interleukin-6 production ISO, positive regulation of T cell mediated immune response to tumor cell ISO, response to glucocorticoid IEA, negative regulation of reactive oxygen species biosynthetic process ISO, response to lipopolysaccharide IEA, response to activity IEA, activation of cysteine-type endopeptidase activity involved in apoptotic process ISO, cellular response to interleukin-7 IDA, positive regulation of interleukin-10 production ISO, positive regulation of T cell activation IDA, response to cold ISS, positive regulation of macrophage activation ISO, positive regulation of interleukin-12 production ISO, interaction with symbiont ISO, response to cocaine IEA, protein refolding ISO, cellular response to heat IEA, mitochondrial unfolded protein response IBA, negative regulation of apoptotic process ISO, response to hydrogen peroxide IEA, B cell proliferation ISO, response to unfolded protein ISO, isotype switching to IgG isotypes ISO, positive regulation of apoptotic process ISO, protein import into mitochondrial intermembrane space IBA, response to hypoxia IEA, protein stabilization ISO, response to ischemia IEA, T cell activation IDA, protein folding IBA, response to estrogen IEA, B cell cytokine production ISO, apoptotic mitochondrial changes ISO, positive regulation of interferon-alpha production IDA, response to drug IEA, B cell activation ISO, positive regulation of inflammatory response ISO, positive regulation of interferon-gamma production IDA, MyD88-dependent toll-like receptor signaling pathway ISO, response to ATP IEA","GO:1903427, GO:0051384, GO:0002755, GO:1904469, GO:0032735, GO:0032733, GO:0014823, GO:0042113, GO:0032727, GO:0032755, GO:0006919, GO:0042493, GO:0071866, GO:0050821, GO:0048291, GO:0043032, GO:0043066, GO:0002931, GO:0042026, GO:0034605, GO:0006457, GO:0042542, GO:0033198, GO:0032729, GO:0006986, GO:0009409, GO:0043627, GO:0008637, GO:0042110, GO:0045041, GO:0002368, GO:0050729, GO:0032496, GO:0043524, GO:0050870, GO:0051702, GO:0042100, GO:0034514, GO:0002842, GO:0001666, GO:0042220, GO:0043065, GO:0098761"," Transit peptide, Nucleotide-binding,  ATP-binding,  Phosphoprotein,  Chaperone,  Mitochondrion,  Isomerase,  Reference proteome, Direct protein sequencing,  Alternative splicing,  Isopeptide bond, Acetylation, Ubl conjugation"
P62259,1433E_MOUSE,14-3-3 protein epsilon,Mus musculus (Mouse),"cytosol ISO, synapse ISO, axon ISO, kinesin complex ISO, plasma membrane IEA, cytoplasm IDA, melanosome IEA, mitochondrion HDA, central region of growth cone ISO, glutamatergic synapse ISO, nucleus ISS","GO:0042470, GO:0090724, GO:0005739, GO:0005829, GO:0098978, GO:0005634, GO:0045202, GO:0030424, GO:0005871, GO:0005737, GO:0005886","phosphoprotein binding ISO, protein phosphatase binding IPI, protein domain specific binding IDA, scaffold protein binding ISO, histone deacetylase binding ISO, protein-containing complex binding ISO, calcium channel regulator activity ISO, ubiquitin protein ligase binding ISO, enzyme binding ISO, identical protein binding ISO, phosphoserine residue binding ISO, potassium channel regulator activity ISO, protein heterodimerization activity ISO, ion channel binding ISO","GO:0046982, GO:0019904, GO:0015459, GO:0019903, GO:0097110, GO:0019899, GO:0042826, GO:0050815, GO:0044877, GO:0051219, GO:0042802, GO:0031625, GO:0005246, GO:0044325","regulation of postsynaptic membrane neurotransmitter receptor levels ISO, cerebral cortex development IMP, negative regulation of peptidyl-serine dephosphorylation ISO, hippocampus development IMP, protein targeting IDA, positive regulation of protein export from nucleus ISS, regulation of cytosolic calcium ion concentration ISO, regulation of potassium ion transmembrane transporter activity ISO, negative regulation of calcium ion export across plasma membrane ISO, MAPK cascade ISS, cellular response to heat ISS, regulation of membrane repolarization ISO, negative regulation of calcium ion transmembrane transporter activity ISO, negative regulation of protein dephosphorylation IDA, neuron migration IMP, protein localization to nucleus ISS","GO:1902309, GO:0099072, GO:0035308, GO:0021766, GO:1901016, GO:1905913, GO:0060306, GO:0000165, GO:0021987, GO:0006605, GO:0034605, GO:0001764, GO:0046827, GO:0051480, GO:1901020, GO:0034504"," Cytoplasm,  Phosphoprotein, Nucleus,  Reference proteome,  Direct protein sequencing,  Isopeptide bond,  Ubl conjugation, Acetylation"
O54983,CRYM_MOUSE,Ketimine reductase mu-crystallin,Mus musculus (Mouse),"cytosol ISO, mitochondrion IDA, cytoplasm ISO, nucleus IDA","GO:0005739, GO:0005829, GO:0005737, GO:0005634","protein homodimerization activity ISO, NADP binding ISO, thiomorpholine-carboxylate dehydrogenase activity IEA, hormone binding IMP, thyroid hormone binding ISO, transcription corepressor activity ISO","GO:0003714, GO:0050661, GO:0070324, GO:0042562, GO:0047127, GO:0042803","thyroid hormone metabolic process IMP, sensory perception of sound ISO, mitochondrial transport ISO, negative regulation of transcription by RNA polymerase II ISO, thyroid hormone transport ISO","GO:0070327, GO:0000122, GO:0007605, GO:0006839, GO:0042403"," Cytoplasm,  NAD,  NADP, 3D-structure,  Reference proteome,  Direct protein sequencing, Oxidoreductase"
Q9CZ44,NSF1C_MOUSE,NSFL1 cofactor p47,Mus musculus (Mouse),"spindle pole centrosome ISO, cytosol ISO, plasma membrane ISO, VCP-NSFL1C complex ISO, nucleoplasm ISO, Golgi stack IEA, nucleus IBA, intermediate filament cytoskeleton ISO, chromosome IEA","GO:0045111, GO:0005694, GO:0005829, GO:0005654, GO:0031616, GO:0005634, GO:0005795, GO:1990730, GO:0005886","ATPase binding ISO, phospholipid binding IEA, ubiquitin binding ISO","GO:0051117, GO:0005543, GO:0043130","Golgi organization ISO, establishment of mitotic spindle orientation ISO, proteasome-mediated ubiquitin-dependent protein catabolic process IBA, nuclear envelope reassembly IBA, negative regulation of protein localization to centrosome ISO, positive regulation of mitotic centrosome separation ISO, autophagosome assembly IBA, membrane fusion ISO","GO:0000045, GO:0046604, GO:0000132, GO:0031468, GO:0007030, GO:0061025, GO:1904780, GO:0043161"," Cytoplasm, Alternative splicing,  Nucleus,  Golgi apparatus,  Phosphoprotein, Lipid-binding,  Cytoskeleton,  Reference proteome,  Chromosome"
Q91XF0,PNPO_MOUSE,Pyridoxine-5'-phosphate oxidase,Mus musculus (Mouse),"nucleoplasm ISO, cytosol ISO","GO:0005654, GO:0005829","FMN binding ISO, protein homodimerization activity ISO, pyridoxamine-phosphate oxidase activity ISO, pyridoxal phosphate binding ISO","GO:0010181, GO:0004733, GO:0042803, GO:0030170","pyridoxal phosphate biosynthetic process ISO, pyridoxine biosynthetic process IEA","GO:0042823, GO:0008615","Reference proteome,  Pyridoxine biosynthesis,  FMN,  Oxidoreductase, Phosphoprotein,  Flavoprotein,  Pyridoxal phosphate, Direct protein sequencing"
Q8R5C5,ACTY_MOUSE,Beta-centractin,Mus musculus (Mouse),"centrosome ISO, microtubule cytoskeleton ISO, cytoplasm ISO","GO:0005813, GO:0015630, GO:0005737",ATP binding IEA,GO:0005524,,,"Reference proteome,  Cytoplasm,  Nucleotide-binding,  ATP-binding,  Cytoskeleton,  Nitration, Direct protein sequencing, Acetylation"
Q9R0P9,FT,Ubiquitin carboxyl-terminal hydrolase isozyme L1,Mus musculus (Mouse),"endoplasmic reticulum membrane IEA, cytosol IDA, neuron projection terminus IDA, axon cytoplasm IEA, axon IDA, plasma membrane IEA, cytoplasm IDA, neuronal cell body IDA, myelin sheath HDA","GO:0005789, GO:0044306, GO:1904115, GO:0005829, GO:0043209, GO:0030424, GO:0043025, GO:0005737, GO:0005886","thiol-dependent ubiquitin-specific protease activity IDA, omega peptidase activity ISS, cysteine-type endopeptidase activity ISS, ligase activity IEA, ubiquitin binding IDA, ubiquitin protein ligase binding ISO, alpha-2A adrenergic receptor binding ISO","GO:0008242, GO:0016874, GO:0043130, GO:0031694, GO:0004843, GO:0031625, GO:0004197","adult walking behavior IMP, protein deubiquitination ISS, muscle fiber development IGI, cell population proliferation IMP, negative regulation of MAP kinase activity ISO, sensory perception of pain ISO, response to ischemia IMP, cellular response to drug IDA, axonal transport of mitochondrion IMP, axonogenesis IMP, eating behavior IGI, ubiquitin-dependent protein catabolic process ISO, neuromuscular process IMP, axon target recognition IMP","GO:0019233, GO:0007409, GO:0006511, GO:0016579, GO:0008283, GO:0050905, GO:0042755, GO:0048747, GO:0035690, GO:0002931, GO:0043407, GO:0007412, GO:0007628, GO:0019896"," Membrane, Reference proteome,  Thiol protease, Hydrolase,  Endoplasmic reticulum,  Lipoprotein,  Phosphoprotein,  Prenylation,  Glycoprotein,  Protease, Cytoplasm,  Direct protein sequencing,  Ubl conjugation pathway"
Q8VD62,CK068_MOUSE,UPF0696 protein C11orf68 homolog,Mus musculus (Mouse),,,,,,,"Alternative splicing,  Reference proteome"
Q9D7X3,DUS3_MOUSE,Dual specificity protein phosphatase 3,Mus musculus (Mouse),"nucleoplasm ISO, immunological synapse ISO, cytosol ISO, nucleus ISO","GO:0005654, GO:0001772, GO:0005829, GO:0005634","phosphoprotein phosphatase activity IDA, phosphatase activity ISO, protein tyrosine/serine/threonine phosphatase activity IDA, cytoskeletal protein binding ISO, protein tyrosine phosphatase activity ISO, MAP kinase phosphatase activity ISO, receptor tyrosine kinase binding ISO, protein kinase binding ISO, protein tyrosine kinase binding ISO","GO:0030971, GO:0016791, GO:0004725, GO:0008138, GO:0019901, GO:1990782, GO:0008092, GO:0004721, GO:0033549","negative regulation of T cell receptor signaling pathway ISO, inactivation of MAPK activity ISO, positive regulation of focal adhesion disassembly ISO, peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity IMP, negative regulation of epidermal growth factor receptor signaling pathway IMP, negative regulation of T cell activation ISO, peptidyl-tyrosine dephosphorylation IMP, negative regulation of chemotaxis ISO, positive regulation of mitotic cell cycle ISO, regulation of focal adhesion assembly IMP, cellular response to epidermal growth factor stimulus IMP, negative regulation of MAPK cascade ISO, negative regulation of cell migration ISO, negative regulation of JNK cascade ISO, negative regulation of ERK1 and ERK2 cascade ISO, in utero embryonic development ISO, dephosphorylation ISO, protein dephosphorylation IDA","GO:0070373, GO:0016311, GO:0030336, GO:0046329, GO:0045931, GO:0042059, GO:0120183, GO:0035335, GO:0071364, GO:0043409, GO:0000188, GO:0050860, GO:0001701, GO:0050922, GO:0006470, GO:0051893, GO:1990264, GO:0050868","Reference proteome,  Protein phosphatase,  Nucleus, Direct protein sequencing,  Hydrolase"
Q99L47,F10A1_MOUSE,Hsc70-interacting protein,Mus musculus (Mouse),"protein-containing complex ISO, cytosol ISO","GO:0005829, GO:0032991","dATP binding ISO, protein domain specific binding ISO, chaperone binding ISO, protein-containing complex binding ISO, identical protein binding ISO, Hsp70 protein binding ISO, heat shock protein binding IBA, protein dimerization activity IEA, unfolded protein binding ISO","GO:0019904, GO:0051087, GO:0046983, GO:0051082, GO:0031072, GO:0044877, GO:0032564, GO:0042802, GO:0030544","negative regulation of protein refolding ISO, chaperone-mediated protein folding IBA, protein-containing complex assembly IBA, response to bacterium IEP, chaperone cofactor-dependent protein refolding ISO","GO:0061084, GO:0065003, GO:0009617, GO:0051085, GO:0061077"," Cytoplasm,  Phosphoprotein,  Chaperone, Repeat,  TPR repeat,  Reference proteome, Acetylation"
Q05816,FT,Fatty acid-binding protein 5 {ECO:0000305},Mus musculus (Mouse),"nucleus IDA, synapse IDA, postsynaptic density IDA, cytoplasm IDA, extracellular space IDA","GO:0005615, GO:0045202, GO:0005634, GO:0014069, GO:0005737","retinoic acid binding IDA, identical protein binding ISO, long-chain fatty acid transporter activity ISO, fatty acid binding ISO","GO:0005504, GO:0042802, GO:0005324, GO:0001972","phosphatidylcholine biosynthetic process IGI, lipid metabolic process IMP, regulation of retrograde trans-synaptic signaling by endocanabinoid IDA, glucose metabolic process IMP, negative regulation of glucose transmembrane transport IMP, glucose homeostasis IMP, positive regulation of cold-induced thermogenesis IGI, positive regulation of peroxisome proliferator activated receptor signaling pathway IMP, regulation of sensory perception of pain IMP, lipid transport across blood-brain barrier ISO, regulation of prostaglandin biosynthetic process IMP, long-chain fatty acid transport ISO","GO:0010829, GO:0120162, GO:0035360, GO:0031392, GO:0015909, GO:1990379, GO:0099178, GO:0042593, GO:0006006, GO:0006656, GO:0006629, GO:0051930"," Cytoplasm,  Lipid-binding,  Nucleus,  Synapse,  Acetylation,  Cell junction,  Secreted,  Transport, Phosphoprotein, 3D-structure,  Reference proteome,  Disulfide bond, Direct protein sequencing"
Q9CWJ9,PUR9_MOUSE,Bifunctional purine biosynthesis protein ATIC,Mus musculus (Mouse),"plasma membrane ISO, cytosol ISO, mitochondrion HDA","GO:0005829, GO:0005739, GO:0005886","IMP cyclohydrolase activity ISO, phosphoribosylaminoimidazolecarboxamide formyltransferase activity ISO, protein homodimerization activity ISS","GO:0042803, GO:0004643, GO:0003937","dihydrofolate metabolic process ISO, animal organ regeneration IEA, tetrahydrofolate biosynthetic process ISO, nucleoside metabolic process ISO, 'de novo' IMP biosynthetic process ISO, brainstem development IEA, cerebellum development IEA, cerebral cortex development IEA, response to inorganic substance IEA, ribonucleotide metabolic process ISO, cellular response to interleukin-7 IDA","GO:0046452, GO:0010035, GO:0031100, GO:0009259, GO:0006189, GO:0021987, GO:0009116, GO:0021549, GO:0003360, GO:0046654, GO:0098761"," Multifunctional enzyme,  Transferase, Acetylation,  Reference proteome,  Direct protein sequencing, Purine biosynthesis,  Hydrolase"
P14206,RSSA_MOUSE,40S ribosomal protein SA {ECO:0000255|HAMAP-Rule:MF_03016},Mus musculus (Mouse),"basement membrane ISO, collagen-containing extracellular matrix ISO, cytosol ISO, nucleus IDA, glutamatergic synapse IDA, synapse IDA, small ribosomal subunit IDA, cytoplasm IDA, cytosolic small ribosomal subunit ISO, membrane ISO, neuronal cell body ISO, plasma membrane ISS","GO:0005604, GO:0016020, GO:0062023, GO:0015935, GO:0005829, GO:0098978, GO:0005634, GO:0045202, GO:0022627, GO:0043025, GO:0005737, GO:0005886","laminin binding IDA, laminin receptor activity IEA, structural constituent of ribosome IBA, ribosome binding ISO","GO:0043022, GO:0003735, GO:0005055, GO:0043236","translation IBA, cytoplasmic translation IBA, epithelial cell differentiation IEA, cell-cell adhesion ISO, ribosomal small subunit assembly IBA","GO:0098609, GO:0000028, GO:0030855, GO:0002181, GO:0006412","Reference proteome,  Cytoplasm,  Receptor,  Ribonucleoprotein,  Nucleus,  Cell membrane,  Phosphoprotein, Isopeptide bond,  Direct protein sequencing,  Membrane,  Repeat,  Ribosomal protein, Acetylation, Ubl conjugation"
P11983,TCPA_MOUSE,T-complex protein 1 subunit alpha,Mus musculus (Mouse),"zona pellucida receptor complex IDA, microtubule organizing center IDA, acrosomal vesicle IDA, cell body IDA, centrosome ISO, nuclear heterochromatin IDA, heterochromatin ISO, chaperonin-containing T-complex IDA, Golgi apparatus IDA, microtubule ISO, myelin sheath HDA, pericentriolar material IDA","GO:0005874, GO:0000242, GO:0001669, GO:0005813, GO:0005832, GO:0044297, GO:0005815, GO:0000792, GO:0005720, GO:0002199, GO:0043209, GO:0005794","ATP binding IEA, unfolded protein binding IBA, ubiquitin protein ligase binding ISO","GO:0031625, GO:0005524, GO:0051082","translocation of peptides or proteins into host cell cytoplasm IMP, positive regulation of establishment of protein localization to telomere ISO, scaRNA localization to Cajal body ISO, binding of sperm to zona pellucida IDA, positive regulation of telomerase RNA localization to Cajal body ISO, positive regulation of telomere maintenance via telomerase ISO, protein stabilization ISO, protein folding IBA, positive regulation of telomerase activity ISO, regulation of macrophage apoptotic process IMP, toxin transport IMP","GO:0044053, GO:1904851, GO:0007339, GO:0050821, GO:0051973, GO:0090666, GO:1901998, GO:0032212, GO:0006457, GO:2000109, GO:1904874"," Cytoplasm,  Nucleotide-binding,  ATP-binding,  Chaperone, Phosphoprotein,  Reference proteome,  Direct protein sequencing, Cytoskeleton,  Alternative splicing, Acetylation"
Q8BMF4,ODP2_MOUSE,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",Mus musculus (Mouse),"mitochondrion HDA, myelin sheath HDA, pyruvate dehydrogenase complex ISO, mitochondrial pyruvate dehydrogenase complex IBA","GO:0043209, GO:0005967, GO:0045254, GO:0005739","dihydrolipoyllysine-residue acetyltransferase activity ISO, identical protein binding ISO, pyruvate dehydrogenase (NAD+) activity IEA","GO:0042802, GO:0034604, GO:0004742","acetyl-CoA biosynthetic process from pyruvate ISO, sleep IEA, mitochondrial acetyl-CoA biosynthetic process from pyruvate ISO, glucose metabolic process IEA, tricarboxylic acid cycle IEA","GO:0030431, GO:0006006, GO:0061732, GO:0006099, GO:0006086"," Lipoyl,  Transit peptide,  Transferase, Tricarboxylic acid cycle, Acetylation,  Mitochondrion, Phosphoprotein,  Repeat,  Reference proteome, Direct protein sequencing,  Acyltransferase,  Glucose metabolism,  Carbohydrate metabolism"
P14152,MDHC_MOUSE,"Malate dehydrogenase, cytoplasmic",Mus musculus (Mouse),"myelin sheath HDA, cytosol ISO, mitochondrion HDA","GO:0043209, GO:0005829, GO:0005739","NAD binding ISO, malate dehydrogenase activity ISO, L-malate dehydrogenase activity ISO","GO:0016615, GO:0030060, GO:0051287","oxaloacetate metabolic process ISO, malate metabolic process ISO, NADH metabolic process ISO, NAD metabolic process ISO, carbohydrate metabolic process IEA, tricarboxylic acid cycle IBA","GO:0006734, GO:0006107, GO:0019674, GO:0006108, GO:0005975, GO:0006099"," Cytoplasm,  NAD, Tricarboxylic acid cycle,  Methylation,  Phosphoprotein,  Ubl conjugation,  Reference proteome,  Direct protein sequencing, Oxidoreductase, Acetylation"
Q9Z2U1,PSA5_MOUSE,Proteasome subunit alpha type-5,Mus musculus (Mouse),"proteasome core complex, alpha-subunit complex ISS, cytosol ISO, proteasome core complex IDA, nucleus IBA, nucleoplasm TAS, proteasome complex ISO, cytoplasm IBA","GO:0005829, GO:0005654, GO:0000502, GO:0019773, GO:0005634, GO:0005839, GO:0005737",endopeptidase activity IBA,GO:0004175,"proteasome-mediated ubiquitin-dependent protein catabolic process IBA, proteasomal protein catabolic process IBA, proteasomal ubiquitin-independent protein catabolic process IBA","GO:0010499, GO:0010498, GO:0043161"," Cytoplasm, Glycoprotein,  Proteasome,  Nucleus,  Phosphoprotein, 3D-structure,  Reference proteome,  Direct protein sequencing,  Acetylation"
Q99J99,FT,3-mercaptopyruvate sulfurtransferase,Mus musculus (Mouse),"cytosol ISO, mitochondrial inner membrane HDA, synapse IEA, mitochondrion HDA, neuron projection IDA, cytoplasm ISS","GO:0005737, GO:0005829, GO:0045202, GO:0005743, GO:0005739, GO:0043005","identical protein binding ISO, thiosulfate sulfurtransferase activity ISO, 3-mercaptopyruvate sulfurtransferase activity IDA","GO:0042802, GO:0016784, GO:0004792","transsulfuration ISO, hydrogen sulfide biosynthetic process IDA, kidney development ISO, liver development ISO, spinal cord development IEA","GO:0021510, GO:0019346, GO:0001822, GO:0001889, GO:0070814"," Cytoplasm, Redox-active center, Transferase,  Synapse,  Acetylation,  Cell junction,  Phosphoprotein,  Mitochondrion,  Repeat,  Synaptosome, 3D-structure,  Reference proteome,  Disulfide bond, Direct protein sequencing"
Q5EBJ4,ERMIN_MOUSE,Ermin,Mus musculus (Mouse),"cytoskeleton IEA, filopodium IDA, cytoplasm ISO, internode region of axon IDA, neuronal cell body IDA, cell cortex ISO, paranode region of axon IDA, myelin sheath IDA","GO:0030175, GO:0033270, GO:0005938, GO:0005856, GO:0033269, GO:0043209, GO:0043025, GO:0005737",actin filament binding IDA,GO:0051015,"regulation of cell projection organization IDA, regulation of cell shape IDA, actin filament organization IDA, morphogenesis of a branching structure IDA","GO:0001763, GO:0008360, GO:0007015, GO:0031344"," Cytoplasm,  Phosphoprotein,  Cytoskeleton, Actin-binding,  Reference proteome"
