Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
E9QAG8,ZN431_MOUSE,Zinc finger protein 431,Mus musculus (Mouse),nucleus IDA,GO:0005634,"histone deacetylase binding IPI, DNA-binding transcription factor activity, RNA polymerase II-specific IBA, chromatin binding IDA, RNA polymerase II cis-regulatory region sequence-specific DNA binding IDA, metal ion binding IEA","GO:0046872, GO:0000978, GO:0000981, GO:0003682, GO:0042826","negative regulation of osteoblast differentiation TAS, negative regulation of DNA-binding transcription factor activity IDA, cell differentiation IEA, negative regulation of transcription by RNA polymerase II IDA, regulation of transcription by RNA polymerase II IBA","GO:0043433, GO:0045668, GO:0006357, GO:0030154, GO:0000122"," Transcription,  Transcription regulation, Differentiation,  Nucleus, Repressor,  Reference proteome,  Repeat,  Zinc-finger,  Zinc,  Metal-binding"
G3X9J0,SI1L3_MOUSE,Signal-induced proliferation-associated 1-like protein 3,Mus musculus (Mouse),"tricellular tight junction ISS, apical plasma membrane IEA, plasma membrane ISO, apical part of cell ISS, stress fiber ISS, Golgi apparatus ISO, nucleoplasm ISO","GO:0045177, GO:0016324, GO:0005794, GO:0001725, GO:0061689, GO:0005886, GO:0005654",GTPase activator activity IEA,GO:0005096,"epithelial cell morphogenesis IMP, cytoskeleton organization IMP, establishment of epithelial cell polarity IMP, hematopoietic progenitor cell differentiation IMP, regulation of small GTPase mediated signal transduction IEA, eye development IMP","GO:0090162, GO:0007010, GO:0003382, GO:0001654, GO:0051056, GO:0002244"," Cell membrane, Phosphoprotein,  GTPase activation, Acetylation,  Reference proteome,  Coiled coil,  Membrane"
O08901,BUB1_MOUSE,Mitotic checkpoint serine/threonine-protein kinase BUB1,Mus musculus (Mouse),"condensed nuclear chromosome outer kinetochore ISO, condensed chromosome kinetochore ISO, condensed nuclear chromosome kinetochore IBA, condensed nuclear chromosome, centromeric region IDA, cytosol ISO, kinetochore IDA, nucleoplasm ISO, chromosome, centromeric region IDA","GO:0000775, GO:0000777, GO:0000776, GO:0000778, GO:0005654, GO:0005829, GO:0000780, GO:0000942","protein kinase activity IBA, protein serine/threonine kinase activity IEA, ATP binding IEA","GO:0004674, GO:0005524, GO:0004672","chromosome segregation IMP, cell division IEA, positive regulation of intrinsic apoptotic signaling pathway IMP, meiotic sister chromatid cohesion, centromeric IBA, mitotic spindle assembly checkpoint IBA, regulation of sister chromatid cohesion ISS, regulation of chromosome segregation ISO, apoptotic process IEA","GO:0006915, GO:0051301, GO:0007059, GO:0007094, GO:0007063, GO:0051983, GO:0051754, GO:2001244"," Mitosis,  Cell division,  Cell cycle,  Centromere, Serine/threonine-protein kinase,  Transferase,  Ubl conjugation,  Kinase,  Kinetochore,  Nucleotide-binding, Apoptosis,  Reference proteome, Nucleus,  Chromosome,  ATP-binding, Chromosome partition,  Phosphoprotein"
O08934,UNC4_MOUSE,Homeobox protein unc-4 homolog,Mus musculus (Mouse),nucleus IEA,GO:0005634,"sequence-specific double-stranded DNA binding ISO, DNA-binding transcription factor activity, RNA polymerase II-specific IEA","GO:0000981, GO:1990837","dorsal spinal cord development IMP, pattern specification process IMP, regulation of cell differentiation IMP, common myeloid progenitor cell proliferation IMP, regulation of gene expression IMP, cartilage condensation IMP, olfactory bulb interneuron differentiation IMP","GO:0021516, GO:0035726, GO:0001502, GO:0010468, GO:0007389, GO:0045595, GO:0021889","Transcription regulation,  Differentiation,  DNA-binding,  Transcription,  Nucleus,  Homeobox, Neurogenesis,  Reference proteome, Developmental protein"
O35126,ATN1_MOUSE,Atrophin-1,Mus musculus (Mouse),"cytoplasm IDA, cell junction IEA, perinuclear region of cytoplasm ISO, nuclear matrix ISO, cell leading edge ISO, nucleoplasm ISO, nucleus IDA","GO:0016363, GO:0005737, GO:0030054, GO:0031252, GO:0005634, GO:0005654, GO:0048471","JUN kinase binding ISO, RNA polymerase II transcription factor binding IBA, transcription corepressor activity IGI, toxin activity IDA, transcription coactivator activity IDA, protein domain specific binding ISO","GO:0001085, GO:0003714, GO:0019904, GO:0003713, GO:0090729, GO:0008432","toxin metabolic process IDA, post-embryonic development IMP, multicellular organism growth IMP, negative regulation of transcription by RNA polymerase II IDA, spermatogenesis IMP, neuron apoptotic process ISO, male gonad development IMP, response to food IMP, determination of adult lifespan IMP, maintenance of cell polarity IDA, cell migration IDA","GO:0030011, GO:0016477, GO:0009791, GO:0009404, GO:0008340, GO:0007283, GO:0000122, GO:0032094, GO:0035264, GO:0008584, GO:0051402","Transcription regulation,  Methylation,  Polymorphism,  Transcription, Acetylation, Nucleus,  Cytoplasm,  Isopeptide bond,  Reference proteome,  Ubl conjugation,  Cell junction,  Phosphoprotein,  Triplet repeat expansion"
O35250,EXOC7_MOUSE,Exocyst complex component 7,Mus musculus (Mouse),"centriolar satellite ISO, cytosol IEA, exocyst IBA, Flemming body IEA, growth cone membrane IDA, plasma membrane TAS, microtubule organizing center ISO","GO:0032584, GO:0005886, GO:0034451, GO:0090543, GO:0005815, GO:0000145, GO:0005829",,,"exocytosis IBA, protein transport IEA, regulation of entry of bacterium into host cell ISO","GO:0006887, GO:0015031, GO:2000535","Exocytosis,  Phosphoprotein,  Cell membrane, Reference proteome,  Transport,  Cytoplasm, 3D-structure,  Coiled coil,  Protein transport,  Alternative splicing,  Membrane"
O35638,STAG2_MOUSE,Cohesin subunit SA-2,Mus musculus (Mouse),"mitotic spindle pole ISO, nuclear matrix ISO, chromatin IDA, nucleus IBA, cohesin complex ISS, chromosome, centromeric region IEA, nucleoplasm TAS","GO:0008278, GO:0016363, GO:0000775, GO:0005634, GO:0005654, GO:0097431, GO:0000785",chromatin binding IDA,GO:0003682,"cell division IEA, sister chromatid cohesion ISS, meiotic cell cycle IEA, stem cell population maintenance IMP, mitotic spindle assembly ISO","GO:0051301, GO:0019827, GO:0051321, GO:0090307, GO:0007062"," Mitosis,  Meiosis,  Cell division,  Centromere,  Nucleus, Reference proteome, Acetylation,  Chromosome,  Cell cycle, Chromosome partition,  Phosphoprotein"
O35640,ANXA8_MOUSE,Annexin A8,Mus musculus (Mouse),"cytoplasm IBA, cytosol ISO, late endosome membrane ISO, plasma membrane ISO","GO:0005829, GO:0005886, GO:0031902, GO:0005737","calcium-dependent phospholipid binding ISO, phosphatidylinositol-3,4,5-trisphosphate binding ISO, phosphatidylinositol-3,4-bisphosphate binding ISO, calcium ion binding ISO, actin filament binding ISO, phosphatidylinositol-4,5-bisphosphate binding ISO","GO:0005509, GO:0051015, GO:0005547, GO:0005546, GO:0043325, GO:0005544","negative regulation of phospholipase A2 activity IBA, blood coagulation IEA, endosome organization IBA, endosomal transport IBA, negative regulation of serine-type endopeptidase activity IBA","GO:0007596, GO:1900138, GO:1900004, GO:0016197, GO:0007032","Hemostasis,  Reference proteome,  Calcium/phospholipid-binding, Annexin,  Repeat,  Blood coagulation,  Metal-binding,  Calcium"
O35681,SYT3_MOUSE,Synaptotagmin-3,Mus musculus (Mouse),"plasma membrane IBA, transport vesicle membrane IEA, endosome ISO, presynapse IEA, exocytic vesicle IBA, integral component of synaptic membrane ISO","GO:0005886, GO:0099699, GO:0098793, GO:0030658, GO:0070382, GO:0005768","calcium ion binding IBA, calcium-dependent phospholipid binding IDA, clathrin binding ISO, syntaxin binding ISO, identical protein binding IPI, protein homodimerization activity IDA, phosphatidylserine binding ISO, SNARE binding ISO, protein heterodimerization activity IPI, phosphatidylinositol-4,5-bisphosphate binding ISO","GO:0001786, GO:0005509, GO:0042802, GO:0019905, GO:0042803, GO:0000149, GO:0030276, GO:0046982, GO:0005546, GO:0005544","cellular response to calcium ion IBA, calcium ion-regulated exocytosis of neurotransmitter IBA, regulation of dopamine secretion IBA, positive regulation of vesicle fusion ISO, calcium-ion regulated exocytosis IBA, positive regulation of dendrite extension ISO, response to calcium ion ISO, regulation of calcium ion-dependent exocytosis ISO, vesicle-mediated transport IBA","GO:0031340, GO:0017158, GO:0071277, GO:0016192, GO:1903861, GO:0017156, GO:0051592, GO:0048791, GO:0014059"," Differentiation, Calcium,  Exocytosis,  Methylation,  Transmembrane helix,  Transmembrane,  Cell membrane,  Cytoplasmic vesicle, Reference proteome,  Repeat, Disulfide bond,  Metal-binding,  Membrane"
O35855,BCAT2_MOUSE,"Branched-chain-amino-acid aminotransferase, mitochondrial",Mus musculus (Mouse),"mitochondrion IDA, nucleus ISO, cytoplasm ISO","GO:0005634, GO:0005739, GO:0005737","L-valine transaminase activity IEA, L-leucine transaminase activity IEA, L-isoleucine transaminase activity IEA, branched-chain-amino-acid transaminase activity IDA","GO:0052656, GO:0004084, GO:0052654, GO:0052655","isoleucine catabolic process IMP, valine biosynthetic process IBA, valine metabolic process IMP, isoleucine metabolic process IMP, cellular response to leukemia inhibitory factor IEP, regulation of hormone levels IMP, branched-chain amino acid catabolic process IMP, leucine metabolic process IMP, branched-chain amino acid metabolic process IMP, leucine biosynthetic process ISO","GO:0006551, GO:0006549, GO:0006573, GO:1990830, GO:0009081, GO:0010817, GO:0009083, GO:0009098, GO:0009099, GO:0006550"," Pyridoxal phosphate,  Amino-acid biosynthesis,  Transferase,  Transit peptide,  Aminotransferase,  Mitochondrion, Reference proteome, Acetylation, Branched-chain amino acid biosynthesis"
O55134,PCD12_MOUSE,Protocadherin-12 {ECO:0000305},Mus musculus (Mouse),"extracellular region IEA, integral component of plasma membrane ISS, cell-cell junction IDA","GO:0005887, GO:0005576, GO:0005911",calcium ion binding IEA,GO:0005509,"homophilic cell adhesion via plasma membrane adhesion molecules IDA, labyrinthine layer development IMP, calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules IDA, glycogen metabolic process IMP, cell adhesion IBA","GO:0016339, GO:0007156, GO:0005977, GO:0060711, GO:0007155"," Cell adhesion, Membrane, Calcium, Transmembrane,  Transmembrane helix,  Signal,  Cell membrane,  Secreted,  Glycoprotein,  Reference proteome,  Repeat,  Cell junction,  Phosphoprotein"
O55142,RL35A_MOUSE,60S ribosomal protein L35a,Mus musculus (Mouse),"mitochondrion HDA, cytosolic large ribosomal subunit ISO","GO:0022625, GO:0005739","structural constituent of ribosome IBA, ribonucleoprotein complex binding ISO","GO:0003735, GO:0043021","rRNA processing ISO, ribosomal large subunit biogenesis ISO, cytoplasmic translation IBA","GO:0006364, GO:0002181, GO:0042273","Acetylation,  Reference proteome,  Ribosomal protein,  Ribonucleoprotein"
O70228,ATP9A_MOUSE,Probable phospholipid-transporting ATPase IIA,Mus musculus (Mouse),"integral component of membrane IEA, early endosome ISO, plasma membrane IBA, endosome IBA, trans-Golgi network ISO, perinuclear region of cytoplasm ISO, recycling endosome ISO, early endosome membrane IEA","GO:0055037, GO:0031901, GO:0005769, GO:0005886, GO:0005802, GO:0048471, GO:0016021, GO:0005768","magnesium ion binding IEA, ATPase-coupled intramembrane lipid transporter activity IBA, ATP binding IEA, protease binding ISO","GO:0000287, GO:0002020, GO:0140326, GO:0005524","phospholipid translocation IBA, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum IBA, endocytosis IBA","GO:0045332, GO:0006897, GO:0006890","Transmembrane,  Magnesium,  Translocase,  Transmembrane helix, Metal-binding,  Nucleotide-binding, Acetylation,  Golgi apparatus,  Reference proteome,  ATP-binding,  Endosome,  Membrane"
O70577,S22A2_MOUSE,Solute carrier family 22 member 2,Mus musculus (Mouse),"plasma membrane ISO, integral component of plasma membrane ISO, apical plasma membrane IDA, basolateral plasma membrane ISO, presynapse IEA","GO:0016324, GO:0005887, GO:0016323, GO:0005886, GO:0098793","amine transmembrane transporter activity ISO, efflux transmembrane transporter activity ISO, neurotransmitter transmembrane transporter activity ISO, organic cation transmembrane transporter activity IDA, quaternary ammonium group transmembrane transporter activity ISO, toxin transmembrane transporter activity IMP, monoamine transmembrane transporter activity ISO, steroid binding ISO, xenobiotic transmembrane transporter activity IMP, choline transmembrane transporter activity ISO, L-arginine transmembrane transporter activity ISO, L-amino acid transmembrane transporter activity ISO","GO:0019534, GO:0015101, GO:0005496, GO:0015220, GO:0008504, GO:0015651, GO:0015562, GO:0005326, GO:0042910, GO:0015179, GO:0005275, GO:0061459","neurotransmitter transport ISO, export across plasma membrane ISO, organic cation transport ISO, positive regulation of gene expression ISO, quaternary ammonium group transport ISO, toxin transport IMP, xenobiotic transport IMP, histamine transport ISO, xenobiotic transport across blood-brain barrier NAS, norepinephrine uptake ISO, cation transport IDA, amine transport ISO, dopamine uptake ISO, serotonin uptake ISO, amino acid import across plasma membrane ISO, L-alpha-amino acid transmembrane transport ISO, histamine uptake ISO, L-arginine import across plasma membrane ISO, choline transport ISO, activation of cysteine-type endopeptidase activity involved in apoptotic process ISO","GO:0015697, GO:1990962, GO:1901998, GO:0015837, GO:0090494, GO:0140115, GO:1902475, GO:0006919, GO:0051620, GO:0051615, GO:0042908, GO:0006812, GO:0097638, GO:0015695, GO:0010628, GO:0015871, GO:0051610, GO:0089718, GO:0006836, GO:0051608"," Ion transport,  Transmembrane helix,  Transmembrane, Alternative splicing,  Glycoprotein, Reference proteome,  Transport,  Membrane"
O88491,NSD1_MOUSE,"Histone-lysine N-methyltransferase, H3 lysine-36 specific",Mus musculus (Mouse),"histone methyltransferase complex IC, chromatin IBA, nucleus IDA","GO:0005634, GO:0035097, GO:0000785","transcription coregulator activity IDA, zinc ion binding ISS, histone methyltransferase activity (H3-K36 specific) IDA, retinoid X receptor binding IPI, androgen receptor binding ISS, histone methyltransferase activity (H4-K20 specific) IDA, estrogen receptor binding IPI, retinoic acid receptor binding IPI, chromatin binding IDA, histone methyltransferase activity IDA, RNA polymerase II cis-regulatory region sequence-specific DNA binding ISO, transcription corepressor activity IDA, thyroid hormone receptor binding IPI","GO:0030331, GO:0050681, GO:0046975, GO:0000978, GO:0046966, GO:0003714, GO:0003682, GO:0008270, GO:0042799, GO:0042054, GO:0046965, GO:0042974, GO:0003712","regulation of RNA polymerase II regulatory region sequence-specific DNA binding ISO, regulation of peptidyl-serine phosphorylation ISO, histone methylation IDA, regulation of histone H3-K36 methylation ISO, negative regulation of transcription by RNA polymerase II IDA, regulation of transcription, DNA-templated IBA, gastrulation with mouth forming second IMP, positive regulation of transcription, DNA-templated ISS","GO:0000414, GO:0001702, GO:0016571, GO:0033135, GO:0045893, GO:1903025, GO:0006355, GO:0000122"," Transcription regulation, Nucleus, 3D-structure,  Zinc-finger,  Chromosome,  Zinc,  Receptor,  Repeat, Developmental protein,  Methyltransferase,  Phosphoprotein,  Chromatin regulator,  Activator,  Transcription, Transferase, S-adenosyl-L-methionine,  Repressor,  Reference proteome,  Isopeptide bond,  Ubl conjugation,  Metal-binding"
O88597,BECN1_MOUSE,Beclin-1,Mus musculus (Mouse),"cytoskeleton ISS, extrinsic component of membrane ISO, phosphatidylinositol 3-kinase complex, class III, type I IBA, trans-Golgi network IDA, endosome ISO, cytoplasmic vesicle IDA, phagophore assembly site IBA, membrane ISS, nucleus ISO, cytoplasm IDA, endoplasmic reticulum membrane IEA, cytosol IEA, protein-containing complex IDA, phagocytic vesicle IDA, autophagosome IDA, phosphatidylinositol 3-kinase complex, class III, type II IBA, endosome membrane IEA, mitochondrial membrane IEA, endoplasmic reticulum ISO, dendrite ISO, phosphatidylinositol 3-kinase complex, class III IDA","GO:0035032, GO:0005634, GO:0005776, GO:0034271, GO:0005802, GO:0005829, GO:0031410, GO:0032991, GO:0045335, GO:0005737, GO:0030425, GO:0005789, GO:0005783, GO:0016020, GO:0034272, GO:0000407, GO:0019898, GO:0005856, GO:0010008, GO:0031966, GO:0005768","protein kinase binding ISO, identical protein binding IPI, phosphatidylinositol 3-kinase binding ISO, ubiquitin protein ligase binding ISO, GTPase binding ISO","GO:0019901, GO:0042802, GO:0043548, GO:0031625, GO:0051020","cellular response to nitrogen starvation IBA, response to mitochondrial depolarisation ISO, response to iron(II) ion IEA, defense response to virus IEA, early endosome to late endosome transport ISS, autophagy of mitochondrion IMP, lysosome organization IMP, cellular response to copper ion IEA, mitotic metaphase plate congression ISO, regulation of cytokinesis ISS, negative regulation of autophagy IMP, engulfment of apoptotic cell IMP, negative regulation of cell death ISO, receptor catabolic process ISO, amyloid-beta metabolic process IMP, negative regulation of autophagosome assembly IMP, positive regulation of cardiac muscle hypertrophy IMP, cellular response to aluminum ion IEA, macroautophagy IMP, aging IEA, negative regulation of apoptotic process IMP, positive regulation of autophagosome assembly ISO, angiogenesis TAS, apoptotic process IEA, cellular response to amino acid starvation IEA, late endosome to vacuole transport IBA, negative regulation of lysosome organization ISO, response to vitamin E IEA, cellular response to hydrogen peroxide IEA, response to drug IEA, positive regulation of autophagy ISO, positive regulation of intrinsic apoptotic signaling pathway ISS, negative regulation of cell population proliferation IDA, response to lead ion IEA, neuron development IMP, cellular response to glucose starvation IDA, regulation of catalytic activity IMP, positive regulation of attachment of mitotic spindle microtubules to kinetochore ISO, cell division IEA, cellular response to epidermal growth factor stimulus IEA, response to other organism IDA, autophagy IDA, mitophagy ISO, autophagosome assembly IMP, response to hypoxia IEA, negative regulation of reactive oxygen species metabolic process IMP","GO:1902902, GO:0006915, GO:0042149, GO:0070301, GO:0010508, GO:0010613, GO:0060548, GO:0050435, GO:0016236, GO:0007040, GO:0048666, GO:2000786, GO:0043066, GO:0098780, GO:0006995, GO:0007568, GO:0051301, GO:0051607, GO:0032801, GO:0010288, GO:0071275, GO:0001666, GO:0008285, GO:0033197, GO:0034198, GO:0000045, GO:0043652, GO:0032465, GO:0010040, GO:1905672, GO:2000378, GO:0010507, GO:0045022, GO:0045324, GO:0006914, GO:0071280, GO:0042493, GO:0000422, GO:0000423, GO:0001525, GO:0050790, GO:1902425, GO:0051707, GO:0071364, GO:2001244, GO:0007080"," Acetylation,  Endoplasmic reticulum, 3D-structure,  Membrane,  Cell division,  Autophagy,  Antiviral defense,  Cytoplasm,  Cytoplasmic vesicle,  Coiled coil,  Phosphoprotein,  Nucleus,  Apoptosis,  Mitochondrion, Endocytosis, Cell cycle,  Endosome, Isopeptide bond, Reference proteome,  Golgi apparatus,  Ubl conjugation"
O88845,AKA10_MOUSE,"A-kinase anchor protein 10, mitochondrial",Mus musculus (Mouse),"protein-containing complex ISO, cytosol ISO, mitochondrion IDA, plasma membrane ISO","GO:0005829, GO:0005886, GO:0032991, GO:0005739",protein kinase A binding ISS,GO:0051018,protein localization IDA,GO:0008104," Transit peptide, Alternative splicing,  Mitochondrion, Reference proteome,  Cytoplasm,  Repeat,  Phosphoprotein,  Membrane"
O88951,LIN7B_MOUSE,Protein lin-7 homolog B,Mus musculus (Mouse),"postsynaptic density membrane IEA, plasma membrane IDA, MPP7-DLG1-LIN7 complex IBA, bicellular tight junction IEA, synapse ISO, basolateral plasma membrane IBA, presynapse IEA, cell-cell junction ISO","GO:0098839, GO:0016323, GO:0005911, GO:0005886, GO:0098793, GO:0097025, GO:0005923, GO:0045202","L27 domain binding IBA, PDZ domain binding ISO, protein domain specific binding ISO","GO:0030165, GO:0019904, GO:0097016","protein transport IEA, exocytosis IEA, neurotransmitter secretion IGI, maintenance of epithelial cell apical/basal polarity IBA, protein localization to basolateral plasma membrane IBA","GO:0006887, GO:0015031, GO:0045199, GO:0007269, GO:1903361"," Exocytosis, Postsynaptic cell membrane,  Cell membrane,  Transport,  Reference proteome, 3D-structure,  Synapse, Tight junction,  Protein transport,  Cell junction,  Membrane"
P02535,FT,"Keratin, type I cytoskeletal 10",Mus musculus (Mouse),"keratin filament IDA, cell surface IEA","GO:0045095, GO:0009986","protein heterodimerization activity ISS, cytoskeletal protein binding IGI, structural molecule activity IEA","GO:0008092, GO:0005198, GO:0046982","keratinocyte development IGI, intermediate filament organization IGI, epidermis development IGI, protein heterotetramerization ISS, positive regulation of epidermis development IMP, epithelial cell differentiation IDA, cellular response to calcium ion IDA","GO:0008544, GO:0030855, GO:0071277, GO:0003334, GO:0045684, GO:0045109, GO:0051290"," Intermediate filament,  Methylation,  Keratin, Phosphoprotein, Alternative splicing,  Reference proteome,  Direct protein sequencing,  Coiled coil, Disulfide bond"
