,Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords,Biological Process Label,Molecular Function Label,Cellular Component Label
10,O35372,CNIH1_MOUSE,Protein cornichon homolog 1,Mus musculus (Mouse),"endoplasmic reticulum membrane IEA, integral component of membrane IEA, Golgi membrane IEA","GO:0005789, GO:0000139, GO:0016021",,,vesicle-mediated transport IEA,GO:0016192," Transport, Endoplasmic reticulum,  ER-Golgi transport, Reference proteome,  Transmembrane helix,  Membrane,  Golgi apparatus,  Transmembrane","GO:0051179, GO:0009987",,"GO:0016020, GO:0031224"
11,O35625,AXIN1_MOUSE,Axin-1,Mus musculus (Mouse),"protein-containing complex IDA, nucleus ISO, lateral plasma membrane ISO, cytoplasmic vesicle IDA, beta-catenin destruction complex IDA, cytosol TAS, cell periphery ISO, plasma membrane IDA, postsynaptic density ISO, Wnt signalosome IDA, cytoplasm IDA, perinuclear region of cytoplasm ISO, cell cortex IDA","GO:0014069, GO:0032991, GO:0071944, GO:0030877, GO:0031410, GO:0005886, GO:0016328, GO:0005938, GO:0005737, GO:0005829, GO:0048471, GO:1990909, GO:0005634","ubiquitin protein ligase binding IPI, protein C-terminus binding IDA, protein domain specific binding IPI, enzyme binding ISO, armadillo repeat domain binding ISO, R-SMAD binding IPI, p53 binding IPI, protein kinase binding IPI, protein self-association IPI, I-SMAD binding IDA, SMAD binding ISO, identical protein binding IPI, molecular adaptor activity IMP, beta-catenin binding IMP, signaling receptor binding ISO, signaling adaptor activity ISO, protein homodimerization activity IPI","GO:0019899, GO:0008022, GO:0046332, GO:0070412, GO:0002039, GO:0042802, GO:0008013, GO:0060090, GO:0019904, GO:0043621, GO:0070411, GO:0042803, GO:0031625, GO:0019901, GO:0070016, GO:0035591, GO:0005102","negative regulation of fat cell differentiation IDA, genetic imprinting IMP, regulation of protein phosphorylation IGI, negative regulation of gene expression IDA, axial mesoderm development IMP, positive regulation of protein ubiquitination IDA, regulation of canonical Wnt signaling pathway IDA, Wnt signaling pathway IDA, cellular protein-containing complex assembly ISO, positive regulation of ubiquitin-protein transferase activity IMP, positive regulation of JUN kinase activity IDA, dorsal/ventral axis specification IDA, positive regulation of protein catabolic process ISO, positive regulation of protein phosphorylation IDA, positive regulation of peptidyl-serine phosphorylation IDA, positive regulation of transcription, DNA-templated IDA, positive regulation of transforming growth factor beta receptor signaling pathway IDA, positive regulation of ubiquitin-dependent protein catabolic process IDA, in utero embryonic development IMP, nucleocytoplasmic transport IDA, activation of protein kinase activity ISO, head development IMP, dorsal/ventral pattern formation IMP, positive regulation of proteasomal ubiquitin-dependent protein catabolic process IDA, axial mesoderm formation IMP, positive regulation of JNK cascade IMP, post-anal tail morphogenesis IMP, protein polyubiquitination IDA, negative regulation of canonical Wnt signaling pathway IDA, positive regulation of peptidyl-threonine phosphorylation IDA, negative regulation of protein metabolic process IDA, canonical Wnt signaling pathway IDA, negative regulation of Wnt signaling pathway IDA, positive regulation of protein kinase activity IDA, cytoplasmic microtubule organization IGI, apoptotic process IEA, sensory perception of sound IMP, protein catabolic process IDA, negative regulation of transcription elongation from RNA polymerase II promoter IDA","GO:0032147, GO:0045860, GO:0001934, GO:0000209, GO:0030163, GO:0031122, GO:0006915, GO:0048318, GO:0051443, GO:0034622, GO:0060828, GO:0030511, GO:0071514, GO:0048320, GO:0001932, GO:0031398, GO:0051248, GO:0030178, GO:0060322, GO:0045599, GO:0010629, GO:0033138, GO:0045893, GO:0010800, GO:0045732, GO:0006913, GO:0036342, GO:0001701, GO:0032436, GO:0007605, GO:0034244, GO:0046330, GO:0043507, GO:0009953, GO:0009950, GO:0060070, GO:0016055, GO:2000060, GO:0090090"," Tumor suppressor,  ADP-ribosylation,  Cytoplasm, 3D-structure,  Wnt signaling pathway, Cell membrane,  Phosphoprotein,  Developmental protein,  Membrane,  Reference proteome,  Isopeptide bond, Nucleus,  Apoptosis, Ubl conjugation,  Alternative splicing","GO:0051179, GO:0065007, GO:0009987, GO:0032502, GO:0032501, GO:0008152","GO:0005488, GO:0060090","GO:0043227, GO:0043229, GO:0099572, GO:0005737, GO:0016020"
12,O35973,PER1_MOUSE,Period circadian protein homolog 1,Mus musculus (Mouse),"nucleus IDA, cytosol ISO, cytoplasm ISO, nucleoplasm ISO","GO:0005634, GO:0005737, GO:0005654, GO:0005829","kinase binding IPI, ubiquitin protein ligase binding ISO, transcription factor binding IPI, chromatin DNA binding IDA, transcription regulatory region sequence-specific DNA binding IDA, transcription corepressor binding IBA, E-box binding ISO, RNA polymerase II cis-regulatory region sequence-specific DNA binding ISO","GO:0070888, GO:0000976, GO:0031625, GO:0008134, GO:0001222, GO:0031490, GO:0019900, GO:0000978","posttranscriptional regulation of gene expression IMP, regulation of cytokine production involved in inflammatory response ISS, entrainment of circadian clock by photoperiod IMP, regulation of hair cycle ISS, negative regulation of glucocorticoid receptor signaling pathway IMP, positive regulation of transcription by RNA polymerase II IMP, histone H4 acetylation ISO, histone H3 deacetylation IMP, negative regulation of I-kappaB kinase/NF-kappaB signaling ISS, circadian rhythm IEP, regulation of circadian rhythm IMP, response to cAMP IDA, histone H3 acetylation IDA, negative regulation of transcription, DNA-templated IDA, response to light stimulus IEP, regulation of p38MAPK cascade ISS, regulation of sodium ion transport IMP, negative regulation of JNK cascade ISS, circadian regulation of gene expression IDA, negative regulation of transcription by RNA polymerase II IDA, circadian regulation of translation IMP","GO:0043966, GO:0043153, GO:2000323, GO:0046329, GO:0000122, GO:0010608, GO:0042752, GO:0042634, GO:0043967, GO:0043124, GO:0051591, GO:0097167, GO:0045944, GO:1900744, GO:0032922, GO:0045892, GO:0007623, GO:1900015, GO:0009416, GO:0002028, GO:0070932"," Biological rhythms,  Cytoplasm,  Repeat, 3D-structure, Reference proteome,  Phosphoprotein,  Transcription,  Nucleus, Ubl conjugation,  Transcription regulation","GO:0048511, GO:0065007, GO:0009987, GO:0032501, GO:0008152, GO:0050896",GO:0005488,"GO:0043229, GO:0043227"
13,O55028,BCKD_MOUSE,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",Mus musculus (Mouse),"mitochondrion HDA, mitochondrial alpha-ketoglutarate dehydrogenase complex ISS","GO:0005947, GO:0005739","protein kinase activity IDA, protein serine/threonine kinase activity ISS, [3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity ISO, ATP binding ISS","GO:0005524, GO:0004674, GO:0047323, GO:0004672","negative regulation of pyruvate dehydrogenase activity IBA, branched-chain amino acid catabolic process ISS, glucose homeostasis IBA, phosphorylation ISS","GO:1904183, GO:0016310, GO:0009083, GO:0042593"," Nucleotide-binding,  Mitochondrion, Acetylation,  Reference proteome,  Transit peptide,  Transferase, Phosphoprotein,  ATP-binding,  Kinase","GO:0009987, GO:0065007, GO:0008152","GO:0003824, GO:0005488","GO:0098798, GO:0043227, GO:1902494, GO:0043229, GO:0045239"
14,O55082,PTN20_MOUSE,Tyrosine-protein phosphatase non-receptor type 20,Mus musculus (Mouse),"nucleus IEA, centriolar satellite ISO, microtubule IEA, cytoplasm IEA","GO:0034451, GO:0005737, GO:0005874, GO:0005634",protein tyrosine phosphatase activity IBA,GO:0004725,,,"Alternative splicing,  Microtubule,  Cytoplasm,  Protein phosphatase,  Phosphoprotein,  Reference proteome, Nucleus,  Hydrolase,  Cytoskeleton",,GO:0003824,"GO:0099080, GO:0043229, GO:0043227"
15,O55201,SPT5H_MOUSE,Transcription elongation factor SPT5,Mus musculus (Mouse),"nucleus ISO, DSIF complex ISS, nucleoplasm ISO","GO:0032044, GO:0005654, GO:0005634","protein heterodimerization activity ISO, mRNA binding IBA, chromatin binding IDA, enzyme binding ISO","GO:0003729, GO:0046982, GO:0019899, GO:0003682","negative regulation of DNA-templated transcription, elongation ISO, positive regulation of DNA-templated transcription, elongation ISO, positive regulation of transcription by RNA polymerase II ISO, transcription elongation from RNA polymerase II promoter ISO, negative regulation of mRNA polyadenylation ISO, negative regulation of transcription by RNA polymerase II ISO, positive regulation of macroautophagy ISO, regulation of transcription by RNA polymerase II IBA","GO:0032785, GO:0000122, GO:0032786, GO:1900364, GO:0006357, GO:0006368, GO:0045944, GO:0016239"," Repeat, Transcription,  Phosphoprotein, Acetylation,  Methylation,  Reference proteome,  Isopeptide bond, Nucleus,  Repressor,  Ubl conjugation,  Activator,  Alternative splicing,  Transcription regulation","GO:0009987, GO:0065007, GO:0008152",GO:0005488,"GO:0043229, GO:0043227, GO:0140513"
16,O70191,ATF5_MOUSE,Cyclic AMP-dependent transcription factor ATF-5,Mus musculus (Mouse),"centrosome ISS, cytosol ISO, nucleus IDA, transcription regulator complex IDA, nucleoplasm ISO","GO:0005667, GO:0005654, GO:0005813, GO:0005829, GO:0005634","kinase binding ISO, chromatin binding IDA, DNA-binding transcription activator activity, RNA polymerase II-specific ISO, heat shock protein binding ISO, transcription regulatory region sequence-specific DNA binding IDA, tubulin binding ISO, RNA polymerase II transcription regulatory region sequence-specific DNA binding ISO, DNA-binding transcription factor activity ISS, sequence-specific DNA binding IDA","GO:0031072, GO:0000977, GO:0000976, GO:0043565, GO:0003700, GO:0015631, GO:0003682, GO:0001228, GO:0019900","regulation of gene expression IMP, olfactory lobe development IMP, multicellular organism growth IMP, negative regulation of transcription, DNA-templated ISS, cerebellar granule cell precursor proliferation IMP, negative regulation of apoptotic process IDA, positive regulation of transcription by RNA polymerase II ISO, regulation of centrosome cycle ISS, regulation of transcription by RNA polymerase II IDA, negative regulation of cell population proliferation ISS, post-embryonic development IMP, negative regulation of neurogenesis ISO, negative regulation of astrocyte differentiation ISO, regulation of transcription, DNA-templated ISO, positive regulation of transcription, DNA-templated ISS, olfactory bulb interneuron differentiation IMP, circadian rhythm IEP, negative regulation of cell cycle G2/M phase transition ISS, fat cell differentiation IMP, olfactory bulb interneuron development IMP","GO:0046605, GO:0045444, GO:0035264, GO:0008285, GO:0050768, GO:0045892, GO:0007623, GO:0021988, GO:0006357, GO:0021930, GO:0048712, GO:0021889, GO:0010468, GO:0006355, GO:1902750, GO:0021891, GO:0043066, GO:0045944, GO:0009791, GO:0045893"," Cytoplasm,  DNA-binding, Acetylation,  Reference proteome,  Transcription,  Nucleus, Phosphoprotein,  Ubl conjugation, Transcription regulation,  Activator,  Cytoskeleton","GO:0048511, GO:0065007, GO:0040007, GO:0009987, GO:0032502, GO:0032501","GO:0005488, GO:0140110","GO:0005815, GO:0043229, GO:0043227"
17,O70293,FT,G protein-coupled receptor kinase 6,Mus musculus (Mouse),"cytosol ISO, plasma membrane ISO","GO:0005886, GO:0005829","protein kinase activity IDA, ATP binding IEA, beta-adrenergic receptor kinase activity ISO, G protein-coupled receptor kinase activity ISO","GO:0005524, GO:0047696, GO:0004703, GO:0004672","negative regulation of anion channel activity ISO, Wnt signaling pathway IEA, desensitization of G protein-coupled receptor signaling pathway ISO, protein phosphorylation IDA","GO:0016055, GO:0002029, GO:0006468, GO:0010360","Alternative splicing,  Palmitate,  Wnt signaling pathway,  Phosphoprotein, Serine/threonine-protein kinase,  Membrane,  Reference proteome,  Lipoprotein, Nucleotide-binding,  Transferase,  ATP-binding,  Kinase","GO:0009987, GO:0065007, GO:0008152","GO:0003824, GO:0005488",GO:0016020
18,O88312,AGR2_MOUSE,Anterior gradient protein 2 homolog,Mus musculus (Mouse),"extracellular space ISO, endoplasmic reticulum IDA, mitochondrion HDA","GO:0005739, GO:0005783, GO:0005615","dystroglycan binding ISO, epidermal growth factor receptor binding ISO, identical protein binding ISS","GO:0002162, GO:0005154, GO:0042802","negative regulation of cell death ISO, positive regulation of developmental growth IMP, digestive tract morphogenesis IMP, positive regulation of epidermal growth factor receptor signaling pathway ISO, positive regulation of gene expression ISO, positive regulation of IRE1-mediated unfolded protein response ISO, positive regulation of protein localization to plasma membrane ISO, positive regulation of PERK-mediated unfolded protein response ISO, lung goblet cell differentiation IDA, mucus secretion IMP, positive regulation of cell-substrate adhesion ISS","GO:0010811, GO:1903899, GO:1903896, GO:0070254, GO:0048546, GO:0060548, GO:0010628, GO:1903078, GO:0060480, GO:0045742, GO:0048639","Secreted,  Endoplasmic reticulum,  Reference proteome,  Signal,  Proto-oncogene, Disulfide bond","GO:0051179, GO:0065007, GO:0009987, GO:0032502, GO:0032501",GO:0005488,"GO:0043229, GO:0043227"
19,O88322,FT,Nidogen-2,Mus musculus (Mouse),"plasma membrane ISO, cell surface ISO, collagen-containing extracellular matrix HDA, basement membrane IDA, extracellular matrix IDA, extracellular region TAS, extracellular space IBA","GO:0031012, GO:0005576, GO:0005604, GO:0005886, GO:0009986, GO:0005615, GO:0062023",calcium ion binding IEA,GO:0005509,cell-matrix adhesion IDA,GO:0007160," Glycoprotein, Basement membrane, Repeat,  EGF-like domain,  Cell adhesion,  Calcium,  Signal,  Methylation,  Reference proteome,  Secreted, Extracellular matrix,  Disulfide bond","GO:0022610, GO:0009987",GO:0005488,"GO:0030312, GO:0016020"
20,O88448,KLC2_MOUSE,Kinesin light chain 2,Mus musculus (Mouse),"neuron projection IDA, plasma membrane ISO, kinesin complex IDA, cytosol IDA, nucleoplasm ISO, protein-containing complex ISO, ciliary rootlet IDA, cytoplasm IDA, mitochondrion ISO, microtubule IEA","GO:0005739, GO:0005874, GO:0005654, GO:0005886, GO:0043005, GO:0005737, GO:0035253, GO:0005829, GO:0032991, GO:0005871",kinesin binding IPI,GO:0019894,"axo-dendritic transport IMP, microtubule-based movement TAS","GO:0007018, GO:0008088"," Microtubule,  Cytoplasm,  Repeat, 3D-structure,  Coiled coil,  Phosphoprotein,  Reference proteome,  TPR repeat, Motor protein,  Cytoskeleton","GO:0051179, GO:0009987",GO:0005488,"GO:0005875, GO:0043227, GO:0099080, GO:0043229, GO:0042995, GO:0016020"
21,O88908,SOAT2_MOUSE,Sterol O-acyltransferase 2 {ECO:0000305},Mus musculus (Mouse),"brush border ISO, endoplasmic reticulum membrane ISO, integral component of membrane IEA, membrane IDA, endoplasmic reticulum ISO","GO:0005903, GO:0016020, GO:0005789, GO:0005783, GO:0016021","fatty-acyl-CoA binding ISO, cholesterol O-acyltransferase activity ISO, cholesterol binding ISO, sterol O-acyltransferase activity IDA, O-acyltransferase activity IBA","GO:0000062, GO:0004772, GO:0034736, GO:0008374, GO:0015485","cholesterol homeostasis IEA, cholesterol metabolic process IDA, cholesterol esterification ISS, very-low-density lipoprotein particle assembly ISO, cholesterol efflux ISO","GO:0008203, GO:0034435, GO:0042632, GO:0034379, GO:0033344","Acyltransferase,  Sterol metabolism,  Transmembrane helix,  Oxidation,  Membrane,  Thioester bond, Lipid metabolism,  Cholesterol metabolism,  Endoplasmic reticulum,  Reference proteome, Transmembrane, Steroid metabolism,  Ubl conjugation,  Transferase","GO:0051179, GO:0065007, GO:0009987, GO:0032501, GO:0008152","GO:0003824, GO:0005488","GO:0098862, GO:0043227, GO:0043229, GO:0016020, GO:0031224"
