,Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords,Biological Process Label,Molecular Function Label,Cellular Component Label
67,O88544,CSN4_MOUSE,COP9 signalosome complex subunit 4,Mus musculus (Mouse),"COP9 signalosome IDA, synaptic vesicle ISO, cytosol IBA, cell junction ISO, nuclear speck ISO","GO:0016607, GO:0005829, GO:0008021, GO:0008180, GO:0030054",,,protein deneddylation ISS,GO:0000338,"3D-structure,  Nucleus,  Cell junction,  Acetylation,  Reference proteome,  Signalosome, Direct protein sequencing,  Cytoplasm,  Cytoplasmic vesicle, Synapse","GO:0008152, GO:0009987",,"GO:0016604, GO:0043226, GO:0140513"
68,P16546,SPTN1_MOUSE,"Spectrin alpha chain, non-erythrocytic 1",Mus musculus (Mouse),"protein-containing complex ISO, plasma membrane ISO, membrane IDA, microtubule cytoskeleton ISO, fascia adherens IDA, myelin sheath HDA, paranode region of axon IDA, lateral plasma membrane IDA, cortical cytoskeleton IDA, Z disc IDA, intracellular membrane-bounded organelle ISO, cuticular plate IDA","GO:0033270, GO:0032437, GO:0005916, GO:0016020, GO:0016328, GO:0005886, GO:0015630, GO:0043231, GO:0043209, GO:0030863, GO:0030018, GO:0032991","spectrin binding IDA, calmodulin binding IEA, actin binding IEA, protein-containing complex binding ISO, syntaxin binding ISO, calcium ion binding IEA","GO:0044877, GO:0005509, GO:0003779, GO:0005516, GO:0030507, GO:0019905","actin filament capping IEA, actin cytoskeleton reorganization ISO","GO:0051693, GO:0031532"," Actin-binding,  Actin capping,  SH3 domain,  Direct protein sequencing,  Calcium,  Phosphoprotein,  Reference proteome,  Repeat, Acetylation,  Cytoplasm,  Cytoskeleton, Metal-binding, Calmodulin-binding,  Alternative splicing","GO:0009987, GO:0065007",GO:0005488,"GO:0016020, GO:0043226, GO:0030054, GO:0005622"
69,Q6PIC6,AT1A3_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-3,Mus musculus (Mouse),"photoreceptor inner segment IDA, neuron to neuron synapse IDA, dendritic spine neck ISO, Golgi apparatus ISS, calyx of Held ISO, myelin sheath HDA, neuronal cell body ISO, synapse ISS, membrane ISO, sodium, sarcolemma IDA, organelle membrane ISO, axon ISO, plasma membrane ISS, cytoplasm IDA, postsynapse ISO, dendritic spine head ISO, nucleus IDA, endoplasmic reticulum ISS, integral component of presynaptic membrane ISO","GO:0005783, GO:0044326, GO:0044327, GO:0005794, GO:0043025, GO:0098794, GO:0005890, GO:0030424, GO:0005886, GO:0005737, GO:0044305, GO:0045202, GO:0043209, GO:0005634, GO:0016020, GO:0001917, GO:0031090, GO:0042383, GO:0098984, GO:0099056","ATP binding IEA, amyloid-beta binding ISO, ion antiporter activity involved in regulation of presynaptic membrane potential ISO, D1 dopamine receptor binding ISO, sodium, heparan sulfate proteoglycan binding IPI, metal ion binding IEA, chaperone binding ISO","GO:0005391, GO:0031748, GO:0099520, GO:0086037, GO:0001540, GO:0051087, GO:0043395, GO:0046872, GO:0005524","regulation of cardiac muscle cell membrane potential IGI, cellular sodium ion homeostasis IDA, ionotropic glutamate receptor signaling pathway IMP, memory IMP, visual learning IMP, neuron projection maintenance ISO, proton transmembrane transport IBA, cellular response to amyloid-beta ISO, sodium ion export across plasma membrane IDA, cellular potassium ion homeostasis ISO, sodium ion transport ISO, potassium ion import across plasma membrane ISO, cellular response to thyroid hormone stimulus IEA, response to drug IMP, adult locomotory behavior IMP, cardiac muscle contraction IDA, potassium ion transport ISO, cellular response to retinoic acid IEA, cerebral cortex development IEA","GO:1904646, GO:1990573, GO:0007613, GO:0035235, GO:0006813, GO:0071300, GO:0006883, GO:0042493, GO:0060048, GO:1902600, GO:0036376, GO:0006814, GO:0008344, GO:0097067, GO:0086036, GO:0008542, GO:0030007, GO:1990535, GO:0021987"," Metal-binding, Magnesium,  Nucleotide-binding, Sodium transport,  Membrane, ATP-binding,  Transmembrane,  Cell membrane,  Direct protein sequencing,  Potassium transport,  Phosphoprotein,  Ion transport,  Reference proteome,  Transport, Transmembrane helix,  Sodium/potassium transport, Potassium,  Translocase,  Sodium","GO:0032501, GO:0051179, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0065007","GO:0005215, GO:0005488","GO:0043226, GO:0042995, GO:0044306, GO:0031224, GO:0005622, GO:1990351, GO:0098796, GO:0098793, GO:0016020, GO:0044297, GO:0030054"
70,Q6PIE5,AT1A2_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-2,Mus musculus (Mouse),"myelin sheath HDA, neuron projection ISO, T-tubule IDA, membrane ISO, sodium, intercalated disc ISO, sarcolemma IDA, cell projection IDA, organelle membrane ISO, plasma membrane ISS, neuronal cell body IDA, cytoplasm ISS, synapse ISO, caveola ISO, dendritic spine ISO, endosome ISO","GO:0043005, GO:0005890, GO:0042995, GO:0005901, GO:0043197, GO:0005737, GO:0005768, GO:0014704, GO:0005886, GO:0045202, GO:0030315, GO:0043209, GO:0016020, GO:0031090, GO:0042383, GO:0043025","steroid hormone binding ISO, protein heterodimerization activity ISO, potassium ion binding IEA, sodium, drug binding IEA, ATPase-coupled cation transmembrane transporter activity ISO, ATPase activity IEA, sodium ion binding IEA, ATP binding ISO, chaperone binding ISO","GO:0005391, GO:0005524, GO:0030955, GO:0046982, GO:1990239, GO:0008144, GO:0051087, GO:0019829, GO:0016887, GO:0031402","response to glycoside IMP, response to auditory stimulus IMP, cation transmembrane transport ISO, negative regulation of striated muscle contraction IMP, negative regulation of calcium ion transmembrane transport ISO, regulation of muscle contraction IMP, cellular response to mechanical stimulus ISO, regulation of cardiac muscle cell contraction ISO, regulation of striated muscle contraction IMP, negative regulation of heart contraction IMP, cellular sodium ion homeostasis ISO, negative regulation of cytosolic calcium ion concentration IMP, regulation of smooth muscle contraction IMP, adult locomotory behavior IMP, regulation of blood pressure IGI, olfactory cortex development IMP, potassium ion transport ISO, locomotory exploration behavior IMP, regulation of vasoconstriction IMP, locomotion IMP, regulation of the force of heart contraction IMP, neurotransmitter uptake IMP, response to nicotine ISO, cellular potassium ion homeostasis ISO, regulation of respiratory gaseous exchange by nervous system process IMP, sodium ion transport ISO, proton transmembrane transport ISO, negative regulation of calcium, sodium ion export across plasma membrane ISO, ATP metabolic process ISO, sodium ion transmembrane transport ISO, amygdala development IMP, cellular response to steroid hormone stimulus IDA, potassium ion transmembrane transport ISO, potassium ion import across plasma membrane ISO, visual learning IMP, behavioral fear response IMP","GO:1903280, GO:1990573, GO:1903170, GO:0002087, GO:0010996, GO:0008542, GO:0035725, GO:0030007, GO:0021989, GO:0008217, GO:1902600, GO:0001504, GO:0021764, GO:0045822, GO:0098655, GO:0035094, GO:0071260, GO:0019229, GO:0006942, GO:0002026, GO:0036376, GO:0001662, GO:0046034, GO:0071383, GO:0006813, GO:0006940, GO:0006937, GO:0071805, GO:1903416, GO:0006883, GO:0045988, GO:0040011, GO:0006814, GO:0086004, GO:0008344, GO:0051481, GO:0035641"," Metal-binding, Magnesium,  Nucleotide-binding, Sodium transport,  Membrane, ATP-binding,  Transmembrane,  Cell membrane,  Direct protein sequencing,  Potassium transport,  Phosphoprotein,  Ion transport,  Reference proteome,  Transport, Transmembrane helix,  Sodium/potassium transport, Potassium,  Translocase,  Sodium","GO:0032501, GO:0051179, GO:0007610, GO:0050896, GO:0008152, GO:0032502, GO:0009987, GO:0065007","GO:0005215, GO:0005488, GO:0003824","GO:0043226, GO:0098794, GO:0042995, GO:0098796, GO:1990351, GO:0016020, GO:0044297, GO:0030054"
71,P01942,HBA_MOUSE,Hemoglobin subunit alpha,Mus musculus (Mouse),"myelin sheath HDA, cytosolic small ribosomal subunit ISO, haptoglobin-hemoglobin complex ISO, hemoglobin complex ISO, extracellular space ISO","GO:0031838, GO:0005615, GO:0005833, GO:0022627, GO:0043209","oxygen binding IBA, iron ion binding IEA, organic acid binding ISO, heme binding ISO, protein-containing complex binding ISO, oxygen carrier activity IBA","GO:0019825, GO:0020037, GO:0044877, GO:0043177, GO:0005344, GO:0005506","in utero embryonic development IGI, hydrogen peroxide catabolic process IBA, response to stilbenoid IEP, erythrocyte development IGI, cellular oxidant detoxification IEA, response to bacterium IEP","GO:0001701, GO:0048821, GO:0009617, GO:0098869, GO:0042744, GO:0035634","3D-structure,  Oxygen transport,  Heme, Reference proteome,  Iron,  Direct protein sequencing,  Phosphoprotein,  Acetylation, Metal-binding,  Transport,  Polymorphism","GO:0032501, GO:0044419, GO:0050896, GO:0098754, GO:0008152, GO:0032502, GO:0009987","GO:0140104, GO:0005488",GO:1990904
72,Q60932,VDAC1_MOUSE,Voltage-dependent anion-selective channel protein 1,Mus musculus (Mouse),"membrane raft IEA, protein-containing complex ISO, myelin sheath HDA, synaptic vesicle ISO, mitochondrion IDA, mitochondrial outer membrane ISS, plasma membrane ISS, mitochondrial nucleoid ISO, mitochondrial permeability transition pore complex ISS, membrane IDA, mitochondrial inner membrane HDA","GO:0005757, GO:0042645, GO:0005739, GO:0005741, GO:0045121, GO:0005886, GO:0008021, GO:0005743, GO:0043209, GO:0016020, GO:0032991","identical protein binding IEA, nucleotide binding IEA, ion channel binding ISO, phosphatidylcholine binding IEA, cholesterol binding IEA, protein kinase binding ISO, protein-containing complex binding ISO, voltage-gated anion channel activity IDA, anion channel activity ISO, porin activity IEA, ceramide binding IEA","GO:0015485, GO:0015288, GO:0042802, GO:0097001, GO:0044877, GO:0044325, GO:0031210, GO:0000166, GO:0019901, GO:0005253, GO:0008308","learning IMP, mitochondrial calcium ion transmembrane transport ISO, negative regulation of reactive oxygen species metabolic process IMP, neuron-neuron synaptic transmission IMP, regulation of autophagy of mitochondrion IMP, anion transport ISO, epithelial cell differentiation IEA, apoptotic process ISS, chemical synaptic transmission IMP, behavioral fear response IMP","GO:1903146, GO:0030855, GO:2000378, GO:0007268, GO:0007270, GO:0006820, GO:0006851, GO:0001662, GO:0006915, GO:0007612"," Acetylation, Direct protein sequencing, Membrane,  Mitochondrion,  Apoptosis,  Mitochondrion outer membrane,  Reference proteome, Transmembrane,  Ubl conjugation,  Transmembrane beta strand,  Cell membrane,  Ion transport,  Lipid-binding, Nucleotide-binding,  Isopeptide bond,  Transport,  NAD,  Porin, 3D-structure,  Alternative splicing,  Phosphoprotein","GO:0032501, GO:0051179, GO:0007610, GO:0050896, GO:0023052, GO:0032502, GO:0009987, GO:0065007","GO:0005215, GO:0005488","GO:0043226, GO:0098798, GO:0009295, GO:0005622, GO:0098796, GO:0016020"
73,P60202,FT,Myelin proteolipid protein,Mus musculus (Mouse),"plasma membrane ISS, myelin sheath IDA, integrin alphav-beta3 complex ISO","GO:0005886, GO:0043209, GO:0034683","identical protein binding ISO, structural constituent of myelin sheath ISO","GO:0042802, GO:0019911","long-chain fatty acid biosynthetic process IMP, neuron projection development IBA, cell maturation IMP, axon ensheathment IMP, positive regulation of gene expression IMP, axon development IGI, inflammatory response IGI, positive regulation of calcium ion transmembrane transport ISO, AMPA selective glutamate receptor signaling pathway ISO, astrocyte development IGI, glial cell differentiation ISO, central nervous system myelination IMP, myelination IMP, positive regulation of cell migration ISO","GO:0031175, GO:1904427, GO:0022010, GO:0008366, GO:0030335, GO:0014002, GO:0048469, GO:0010001, GO:0098990, GO:0042552, GO:0010628, GO:0006954, GO:0061564, GO:0042759"," Membrane,  Transmembrane, Disease mutation,  Cell membrane,  Direct protein sequencing,  Reference proteome,  Lipoprotein,  Transmembrane helix,  Disulfide bond,  Palmitate, Phosphoprotein, Alternative splicing","GO:0050896, GO:0008152, GO:0032502, GO:0009987, GO:0065007","GO:0005488, GO:0005198","GO:0016020, GO:0098796, GO:0043235, GO:0098636"
74,Q62261,SPTB2_MOUSE,"Spectrin beta chain, non-erythrocytic 1",Mus musculus (Mouse),"cytoplasm ISO, protein-containing complex ISO, endomembrane system IEA, nucleolus ISO, axolemma IDA, spectrin IEA, glutamatergic synapse ISO, cortical cytoskeleton IDA, nucleus IDA, M band IDA, postsynaptic density IDA, plasma membrane IDA, postsynapse ISO, membrane IDA, cuticular plate IDA","GO:0098794, GO:0032437, GO:0016020, GO:0008091, GO:0031430, GO:0005886, GO:0005737, GO:0012505, GO:0030673, GO:0005730, GO:0098978, GO:0005634, GO:0030863, GO:0032991, GO:0014069","structural constituent of cytoskeleton ISO, phospholipid binding IEA, calmodulin binding IEA, actin binding IEA, ankyrin binding ISO, protein-containing complex binding ISO, GTPase binding ISO","GO:0005543, GO:0005200, GO:0051020, GO:0044877, GO:0030506, GO:0003779, GO:0005516","mitotic cytokinesis ISO, protein localization to plasma membrane IMP, regulation of protein localization to plasma membrane ISO, plasma membrane organization ISO, membrane assembly ISO, actin filament capping IEA, Golgi to plasma membrane protein transport ISO, positive regulation of interleukin-2 production ISO, common-partner SMAD protein phosphorylation IDA, positive regulation of protein localization to plasma membrane ISO, regulation of SMAD protein signal transduction IDA","GO:0007009, GO:0000281, GO:0032743, GO:0060390, GO:1903076, GO:0007182, GO:0051693, GO:1903078, GO:0072659, GO:0071709, GO:0043001","3D-structure,  Actin-binding,  Actin capping, Repeat,  Membrane,  Glycoprotein,  Cell membrane,  Phosphoprotein,  Acetylation,  Reference proteome,  Calmodulin-binding, Cytoskeleton,  Cytoplasm, Alternative splicing","GO:0008152, GO:0009987, GO:0065007, GO:0051179","GO:0005488, GO:0005198","GO:0043226, GO:0005622, GO:0031256, GO:0016020, GO:0030054"
75,P09411,PGK1_MOUSE,Phosphoglycerate kinase 1,Mus musculus (Mouse),"cytoplasm ISO, cytosol ISO, extracellular space ISO, membrane raft ISO","GO:0005615, GO:0005829, GO:0045121, GO:0005737","protein-disulfide reductase activity ISO, ATP binding ISS, ADP binding ISO, phosphoglycerate kinase activity IDA","GO:0043531, GO:0004618, GO:0047134, GO:0005524","negative regulation of angiogenesis ISO, carbohydrate metabolic process ISO, gluconeogenesis ISO, epithelial cell differentiation IEA, plasminogen activation ISO, positive regulation of oxidative phosphorylation IBA, phosphorylation ISS, cellular response to hypoxia ISO, glycolytic process IDA","GO:0016310, GO:0006094, GO:0030855, GO:0005975, GO:0016525, GO:0006096, GO:0031639, GO:1903862, GO:0071456","3D-structure,  Kinase,  ATP-binding,  Glycolysis,  Hydroxylation, Nucleotide-binding,  Phosphoprotein,  Acetylation,  Reference proteome, Direct protein sequencing,  Cytoplasm,  Transferase","GO:0050896, GO:0008152, GO:0032502, GO:0009987, GO:0065007","GO:0005488, GO:0003824",GO:0016020
76,Q91ZZ3,SYUB_MOUSE,Beta-synuclein,Mus musculus (Mouse),"growth cone ISO, neuronal cell body ISO, inclusion body ISO, mitochondrion HDA, cytoplasm IBA, presynaptic cytosol ISO, terminal bouton ISO, synapse IDA, axon terminus ISO","GO:0030426, GO:0016234, GO:0043679, GO:0005739, GO:0099523, GO:0005737, GO:0043195, GO:0045202, GO:0043025","cuprous ion binding ISO, beta-tubulin binding ISO, calcium ion binding ISO, alpha-tubulin binding ISO, transition metal ion binding ISO","GO:1903136, GO:0043014, GO:0005509, GO:0048487, GO:0046914","synapse organization IGI, dopamine metabolic process IGI, regulation of neuron death IBA, synaptic vesicle endocytosis IBA, chemical synaptic transmission IGI, negative regulation of neuron apoptotic process IGI","GO:0043524, GO:0007268, GO:0042417, GO:1901214, GO:0048488, GO:0050808"," Direct protein sequencing, Cytoplasm,  Phosphoprotein,  Reference proteome, Repeat","GO:0051179, GO:0023052, GO:0008152, GO:0009987, GO:0065007",GO:0005488,"GO:0043226, GO:0044306, GO:0005829, GO:0005622, GO:0098793, GO:0030054, GO:0044297, GO:0030427"
77,Q02053,UBA1_MOUSE,Ubiquitin-like modifier-activating enzyme 1,Mus musculus (Mouse),"mitochondrion ISS, desmosome IEA, endosome membrane IEA, heterochromatin IEA, lysosomal membrane IEA, nucleus ISS, rough endoplasmic reticulum membrane IEA, cytoplasm ISS, cytosol ISO, nucleoplasm ISO","GO:0005654, GO:0030057, GO:0000792, GO:0005765, GO:0005739, GO:0005829, GO:0005737, GO:0005634, GO:0030867, GO:0010008","ATP binding IEA, ubiquitin activating enzyme activity IDA","GO:0004839, GO:0005524","protein modification by small protein conjugation IBA, ubiquitin-dependent protein catabolic process IBA, cellular response to DNA damage stimulus ISO, protein ubiquitination IBA","GO:0006974, GO:0006511, GO:0032446, GO:0016567","3D-structure,  Nucleotide-binding,  Mitochondrion,  Ubl conjugation,  ATP-binding, Nucleus,  Phosphoprotein,  Acetylation,  Reference proteome, Direct protein sequencing,  Cytoplasm, Ubl conjugation pathway,  Ligase,  Repeat","GO:0008152, GO:0009987, GO:0050896","GO:0005488, GO:0003824","GO:0043226, GO:0000785, GO:0005622, GO:0016020, GO:0030054"
78,P20357,MTAP2_MOUSE,Microtubule-associated protein 2,Mus musculus (Mouse),"axon hillock IDA, proximal neuron projection IDA, apical distal dendrite ISO, axon initial segment IDA, primary dendrite ISO, cell body IDA, microtubule associated complex TAS, CA3 pyramidal cell dendrite IDA, microtubule IEA, distal dendrite ISO, postsynaptic density IDA, ruffle membrane ISO, dendritic filopodium ISO, dendrite cytoplasm ISO, axon IDA, rough endoplasmic reticulum ISO, basal dendrite ISO, cytoplasm IDA, neuronal cell body IDA, smooth endoplasmic reticulum ISO, actin cytoskeleton ISO, protein-containing complex ISO, microtubule cytoskeleton ISO, nuclear periphery IDA, proximal dendrite ISO, neuron projection IDA, dendrite IDA, dendritic branch ISO, dendritic shaft IDA, dendritic growth cone ISO","GO:0032587, GO:0043203, GO:0044307, GO:0005791, GO:0044294, GO:0044297, GO:0150002, GO:0043005, GO:0015630, GO:0005790, GO:0150001, GO:0032991, GO:1990769, GO:0015629, GO:0043198, GO:0097441, GO:0032839, GO:0043194, GO:0030425, GO:0005874, GO:0030424, GO:0005875, GO:0005737, GO:0150014, GO:0097442, GO:1902737, GO:1990635, GO:0034399, GO:0043025, GO:0014069","cytoskeletal regulatory protein binding TAS, microtubule binding IDA, dystroglycan binding ISO, calmodulin binding IEA, protein kinase binding ISO, actin binding ISO","GO:0008017, GO:0002162, GO:0003779, GO:0019901, GO:0005516, GO:0005519","microtubule bundle formation IMP, positive regulation of anterograde synaptic vesicle transport ISO, central nervous system neuron development IEA, microtubule cytoskeleton organization IDA, neuron projection development IBA, negative regulation of microtubule depolymerization ISO, axonogenesis IMP, negative regulation of axon extension IMP, negative regulation of microtubule binding ISO, positive regulation of anterograde dense core granule transport ISO, dendrite development IMP, dendrite morphogenesis IEA, regulation of organelle transport along microtubule ISO, regulation of cellular protein localization IMP, establishment of cell polarity IMP, negative regulation of microtubule motor activity ISO, cellular response to organic substance IDA, negative regulation of microtubule polymerization ISO","GO:0007026, GO:0031175, GO:0071310, GO:0000226, GO:0030517, GO:1904527, GO:0031115, GO:0016358, GO:1903744, GO:1903827, GO:1902513, GO:2000575, GO:0021954, GO:0007409, GO:0030010, GO:1901953, GO:0001578, GO:0048813"," Cell projection, Repeat,  Phosphoprotein,  Reference proteome,  Microtubule, Direct protein sequencing,  Cytoplasm,  Cytoskeleton, Calmodulin-binding","GO:0032502, GO:0009987, GO:0065007, GO:0050896",GO:0005488,"GO:0043226, GO:0042995, GO:0099080, GO:0005737, GO:0005622, GO:0031256, GO:0044292, GO:0016020, GO:0044297, GO:0030427"
79,P68372,TBB4B_MOUSE,Tubulin beta-4B chain,Mus musculus (Mouse),"microtubule ISO, myelin sheath HDA, tubulin complex NAS, cytoplasm IBA","GO:0043209, GO:0045298, GO:0005737, GO:0005874","double-stranded RNA binding ISO, structural constituent of cytoskeleton IBA, GTP binding IBA, GTPase activity IEA","GO:0003924, GO:0003725, GO:0005525, GO:0005200","microtubule cytoskeleton organization IBA, mitotic cell cycle IBA, microtubule-based process IBA","GO:0007017, GO:0000278, GO:0000226"," Nucleotide-binding,  Isopeptide bond, GTP-binding,  Direct protein sequencing,  Reference proteome,  Microtubule, Phosphoprotein, Acetylation,  Cytoplasm,  Cytoskeleton",GO:0009987,"GO:0005488, GO:0003824, GO:0005198",GO:0099080
80,Q9WV92,E41L3_MOUSE,Band 4.1-like protein 3,Mus musculus (Mouse),"cytoplasm IEA, plasma membrane ISO, juxtaparanode region of axon IDA, cell-cell junction ISS, paranode region of axon IDA, cytoskeleton IBA, cell junction ISO, postsynaptic density IDA","GO:0033270, GO:0005911, GO:0005886, GO:0005737, GO:0044224, GO:0005856, GO:0030054, GO:0014069","actin binding IEA, cytoskeletal protein-membrane anchor activity TAS, structural constituent of cytoskeleton TAS","GO:0003779, GO:0106006, GO:0005200","protein localization to plasma membrane IMP, cortical cytoskeleton organization TAS, paranodal junction assembly IMP, regulation of cell shape IMP, actomyosin structure organization IBA, neuron projection morphogenesis IMP, myelin maintenance IMP, cortical actin cytoskeleton organization IEA, protein localization to juxtaparanode region of axon IMP, protein localization to paranode region of axon IMP, regulation of cell growth IEA, apoptotic process IEA","GO:0030865, GO:0043217, GO:0030913, GO:0048812, GO:0072659, GO:0008360, GO:0031032, GO:0006915, GO:0001558, GO:0002175, GO:0071205, GO:0030866"," Actin-binding,  Apoptosis,  Membrane, Reference proteome, Cell membrane,  Phosphoprotein,  Cell junction,  Tumor suppressor, Acetylation,  Cytoplasm,  Cytoskeleton,  Alternative splicing","GO:0009987, GO:0032502, GO:0051179, GO:0065007","GO:0060090, GO:0005488, GO:0005198","GO:0016020, GO:0043226, GO:0030054, GO:0005622"
81,P14873,MAP1B_MOUSE,Microtubule-associated protein 1B,Mus musculus (Mouse),"photoreceptor outer segment IDA, hippocampal mossy fiber ISO, postsynaptic density IDA, somatodendritic compartment ISO, plasma membrane ISO, perinuclear region of cytoplasm ISO, basal dendrite ISO, neuronal cell body IDA, varicosity ISO, cell projection IBA, growth cone ISO, cytosol IDA, dendritic spine IEA, axon ISO, cytoskeleton ISO, microtubule associated complex ISO, microtubule ISO, apical dendrite ISO, dendrite IDA, perikaryon ISO, synapse IBA","GO:0030426, GO:0042995, GO:0005886, GO:0045202, GO:0036477, GO:0097440, GO:0097457, GO:0043196, GO:0005829, GO:0043204, GO:0043197, GO:0097441, GO:0030425, GO:0005874, GO:0030424, GO:0005875, GO:0001750, GO:0005856, GO:0048471, GO:0043025, GO:0014069","cytoskeletal regulatory protein binding TAS, phospholipid binding ISO, tubulin binding IBA, protein-containing complex binding ISO, microtubule binding ISO, actin binding ISO","GO:0008017, GO:0005543, GO:0044877, GO:0015631, GO:0003779, GO:0005519","response to vitamin A IEA, mitochondrion transport along microtubule IMP, axon extension IMP, cellular process ISO, cellular response to peptide hormone stimulus IEA, peripheral nervous system axon regeneration IEA, developmental maturation IEA, positive regulation of neuron differentiation ISO, negative regulation of microtubule depolymerization ISO, axonogenesis IGI, response to carbohydrate IEA, positive regulation of axon extension ISO, response to mechanical stimulus IEA, regulation of microtubule depolymerization IBA, negative regulation of intracellular transport IMP, induction of synaptic plasticity by chemical substance IEA, microtubule bundle formation IMP, establishment of monopolar cell polarity IMP, response to drug IEA, cellular response to growth factor stimulus IEA, microtubule cytoskeleton organization IBA, microtubule-based process TAS, response to insecticide IEA, response to inorganic substance IEA, positive regulation of microtubule polymerization ISO, dendrite development IMP, synapse assembly IEA, response to estradiol IEA","GO:0031114, GO:0007409, GO:0047497, GO:0014012, GO:0045666, GO:0032355, GO:0032387, GO:0051915, GO:0001578, GO:0045773, GO:0033189, GO:0021700, GO:0007026, GO:0061162, GO:0048675, GO:0000226, GO:0016358, GO:0031116, GO:0071363, GO:0017085, GO:0009987, GO:0009612, GO:0071375, GO:0042493, GO:0007416, GO:0010035, GO:0009743, GO:0007017"," Cell projection,  Synapse, S-nitrosylation,  Phosphoprotein,  Cell junction,  Microtubule, Methylation,  Reference proteome, Acetylation,  Cytoplasm,  Cytoskeleton,  Repeat","GO:0051179, GO:0040007, GO:0050896, GO:0032502, GO:0009987, GO:0065007",GO:0005488,"GO:0043226, GO:0098794, GO:0042995, GO:0099080, GO:0005622, GO:0030054, GO:0016020, GO:0044297, GO:0030427"
82,Q8VDN2,AT1A1_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-1,Mus musculus (Mouse),"protein-containing complex ISO, myelin sheath HDA, apical plasma membrane IDA, Golgi apparatus ISO, T-tubule IDA, basolateral plasma membrane IDA, sodium, intercalated disc ISO, integral component of membrane ISS, organelle membrane ISO, sarcolemma IDA, lateral plasma membrane ISO, endoplasmic reticulum ISO, sperm flagellum ISO, plasma membrane IDA, membrane raft ISO, caveola ISO, postsynaptic density IDA, membrane IDA, endosome ISO","GO:0005783, GO:0005794, GO:0005890, GO:0016328, GO:0036126, GO:0005901, GO:0045121, GO:0031090, GO:0005768, GO:0014704, GO:0005886, GO:0030315, GO:0042383, GO:0043209, GO:0016020, GO:0016021, GO:0032991, GO:0016324, GO:0016323, GO:0014069","steroid hormone binding ISO, phosphatase activity IMP, protein heterodimerization activity ISO, protein domain specific binding ISO, ankyrin binding ISO, potassium ion binding ISO, protein kinase binding ISO, sodium, ADP binding ISO, phosphatidylinositol 3-kinase binding ISO, sodium ion binding ISO, chaperone binding ISO, ATP binding ISO","GO:0005391, GO:0030955, GO:0046982, GO:1990239, GO:0043531, GO:0030506, GO:0019901, GO:0043548, GO:0019904, GO:0051087, GO:0016791, GO:0005524, GO:0031402","cellular response to steroid hormone stimulus ISO, positive regulation of heart contraction IMP, negative regulation of glucocorticoid biosynthetic process IMP, regulation of cardiac muscle cell contraction ISO, cellular response to mechanical stimulus ISO, negative regulation of heart contraction IMP, cellular sodium ion homeostasis ISO, regulation of sodium ion transport ISS, regulation of blood pressure IGI, proton transmembrane transport IBA, potassium ion transport ISO, transmembrane transport ISO, regulation of the force of heart contraction IMP, cellular potassium ion homeostasis ISO, sodium ion transport ISO, membrane repolarization ISO, positive regulation of striated muscle contraction IMP, sodium ion export across plasma membrane ISO, potassium ion import across plasma membrane ISO, response to drug IMP, membrane hyperpolarization ISO","GO:1990573, GO:0055085, GO:0086009, GO:0030007, GO:0060081, GO:1902600, GO:0008217, GO:0045822, GO:0071260, GO:0002026, GO:0045989, GO:0036376, GO:0071383, GO:0006813, GO:0002028, GO:0006883, GO:0031947, GO:0042493, GO:0086004, GO:0006814, GO:0045823","Ion transport,  Metal-binding,  Nucleotide-binding, Sodium transport,  Membrane,  Translocase,  ATP-binding,  Cell membrane,  Direct protein sequencing,  Potassium transport,  Potassium,  Transmembrane,  Reference proteome,  Transport, Transmembrane helix, Phosphoprotein,  Sodium/potassium transport, Acetylation,  Magnesium,  Sodium","GO:0051179, GO:0065007, GO:0009987, GO:0050896","GO:0005215, GO:0005488, GO:0003824","GO:0043226, GO:0042995, GO:0031224, GO:0005622, GO:0098796, GO:1990351, GO:0016020, GO:0030054"
